name,year,number,price,own,lot_name,remaining_price,url,front_url,back_url
Rich Gossage,1973,174,4,,,4,/ViewCard.cfm/sid/73/cid/17380/1973-Topps-174-Rich-Gossage,/Images/Cards/Baseball/73/73-174Fr.jpg,/Images/Cards/Baseball/73/73-174Bk.jpg
Fergie Jenkins,1973,180,3.5,,,3.5,/ViewCard.cfm/sid/73/cid/17387/1973-Topps-180-Fergie-Jenkins,/Images/Cards/Baseball/73/73-180Fr.jpg,/Images/Cards/Baseball/73/73-180Bk.jpg
Carlton Fisk,1973,193,4,,,4,/ViewCard.cfm/sid/73/cid/17400/1973-Topps-193-Carlton-Fisk,/Images/Cards/Baseball/73/73-193Fr.jpg,/Images/Cards/Baseball/73/73-193Bk.jpg
Bert Blyleven,1973,199,1,,,1,/ViewCard.cfm/sid/73/cid/17406/1973-Topps-199-Bert-Blyleven,/Images/Cards/Baseball/73/73-199Fr.jpg,/Images/Cards/Baseball/73/73-199Bk.jpg
Billy Williams,1973,200,1.25,,,1.25,/ViewCard.cfm/sid/73/cid/17407/1973-Topps-200-Billy-Williams,/Images/Cards/Baseball/73/73-200Fr.jpg,/Images/Cards/Baseball/73/73-200Bk.jpg
Catfish Hunter,1973,235,2,,,2,/ViewCard.cfm/sid/73/cid/17442/1973-Topps-235-Jim-Hunter,/Images/Cards/Baseball/73/73-17442RepFr.jpg,/Images/Cards/Baseball/73/73-235Bk.jpg
Tony Perez,1973,275,1.5,,,1.5,/ViewCard.cfm/sid/73/cid/17485/1973-Topps-275-Tony-Perez,/Images/Cards/Baseball/73/73-275Fr.jpg,/Images/Cards/Baseball/73/73-275Bk.jpg
Catfish Hunter,1973,344,0.75,,,0.75,/ViewCard.cfm/sid/73/cid/17554/1973-Topps-344-Jim-Hunter,/Images/Cards/Baseball/73/73-344Fr.jpg,/Images/Cards/Baseball/73/73-344Bk.jpg
Gaylord Perry,1973,400,1,,,1,/ViewCard.cfm/sid/73/cid/17610/1973-Topps-400-Gaylord-Perry,/Images/Cards/Baseball/73/73-400Fr.jpg,/Images/Cards/Baseball/73/73-400Bk.jpg
Juan Marichal,1973,480,5,,,5,/ViewCard.cfm/sid/73/cid/17692/1973-Topps-480-Juan-Marichal,/Images/Cards/Baseball/73/73-480Fr.jpg,/Images/Cards/Baseball/73/73-480Bk.jpg
Phil Niekro,1973,503,3,,,3,/ViewCard.cfm/sid/73/cid/17717/1973-Topps-503-Phil-Niekro,/Images/Cards/Baseball/73/73-503Fr.jpg,/Images/Cards/Baseball/73/73-503Bk.jpg
Catfish Hunter,1974,7,2,,,2,/ViewCard.cfm/sid/74/cid/30907/1974-Topps-7-Jim-Hunter,/Images/Cards/Baseball/74/74-7Fr.jpg,/Images/Cards/Baseball/74/74-7Bk.jpg
Phil Niekro,1974,29,1.5,,,1.5,/ViewCard.cfm/sid/74/cid/30929/1974-Topps-29-Phil-Niekro,/Images/Cards/Baseball/74/74-29Fr.jpg,/Images/Cards/Baseball/74/74-29Bk.jpg
Gaylord Perry,1974,35,1.75,,,1.75,/ViewCard.cfm/sid/74/cid/30936/1974-Topps-35-Gaylord-Perry,/Images/Cards/Baseball/74/74-35Fr.jpg,/Images/Cards/Baseball/74/74-35Bk.jpg
Luis Aparicio,1974,61,1.45,,,1.45,/ViewCard.cfm/sid/74/cid/30963/1974-Topps-61-Luis-Aparicio,/Images/Cards/Baseball/74/74-61Fr.jpg,/Images/Cards/Baseball/74/74-61Bk.jpg
Fergie Jenkins,1974,87,1.25,,,1.25,/ViewCard.cfm/sid/74/cid/30990/1974-Topps-87-Fergie-Jenkins,/Images/Cards/Baseball/74/74-87Fr.jpg,/Images/Cards/Baseball/74/74-87Bk.jpg
Bert Blyleven,1974,98,1.03,,,1.03,/ViewCard.cfm/sid/74/cid/31001/1974-Topps-98-Bert-Blyleven,/Images/Cards/Baseball/74/74-98Fr.jpg,/Images/Cards/Baseball/74/74-98Bk.jpg
Carlton Fisk,1974,105,9,,,9,/ViewCard.cfm/sid/74/cid/31009/1974-Topps-105-Carlton-Fisk,/Images/Cards/Baseball/74/74-105Fr.jpg,/Images/Cards/Baseball/74/74-105Bk.jpg
Billy Williams,1974,110,2.08,,,2.08,/ViewCard.cfm/sid/74/cid/31014/1974-Topps-110-Billy-Williams,/Images/Cards/Baseball/74/74-110Fr.jpg,/Images/Cards/Baseball/74/74-110Bk.jpg
Rollie Fingers,1974,212,1.25,,,1.25,/ViewCard.cfm/sid/74/cid/31120/1974-Topps-212-Rollie-Fingers,/Images/Cards/Baseball/74/74-212Fr.jpg,/Images/Cards/Baseball/74/74-212Bk.jpg
Don Sutton,1974,220,1.5,,,1.5,/ViewCard.cfm/sid/74/cid/31128/1974-Topps-220-Don-Sutton,/Images/Cards/Baseball/74/74-220Fr.jpg,/Images/Cards/Baseball/74/74-220Bk.jpg
Tony Perez,1974,230,2.25,,,2.25,/ViewCard.cfm/sid/74/cid/31139/1974-Topps-230-Tony-Perez,/Images/Cards/Baseball/74/74-230Fr.jpg,/Images/Cards/Baseball/74/74-230Bk.jpg
Juan Marichal,1974,330,1.5,,,1.5,/ViewCard.cfm/sid/74/cid/31242/1974-Topps-330-Juan-Marichal,/Images/Cards/Baseball/74/74-330Fr.jpg,/Images/Cards/Baseball/74/74-330Bk.jpg
Harmon Killebrew,1974,400,3.25,,,3.25,/ViewCard.cfm/sid/74/cid/31314/1974-Topps-400-Harmon-Killebrew,/Images/Cards/Baseball/74/74-400Fr.jpg,/Images/Cards/Baseball/74/74-400Bk.jpg
Rich Gossage,1974,542,0.75,,,0.75,/ViewCard.cfm/sid/74/cid/31456/1974-Topps-542-Rich-Gossage,/Images/Cards/Baseball/74/74-542Fr.jpg,/Images/Cards/Baseball/74/74-542Bk.jpg
Rollie Fingers,1975,21,2.65,,,2.65,/ViewCard.cfm/sid/76/cid/18519/1975-Topps-21-Rollie-Fingers,/Images/Cards/Baseball/76/76-18519RepFr.jpg,/Images/Cards/Baseball/76/76-21Bk.jpg
Bert Blyleven,1975,30,1.99,,,1.99,/ViewCard.cfm/sid/76/cid/18528/1975-Topps-30-Bert-Blyleven,/Images/Cards/Baseball/76/76-30Fr.jpg,/Images/Cards/Baseball/76/76-30Bk.jpg
Fergie Jenkins,1975,60,1.27,,,1.27,/ViewCard.cfm/sid/76/cid/18558/1975-Topps-60-Fergie-Jenkins,/Images/Cards/Baseball/76/76-60Fr.jpg,/Images/Cards/Baseball/76/76-60Bk.jpg
Carlton Fisk,1975,80,6,,,6,/ViewCard.cfm/sid/76/cid/18578/1975-Topps-80-Carlton-Fisk,/Images/Cards/Baseball/76/76-80Fr.jpg,/Images/Cards/Baseball/76/76-80Bk.jpg
Phil Niekro,1975,130,1,,,1,/ViewCard.cfm/sid/76/cid/18628/1975-Topps-130-Phil-Niekro,/Images/Cards/Baseball/76/76-130Fr.jpg,/Images/Cards/Baseball/76/76-130Bk.jpg
Don Sutton,1975,220,1,,,1,/ViewCard.cfm/sid/76/cid/18718/1975-Topps-220-Don-Sutton,/Images/Cards/Baseball/76/76-220Fr.jpg,/Images/Cards/Baseball/76/76-18718RepBk.jpg
Catfish Hunter,1975,230,3.15,,,3.15,/ViewCard.cfm/sid/76/cid/18728/1975-Topps-230-Jim-Hunter,/Images/Cards/Baseball/76/76-230Fr.jpg,/Images/Cards/Baseball/76/76-230Bk.jpg
Gaylord Perry,1975,530,1,,,1,/ViewCard.cfm/sid/76/cid/19028/1975-Topps-530-Gaylord-Perry,/Images/Cards/Baseball/76/76-530Fr.jpg,/Images/Cards/Baseball/76/76-530Bk.jpg
Billy Williams,1975,545,1.75,,,1.75,/ViewCard.cfm/sid/76/cid/19043/1975-Topps-545-Billy-Williams,/Images/Cards/Baseball/76/76-545Fr.jpg,/Images/Cards/Baseball/76/76-545Bk.jpg
Rich Gossage,1975,554,1.25,,,1.25,/ViewCard.cfm/sid/76/cid/19052/1975-Topps-554-Rich-Gossage,/Images/Cards/Baseball/76/76-554Fr.jpg,/Images/Cards/Baseball/76/76-554Bk.jpg
Tony Perez,1975,560,2.25,,,2.25,/ViewCard.cfm/sid/76/cid/19058/1975-Topps-560-Tony-Perez,/Images/Cards/Baseball/76/76-560Fr.jpg,/Images/Cards/Baseball/76/76-560Bk.jpg
Jim Rice,1975,616,6,,,6,/ViewCard.cfm/sid/76/cid/19114/1975-Topps-616-Rookie-Outfielders---Dave-Augustine-/-Pepe-Mangual-/-Jim-Rice-/-John-Scott,/Images/Cards/Baseball/76/76-616Fr.jpg,/Images/Cards/Baseball/76/76-616Bk.jpg
Gary Carter,1975,620,8,,,8,/ViewCard.cfm/sid/76/cid/19118/1975-Topps-620-Gary-Carter-/-Marc-Hill-/-Danny-Meyer-/-Leon-Roberts,/Images/Cards/Baseball/76/76-620Fr.jpg,/Images/Cards/Baseball/76/76-620Bk.jpg
Harmon Killebrew,1975,640,3.5,,,3.5,/ViewCard.cfm/sid/76/cid/19138/1975-Topps-640-Harmon-Killebrew,/Images/Cards/Baseball/76/76-640Fr.jpg,/Images/Cards/Baseball/76/76-640Bk.jpg
Gaylord Perry,1976,55,1.5,,,1.5,/ViewCard.cfm/sid/77/cid/19213/1976-Topps-55-Gaylord-Perry,/Images/Cards/Baseball/77/77-55Fr.jpg,/Images/Cards/Baseball/77/77-55Bk.jpg
Catfish Hunter,1976,100,2.25,,,2.25,/ViewCard.cfm/sid/77/cid/19258/1976-Topps-100-Jim-Hunter,/Images/Cards/Baseball/77/77-19258RepFr.jpg,/Images/Cards/Baseball/77/77-19258RepBk.jpg
Rich Gossage,1976,180,1.03,,,1.03,/ViewCard.cfm/sid/77/cid/19338/1976-Topps-180-Rich-Gossage,/Images/Cards/Baseball/77/77-180Fr.jpg,/Images/Cards/Baseball/77/77-180Bk.jpg
Bert Blyleven,1976,235,0.99,,,0.99,/ViewCard.cfm/sid/77/cid/19393/1976-Topps-235-Bert-Blyleven,/Images/Cards/Baseball/77/77-235Fr.jpg,/Images/Cards/Baseball/77/77-235Bk.jpg
Fergie Jenkins,1976,250,2.5,,,2.5,/ViewCard.cfm/sid/77/cid/19408/1976-Topps-250-Fergie-Jenkins,/Images/Cards/Baseball/77/77-250Fr.jpg,/Images/Cards/Baseball/77/77-250Bk.jpg
Tony Perez,1976,325,1.43,,,1.43,/ViewCard.cfm/sid/77/cid/19483/1976-Topps-325-Tony-Perez,/Images/Cards/Baseball/77/77-325Fr.jpg,/Images/Cards/Baseball/77/77-19483RepBk.jpg
Jim Rice,1976,340,2.75,,,2.75,/ViewCard.cfm/sid/77/cid/19498/1976-Topps-340-Jim-Rice,/Images/Cards/Baseball/77/77-19498RepFr.jpg,/Images/Cards/Baseball/77/77-19498RepBk.jpg
Carlton Fisk,1976,365,3,,,3,/ViewCard.cfm/sid/77/cid/19523/1976-Topps-365-Carlton-Fisk,/Images/Cards/Baseball/77/77-365Fr.jpg,/Images/Cards/Baseball/77/77-365Bk.jpg
Rollie Fingers,1976,405,1.75,,,1.75,/ViewCard.cfm/sid/77/cid/19563/1976-Topps-405-Rollie-Fingers,/Images/Cards/Baseball/77/77-405Fr.jpg,/Images/Cards/Baseball/77/77-405Bk.jpg
Phil Niekro,1976,435,1.5,,,1.5,/ViewCard.cfm/sid/77/cid/19593/1976-Topps-435-Phil-Niekro,/Images/Cards/Baseball/77/77-435Fr.jpg,/Images/Cards/Baseball/77/77-435Bk.jpg
Gary Carter,1976,441,2.95,,,2.95,/ViewCard.cfm/sid/77/cid/19599/1976-Topps-441-Gary-Carter,/Images/Cards/Baseball/77/77-441Fr.jpg,/Images/Cards/Baseball/77/77-441Bk.jpg
Billy Williams,1976,525,1.55,,,1.55,/ViewCard.cfm/sid/77/cid/19683/1976-Topps-525-Billy-Williams,/Images/Cards/Baseball/77/77-525Fr.jpg,/Images/Cards/Baseball/77/77-19683RepBk.jpg
Don Sutton,1976,530,2.11,,,2.11,/ViewCard.cfm/sid/77/cid/19688/1976-Topps-530-Don-Sutton,/Images/Cards/Baseball/77/77-19688RepFr.jpg,/Images/Cards/Baseball/77/77-19688RepBk.jpg
Jim Rice,1977,60,1.75,,,1.75,/ViewCard.cfm/sid/79/cid/19878/1977-Topps-60-Jim-Rice,/Images/Cards/Baseball/79/79-60Fr.jpg,/Images/Cards/Baseball/79/79-60Bk.jpg
Bruce Sutter,1977,144,4,,,4,/ViewCard.cfm/sid/79/cid/19962/1977-Topps-144-Bruce-Sutter,/Images/Cards/Baseball/79/79-144Fr.jpg,/Images/Cards/Baseball/79/79-144Bk.jpg
Gaylord Perry,1977,152,2.5,,,2.5,/ViewCard.cfm/sid/79/cid/19970/1977-Topps-152-Gaylord-Perry,/Images/Cards/Baseball/79/79-152Fr.jpg,/Images/Cards/Baseball/79/79-152Bk.jpg
Catfish Hunter,1977,280,1.5,,,1.5,/ViewCard.cfm/sid/79/cid/20098/1977-Topps-280-Jim-Hunter,/Images/Cards/Baseball/79/79-280Fr.jpg,/Images/Cards/Baseball/79/79-280Bk.jpg
Gary Carter,1977,295,1.75,,,1.75,/ViewCard.cfm/sid/79/cid/20113/1977-Topps-295-Gary-Carter,/Images/Cards/Baseball/79/79-295Fr.jpg,/Images/Cards/Baseball/79/79-295Bk.jpg
Rich Gossage,1977,319,0.99,,,0.99,/ViewCard.cfm/sid/79/cid/20137/1977-Topps-319-Rich-Gossage,/Images/Cards/Baseball/79/79-319Fr.jpg,/Images/Cards/Baseball/79/79-319Bk.jpg
Fergie Jenkins,1977,430,1.7,,,1.7,/ViewCard.cfm/sid/79/cid/20248/1977-Topps-430-Fergie-Jenkins,/Images/Cards/Baseball/79/79-430Fr.jpg,/Images/Cards/Baseball/79/79-430Bk.jpg
Andre Dawson,1977,473,13.72,,,13.72,/ViewCard.cfm/sid/79/cid/20291/1977-Topps-473-Rookie-Outfielders---Andre-Dawson-/-Gene-Richards-/-John-Scott-/-Denny-Walling,/Images/Cards/Baseball/79/79-473Fr.jpg,/Images/Cards/Baseball/79/79-473Bk.jpg
Rollie Fingers,1977,523,2.05,,,2.05,/ViewCard.cfm/sid/79/cid/20341/1977-Topps-523-Rollie-Fingers,/Images/Cards/Baseball/79/79-523Fr.jpg,/Images/Cards/Baseball/79/79-523Bk.jpg
Phil Niekro,1977,615,1,,,1,/ViewCard.cfm/sid/79/cid/20433/1977-Topps-615-Phil-Niekro,/Images/Cards/Baseball/79/79-615Fr.jpg,/Images/Cards/Baseball/79/79-615Bk.jpg
Don Sutton,1977,620,2,,,2,/ViewCard.cfm/sid/79/cid/20438/1977-Topps-620-Don-Sutton,/Images/Cards/Baseball/79/79-620Fr.jpg,/Images/Cards/Baseball/79/79-620Bk.jpg
Bert Blyleven,1977,630,0.45,,,0.45,/ViewCard.cfm/sid/79/cid/20448/1977-Topps-630-Bert-Blyleven,/Images/Cards/Baseball/79/79-630Fr.jpg,/Images/Cards/Baseball/79/79-630Bk.jpg
Carlton Fisk,1977,640,5,,,5,/ViewCard.cfm/sid/79/cid/20458/1977-Topps-640-Carlton-Fisk,/Images/Cards/Baseball/79/79-640Fr.jpg,/Images/Cards/Baseball/79/79-640Bk.jpg
Tony Perez,1977,655,1.5,,,1.5,/ViewCard.cfm/sid/79/cid/20473/1977-Topps-655-Tony-Perez,/Images/Cards/Baseball/79/79-655Fr.jpg,/Images/Cards/Baseball/79/79-655Bk.jpg
Phil Niekro,1978,10,1.75,,,1.75,/ViewCard.cfm/sid/80/cid/20488/1978-Topps-10-Phil-Niekro,/Images/Cards/Baseball/80/80-20488RepFr.jpg,/Images/Cards/Baseball/80/80-20488RepBk.jpg
Tony Perez,1978,15,0.75,,,0.75,/ViewCard.cfm/sid/80/cid/20493/1978-Topps-15-Tony-Perez,/Images/Cards/Baseball/80/80-15Fr.jpg,/Images/Cards/Baseball/80/80-15Bk.jpg
Rich Gossage,1978,70,0.75,,,0.75,/ViewCard.cfm/sid/80/cid/20548/1978-Topps-70-Rich-Gossage,/Images/Cards/Baseball/80/80-20548RepFr.jpg,/Images/Cards/Baseball/80/80-20548RepBk.jpg
Andre Dawson,1978,72,7,,,7,/ViewCard.cfm/sid/80/cid/20550/1978-Topps-72-Andre-Dawson,/Images/Cards/Baseball/80/80-20550RepFr.jpg,/Images/Cards/Baseball/80/80-20550RepBk.jpg
Gary Carter,1978,120,2.5,,,2.5,/ViewCard.cfm/sid/80/cid/20598/1978-Topps-120-Gary-Carter,/Images/Cards/Baseball/80/80-120Fr.jpg,/Images/Cards/Baseball/80/80-120Bk.jpg
Bert Blyleven,1978,131,1.15,,,1.15,/ViewCard.cfm/sid/80/cid/20609/1978-Topps-131-Bert-Blyleven,/Images/Cards/Baseball/80/80-20609RepFr.jpg,/Images/Cards/Baseball/80/80-20609RepBk.jpg
Rollie Fingers,1978,140,0.75,,,0.75,/ViewCard.cfm/sid/80/cid/20618/1978-Topps-140-Rollie-Fingers,/Images/Cards/Baseball/80/80-20618RepFr.jpg,/Images/Cards/Baseball/80/80-20618RepBk.jpg
Carlton Fisk,1978,270,2,,,2,/ViewCard.cfm/sid/80/cid/20748/1978-Topps-270-Carlton-Fisk,/Images/Cards/Baseball/80/80-20748RepFr.jpg,/Images/Cards/Baseball/80/80-20748RepBk.jpg
Don Sutton,1978,310,1.95,,,1.95,/ViewCard.cfm/sid/80/cid/20788/1978-Topps-310-Don-Sutton,/Images/Cards/Baseball/80/80-310Fr.jpg,/Images/Cards/Baseball/80/80-310Bk.jpg
Bruce Sutter,1978,325,2.48,,,2.48,/ViewCard.cfm/sid/80/cid/20803/1978-Topps-325-Bruce-Sutter,/Images/Cards/Baseball/80/80-20803RepFr.jpg,/Images/Cards/Baseball/80/80-20803RepBk.jpg
Catfish Hunter,1978,460,1,,,1,/ViewCard.cfm/sid/80/cid/20938/1978-Topps-460-Jim-Hunter,/Images/Cards/Baseball/80/80-20938RepFr.jpg,/Images/Cards/Baseball/80/80-20938RepBk.jpg
Jim Rice,1978,670,1.25,,,1.25,/ViewCard.cfm/sid/80/cid/21148/1978-Topps-670-Jim-Rice,/Images/Cards/Baseball/80/80-21148RepFr.jpg,/Images/Cards/Baseball/80/80-21148RepBk.jpg
Gaylord Perry,1978,686,1.95,,,1.95,/ViewCard.cfm/sid/80/cid/21164/1978-Topps-686-Gaylord-Perry,/Images/Cards/Baseball/80/80-21164RepFr.jpg,/Images/Cards/Baseball/80/80-21164RepBk.jpg
Fergie Jenkins,1978,720,1.5,,,1.5,/ViewCard.cfm/sid/80/cid/21198/1978-Topps-720-Fergie-Jenkins,/Images/Cards/Baseball/80/80-21198RepFr.jpg,/Images/Cards/Baseball/80/80-21198RepBk.jpg
Don Sutton,1979,170,1.35,,,1.35,/ViewCard.cfm/sid/81/cid/21420/1979-Topps-170-Don-Sutton,/Images/Cards/Baseball/81/81-21420RepFr.jpg,/Images/Cards/Baseball/81/81-21420RepBk.jpg
Rich Gossage,1979,225,1.85,,,1.85,/ViewCard.cfm/sid/81/cid/21475/1979-Topps-225-Rich-Gossage,/Images/Cards/Baseball/81/81-21475RepFr.jpg,/Images/Cards/Baseball/81/81-21475RepBk.jpg
Bert Blyleven,1979,308,1.23,,,1.23,/ViewCard.cfm/sid/81/cid/21558/1979-Topps-308-Bert-Blyleven,/Images/Cards/Baseball/81/81-21558RepFr.jpg,/Images/Cards/Baseball/81/81-21558RepBk.jpg
Gaylord Perry,1979,321,2,,,2,/ViewCard.cfm/sid/81/cid/21571/1979-Topps-321-Gaylord-Perry,/Images/Cards/Baseball/81/81-21571RepFr.jpg,/Images/Cards/Baseball/81/81-21571RepBk.jpg
Andre Dawson,1979,348,1.25,,,1.25,/ViewCard.cfm/sid/81/cid/21598/1979-Topps-348-Andre-Dawson,/Images/Cards/Baseball/81/81-348Fr.jpg,/Images/Cards/Baseball/81/81-348Bk.jpg
Rollie Fingers,1979,390,0.75,,,0.75,/ViewCard.cfm/sid/81/cid/21641/1979-Topps-390-Rollie-Fingers,/Images/Cards/Baseball/81/81-21641RepFr.jpg,/Images/Cards/Baseball/81/81-390Bk.jpg
Jim Rice,1979,400,0.8,,,0.8,/ViewCard.cfm/sid/81/cid/21651/1979-Topps-400-Jim-Rice,/Images/Cards/Baseball/81/81-21651RepFr.jpg,/Images/Cards/Baseball/81/81-21651RepBk.jpg
Bruce Sutter,1979,457,1.79,,,1.79,/ViewCard.cfm/sid/81/cid/21708/1979-Topps-457-Bruce-Sutter,/Images/Cards/Baseball/81/81-21708RepFr.jpg,/Images/Cards/Baseball/81/81-21708RepBk.jpg
Tony Perez,1979,495,2.05,,,2.05,/ViewCard.cfm/sid/81/cid/21746/1979-Topps-495-Tony-Perez,/Images/Cards/Baseball/81/81-495Fr.jpg,/Images/Cards/Baseball/81/81-495Bk.jpg
Gary Carter,1979,520,2,,,2,/ViewCard.cfm/sid/81/cid/21771/1979-Topps-520-Gary-Carter,/Images/Cards/Baseball/81/81-21771RepFr.jpg,/Images/Cards/Baseball/81/81-520Bk.jpg
Fergie Jenkins,1979,544,1.5,,,1.5,/ViewCard.cfm/sid/81/cid/21795/1979-Topps-544-Fergie-Jenkins,/Images/Cards/Baseball/81/81-21795RepFr.jpg,/Images/Cards/Baseball/81/81-21795RepBk.jpg
Phil Niekro,1979,595,0.65,,,0.65,/ViewCard.cfm/sid/81/cid/21846/1979-Topps-595-Phil-Niekro,/Images/Cards/Baseball/81/81-21846RepFr.jpg,/Images/Cards/Baseball/81/81-21846RepBk.jpg
Catfish Hunter,1979,670,1,,,1,/ViewCard.cfm/sid/81/cid/21921/1979-Topps-670-Jim-Hunter,/Images/Cards/Baseball/81/81-21921RepFr.jpg,/Images/Cards/Baseball/81/81-21921RepBk.jpg
Carlton Fisk,1979,680,1.7,,,1.7,/ViewCard.cfm/sid/81/cid/21931/1979-Topps-680-Carlton-Fisk,/Images/Cards/Baseball/81/81-21931RepFr.jpg,/Images/Cards/Baseball/81/81-21931RepBk.jpg
Bruce Sutter,1980,17,1.5,,,1.5,/ViewCard.cfm/sid/82/cid/31617/1980-Topps-17-Bruce-Sutter,/Images/Cards/Baseball/82/82-17Fr.jpg,/Images/Cards/Baseball/82/82-17Bk.jpg
Carlton Fisk,1980,40,2.5,,,2.5,/ViewCard.cfm/sid/82/cid/31640/1980-Topps-40-Carlton-Fisk,/Images/Cards/Baseball/82/82-31640RepFr.jpg,/Images/Cards/Baseball/82/82-40Bk.jpg
Gary Carter,1980,70,1.5,,,1.5,/ViewCard.cfm/sid/82/cid/31670/1980-Topps-70-Gary-Carter,/Images/Cards/Baseball/82/82-70Fr.jpg,/Images/Cards/Baseball/82/82-70Bk.jpg
Tony Perez,1980,125,0.65,,,0.65,/ViewCard.cfm/sid/82/cid/31725/1980-Topps-125-Tony-Perez,/Images/Cards/Baseball/82/82-125Fr.jpg,/Images/Cards/Baseball/82/82-125Bk.jpg
Rich Gossage,1980,140,0.7,,,0.7,/ViewCard.cfm/sid/82/cid/31740/1980-Topps-140-Rich-Gossage,/Images/Cards/Baseball/82/82-140Fr.jpg,/Images/Cards/Baseball/82/82-140Bk.jpg
Jim Rice,1980,200,0.9,,,0.9,/ViewCard.cfm/sid/82/cid/31800/1980-Topps-200-Jim-Rice,/Images/Cards/Baseball/82/82-200Fr.jpg,/Images/Cards/Baseball/82/82-200Bk.jpg
Andre Dawson,1980,235,4.25,,,4.25,/ViewCard.cfm/sid/82/cid/31835/1980-Topps-235-Andre-Dawson,/Images/Cards/Baseball/82/82-235Fr.jpg,/Images/Cards/Baseball/82/82-235Bk.jpg
Phil Niekro,1980,245,0.73,,,0.73,/ViewCard.cfm/sid/82/cid/31845/1980-Topps-245-Phil-Niekro,/Images/Cards/Baseball/82/82-245Fr.jpg,/Images/Cards/Baseball/82/82-245Bk.jpg
Gaylord Perry,1980,280,0.7,,,0.7,/ViewCard.cfm/sid/82/cid/31880/1980-Topps-280-Gaylord-Perry,/Images/Cards/Baseball/82/82-280Fr.jpg,/Images/Cards/Baseball/82/82-280Bk.jpg
Fergie Jenkins,1980,390,0.59,,,0.59,/ViewCard.cfm/sid/82/cid/31991/1980-Topps-390-Fergie-Jenkins,/Images/Cards/Baseball/82/82-390Fr.jpg,/Images/Cards/Baseball/82/82-390Bk.jpg
Don Sutton,1980,440,0.59,,,0.59,/ViewCard.cfm/sid/82/cid/32042/1980-Topps-440-Don-Sutton,/Images/Cards/Baseball/82/82-440Fr.jpg,/Images/Cards/Baseball/82/82-440Bk.jpg
Bert Blyleven,1980,457,0.45,,,0.45,/ViewCard.cfm/sid/82/cid/32059/1980-Topps-457-Bert-Blyleven,/Images/Cards/Baseball/82/82-457Fr.jpg,/Images/Cards/Baseball/82/82-457Bk.jpg
Rollie Fingers,1980,651,0.75,,,0.75,/ViewCard.cfm/sid/82/cid/32253/1980-Topps-651-Rollie-Fingers,/Images/Cards/Baseball/82/82-32253RepFr.jpg,/Images/Cards/Baseball/82/82-32253RepBk.jpg
Andre Dawson,1981,125,0.55,,,0.55,/ViewCard.cfm/sid/85/cid/23415/1981-Topps-125-Andre-Dawson,/Images/Cards/Baseball/85/85-23415RepFr.jpg,/Images/Cards/Baseball/85/85-23415RepBk.jpg
Fergie Jenkins,1981,158,0.4,,,0.4,/ViewCard.cfm/sid/85/cid/23448/1981-Topps-158-Fergie-Jenkins,/Images/Cards/Baseball/85/85-23448RepFr.jpg,/Images/Cards/Baseball/85/85-23448RepBk.jpg
Rollie Fingers,1981,229,0.45,,,0.45,/ViewCard.cfm/sid/85/cid/23519/1981-Topps-229-Rollie-Fingers,/Images/Cards/Baseball/85/85-23519RepFr.jpg,/Images/Cards/Baseball/85/85-23519RepBk.jpg
Phil Niekro,1981,387,0.35,,,0.35,/ViewCard.cfm/sid/85/cid/23677/1981-Topps-387-Phil-Niekro,/Images/Cards/Baseball/85/85-23677RepFr.jpg,/Images/Cards/Baseball/85/85-23677RepBk.jpg
Rich Gossage,1981,460,0.15,,,0.15,/ViewCard.cfm/sid/85/cid/23750/1981-Topps-460-Rich-Gossage,/Images/Cards/Baseball/85/85-23750RepFr.jpg,/Images/Cards/Baseball/85/85-23750RepBk.jpg
Tim Raines,1981,479,2.99,,,2.99,/ViewCard.cfm/sid/85/cid/23769/1981-Topps-479-Expos-Future-Stars---Tim-Raines-/-Roberto-Ramos-/-Bobby-Pate,/Images/Cards/Baseball/85/85-23769RepFr.jpg,/Images/Cards/Baseball/85/85-23769RepBk.jpg
Carlton Fisk,1981,480,1.5,,,1.5,/ViewCard.cfm/sid/85/cid/23770/1981-Topps-480-Carlton-Fisk,/Images/Cards/Baseball/85/85-23770RepFr.jpg,/Images/Cards/Baseball/85/85-23770RepBk.jpg
Jim Rice,1981,500,0.39,,,0.39,/ViewCard.cfm/sid/85/cid/23790/1981-Topps-500-Jim-Rice,/Images/Cards/Baseball/85/85-23790RepFr.jpg,/Images/Cards/Baseball/85/85-23790RepBk.jpg
Bert Blyleven,1981,554,0.4,,,0.4,/ViewCard.cfm/sid/85/cid/23844/1981-Topps-554-Bert-Blyleven,/Images/Cards/Baseball/85/85-23844RepFr.jpg,/Images/Cards/Baseball/85/85-23844RepBk.jpg
Tony Perez,1981,575,0.6,,,0.6,/ViewCard.cfm/sid/85/cid/23865/1981-Topps-575-Tony-Perez,/Images/Cards/Baseball/85/85-23865RepFr.jpg,/Images/Cards/Baseball/85/85-23865RepBk.jpg
Gaylord Perry,1981,582,0.42,,,0.42,/ViewCard.cfm/sid/85/cid/23872/1981-Topps-582-Gaylord-Perry,/Images/Cards/Baseball/85/85-582Fr.jpg,/Images/Cards/Baseball/85/85-582Bk.jpg
Bruce Sutter,1981,590,0.58,,,0.58,/ViewCard.cfm/sid/85/cid/23880/1981-Topps-590-Bruce-Sutter,/Images/Cards/Baseball/85/85-23880RepFr.jpg,/Images/Cards/Baseball/85/85-23880RepBk.jpg
