name,year,number,price,own,lot_name,remaining_price,url,front_url,back_url
Duke Snider,1964,155,19,,,19,/ViewCard.cfm/sid/61/cid/11049/1964-Topps-155-Duke-Snider,/Images/Cards/Baseball/61/61-155Fr.jpg,/Images/Cards/Baseball/61/61-155Bk.jpg
Billy Williams,1964,175,6.36,,,6.36,/ViewCard.cfm/sid/61/cid/11069/1964-Topps-175-Billy-Williams,/Images/Cards/Baseball/61/61-175Fr.jpg,/Images/Cards/Baseball/61/61-175Bk.jpg
Harmon Killebrew,1964,177,14.05,,,14.05,/ViewCard.cfm/sid/61/cid/11071/1964-Topps-177-Harmon-Killebrew,/Images/Cards/Baseball/61/61-177Fr.jpg,/Images/Cards/Baseball/61/61-177Bk.jpg
Juan Marichal,1964,280,5,,,5,/ViewCard.cfm/sid/61/cid/11174/1964-Topps-280-Juan-Marichal,/Images/Cards/Baseball/61/61-280Fr.jpg,/Images/Cards/Baseball/61/61-280Bk.jpg
Robin Roberts,1964,285,4,,,4,/ViewCard.cfm/sid/61/cid/11179/1964-Topps-285-Robin-Roberts,/Images/Cards/Baseball/61/61-285Fr.jpg,/Images/Cards/Baseball/61/61-285Bk.jpg
Whitey Ford,1964,380,24.94,,,24.94,/ViewCard.cfm/sid/61/cid/11274/1964-Topps-380-Whitey-Ford,/Images/Cards/Baseball/61/61-380Fr.jpg,/Images/Cards/Baseball/61/61-380Bk.jpg
Gaylord Perry,1964,468,25,,,25,/ViewCard.cfm/sid/61/cid/11362/1964-Topps-468-Gaylord-Perry,/Images/Cards/Baseball/61/61-468Fr.jpg,/Images/Cards/Baseball/61/61-468Bk.jpg
Luis Aparicio,1964,540,7.75,,,7.75,/ViewCard.cfm/sid/61/cid/11435/1964-Topps-540-Luis-Aparicio,/Images/Cards/Baseball/61/61-540Fr.jpg,/Images/Cards/Baseball/61/61-540Bk.jpg
Phil Niekro,1964,541,43.75,,,43.75,/ViewCard.cfm/sid/61/cid/11436/1964-Topps-541-Braves-Rookies---Phil-Roof-/-Phil-Niekro,/Images/Cards/Baseball/61/61-541Fr.jpg,/Images/Cards/Baseball/61/61-541Bk.jpg
Robin Roberts,1965,15,5,,,5,/ViewCard.cfm/sid/64/cid/11497/1965-Topps-15-Robin-Roberts,/Images/Cards/Baseball/64/64-15Fr.jpg,/Images/Cards/Baseball/64/64-15Bk.jpg
Juan Marichal,1965,50,6.75,,,6.75,/ViewCard.cfm/sid/64/cid/11532/1965-Topps-50-Juan-Marichal,/Images/Cards/Baseball/64/64-50Fr.jpg,/Images/Cards/Baseball/64/64-50Bk.jpg
Gaylord Perry,1965,193,6,,,6,/ViewCard.cfm/sid/64/cid/11676/1965-Topps-193-Gaylord-Perry,/Images/Cards/Baseball/64/64-193Fr.jpg,/Images/Cards/Baseball/64/64-11676RepBk.jpg
Billy Williams,1965,220,4,,,4,/ViewCard.cfm/sid/64/cid/11703/1965-Topps-220-Billy-Williams,/Images/Cards/Baseball/64/64-220Fr.jpg,/Images/Cards/Baseball/64/64-220Bk.jpg
Don Drysdale,1965,260,13,,,13,/ViewCard.cfm/sid/64/cid/11743/1965-Topps-260-Don-Drysdale,/Images/Cards/Baseball/64/64-260Fr.jpg,/Images/Cards/Baseball/64/64-260Bk.jpg
Hoyt Wilhelm,1965,276,3.25,,,3.25,/ViewCard.cfm/sid/64/cid/11759/1965-Topps-276-Hoyt-Wilhelm,/Images/Cards/Baseball/64/64-276Fr.jpg,/Images/Cards/Baseball/64/64-276Bk.jpg
Whitey Ford,1965,330,20,,,20,/ViewCard.cfm/sid/64/cid/11813/1965-Topps-330-Whitey-Ford,/Images/Cards/Baseball/64/64-330Fr.jpg,/Images/Cards/Baseball/64/64-330Bk.jpg
Harmon Killebrew,1965,400,26,,,26,/ViewCard.cfm/sid/64/cid/11883/1965-Topps-400-Harmon-Killebrew,/Images/Cards/Baseball/64/64-400Fr.jpg,/Images/Cards/Baseball/64/64-400Bk.jpg
Luis Aparicio,1965,410,10,,,10,/ViewCard.cfm/sid/64/cid/11893/1965-Topps-410-Luis-Aparicio,/Images/Cards/Baseball/64/64-410Fr.jpg,/Images/Cards/Baseball/64/64-410Bk.jpg
Phil Niekro,1965,461,26,,,26,/ViewCard.cfm/sid/64/cid/11944/1965-Topps-461-Clay-Carroll-/-Phil-Niekro,/Images/Cards/Baseball/64/64-461Fr.jpg,/Images/Cards/Baseball/64/64-461Bk.jpg
Eddie Mathews,1965,500,6,,,6,/ViewCard.cfm/sid/64/cid/11983/1965-Topps-500-Eddie-Mathews,/Images/Cards/Baseball/64/64-500Fr.jpg,/Images/Cards/Baseball/64/64-500Bk.jpg
Catfish Hunter,1965,526,45,,,45,/ViewCard.cfm/sid/64/cid/12010/1965-Topps-526-Rene-Lachemann-/-Johnny-Odom-/-Skip-Lockwood-/-Jim-Hunter,/Images/Cards/Baseball/64/64-12010RepFr.jpg,/Images/Cards/Baseball/64/64-526Bk.jpg
Tony Perez,1965,581,43,,,43,/ViewCard.cfm/sid/64/cid/12065/1965-Topps-581-Tony-Perez-/-Kevin-Collins-/-Dave-Ricketts,/Images/Cards/Baseball/64/64-581Fr.jpg,/Images/Cards/Baseball/64/64-581Bk.jpg
Phil Niekro,1966,28,4.92,,,4.92,/ViewCard.cfm/sid/65/cid/28928/1966-Topps-28-Phil-Niekro,/Images/Cards/Baseball/65/65-28Fr.jpg,/Images/Cards/Baseball/65/65-28Bk.jpg
Catfish Hunter,1966,36,8.84,,,8.84,/ViewCard.cfm/sid/65/cid/28936/1966-Topps-36-Jim-Hunter,/Images/Cards/Baseball/65/65-36Fr.jpg,/Images/Cards/Baseball/65/65-36Bk.jpg
Tony Perez,1966,72,15.5,,,15.5,/ViewCard.cfm/sid/65/cid/28975/1966-Topps-72-Tony-Perez,/Images/Cards/Baseball/65/65-72Fr.jpg,/Images/Cards/Baseball/65/65-72Bk.jpg
Luis Aparicio,1966,90,1,,,1,/ViewCard.cfm/sid/65/cid/28993/1966-Topps-90-Luis-Aparicio,/Images/Cards/Baseball/65/65-90Fr.jpg,/Images/Cards/Baseball/65/65-90Bk.jpg
Harmon Killebrew,1966,120,7,,,7,/ViewCard.cfm/sid/65/cid/29027/1966-Topps-120-Harmon-Killebrew,/Images/Cards/Baseball/65/65-120Fr.jpg,/Images/Cards/Baseball/65/65-120Bk.jpg
Whitey Ford,1966,160,17,,,17,/ViewCard.cfm/sid/65/cid/29067/1966-Topps-160-Whitey-Ford,/Images/Cards/Baseball/65/65-160Fr.jpg,/Images/Cards/Baseball/65/65-160Bk.jpg
Eddie Mathews,1966,200,7.91,,,7.91,/ViewCard.cfm/sid/65/cid/29109/1966-Topps-200-Ed-Mathews,/Images/Cards/Baseball/65/65-200Fr.jpg,/Images/Cards/Baseball/65/65-200Bk.jpg
Fergie Jenkins,1966,254,20.28,,,20.28,/ViewCard.cfm/sid/65/cid/29163/1966-Topps-254-Phillies-Rookies---Ferguson-Jenkins-/-Bill-Sorrell,/Images/Cards/Baseball/65/65-254Fr.jpg,/Images/Cards/Baseball/65/65-254Bk.jpg
Don Sutton,1966,288,20,,,20,/ViewCard.cfm/sid/65/cid/29198/1966-Topps-288-Dodgers-Rookies---Bill-Singer-/-Don-Sutton,/Images/Cards/Baseball/65/65-288Fr.jpg,/Images/Cards/Baseball/65/65-288Bk.jpg
Juan Marichal,1966,420,3,,,3,/ViewCard.cfm/sid/65/cid/29330/1966-Topps-420-Juan-Marichal,/Images/Cards/Baseball/65/65-420Fr.jpg,/Images/Cards/Baseball/65/65-420Bk.jpg
Don Drysdale,1966,430,15.02,,,15.02,/ViewCard.cfm/sid/65/cid/29340/1966-Topps-430-Don-Drysdale,/Images/Cards/Baseball/65/65-430Fr.jpg,/Images/Cards/Baseball/65/65-430Bk.jpg
Hoyt Wilhelm,1966,510,5,,,5,/ViewCard.cfm/sid/65/cid/29422/1966-Topps-510-Hoyt-Wilhelm,/Images/Cards/Baseball/65/65-510Fr.jpg,/Images/Cards/Baseball/65/65-510Bk.jpg
Robin Roberts,1966,530,30,,,30,/ViewCard.cfm/sid/65/cid/29443/1966-Topps-530-Robin-Roberts,/Images/Cards/Baseball/65/65-530Fr.jpg,/Images/Cards/Baseball/65/65-530Bk.jpg
Billy Williams,1966,580,46,,,46,/ViewCard.cfm/sid/65/cid/29493/1966-Topps-580-Billy-Williams,/Images/Cards/Baseball/65/65-580Fr.jpg,/Images/Cards/Baseball/65/65-580Bk.jpg
Gaylord Perry,1966,598,160,,,160,/ViewCard.cfm/sid/65/cid/29511/1966-Topps-598-Gaylord-Perry,/Images/Cards/Baseball/65/65-598Fr.jpg,/Images/Cards/Baseball/65/65-598Bk.jpg
Whitey Ford,1967,5,8.83,,,8.83,/ViewCard.cfm/sid/66/cid/13605/1967-Topps-5-Whitey-Ford,/Images/Cards/Baseball/66/66-5Fr.jpg,/Images/Cards/Baseball/66/66-5Bk.jpg
Don Drysdale,1967,55,11.3,,,11.3,/ViewCard.cfm/sid/66/cid/13657/1967-Topps-55-Don-Drysdale,/Images/Cards/Baseball/66/66-55Fr.jpg,/Images/Cards/Baseball/66/66-55Bk.jpg
Luis Aparicio,1967,60,2,,,2,/ViewCard.cfm/sid/66/cid/13663/1967-Topps-60-Luis-Aparicio,/Images/Cards/Baseball/66/66-60Fr.jpg,/Images/Cards/Baseball/66/66-60Bk.jpg
Eddie Mathews,1967,166,7,,,7,/ViewCard.cfm/sid/66/cid/13772/1967-Topps-166-Eddie-Mathews,/Images/Cards/Baseball/66/66-166Fr.jpg,/Images/Cards/Baseball/66/66-166Bk.jpg
Billy Williams,1967,315,4,,,4,/ViewCard.cfm/sid/66/cid/13922/1967-Topps-315-Billy-Williams,/Images/Cards/Baseball/66/66-315Fr.jpg,/Images/Cards/Baseball/66/66-315Bk.jpg
Gaylord Perry,1967,320,30,,,30,/ViewCard.cfm/sid/66/cid/13927/1967-Topps-320-Gaylord-Perry,/Images/Cards/Baseball/66/66-320Fr.jpg,/Images/Cards/Baseball/66/66-320Bk.jpg
Fergie Jenkins,1967,333,17.46,,,17.46,/ViewCard.cfm/sid/66/cid/13940/1967-Topps-333-Fergie-Jenkins,/Images/Cards/Baseball/66/66-333Fr.jpg,/Images/Cards/Baseball/66/66-333Bk.jpg
Catfish Hunter,1967,369,6,,,6,/ViewCard.cfm/sid/66/cid/13976/1967-Topps-369-Jim-Hunter,/Images/Cards/Baseball/66/66-369Fr.jpg,/Images/Cards/Baseball/66/66-369Bk.jpg
Hoyt Wilhelm,1967,422,5,,,5,/ViewCard.cfm/sid/66/cid/14032/1967-Topps-422-Hoyt-Wilhelm,/Images/Cards/Baseball/66/66-422Fr.jpg,/Images/Cards/Baseball/66/66-422Bk.jpg
Don Sutton,1967,445,7.5,,,7.5,/ViewCard.cfm/sid/66/cid/14056/1967-Topps-445-Don-Sutton,/Images/Cards/Baseball/66/66-445Fr.jpg,/Images/Cards/Baseball/66/66-445Bk.jpg
Phil Niekro,1967,456,5.5,,,5.5,/ViewCard.cfm/sid/66/cid/14069/1967-Topps-456-Phil-Niekro,/Images/Cards/Baseball/66/66-456Fr.jpg,/Images/Cards/Baseball/66/66-456Bk.jpg
Harmon Killebrew,1967,460,38.55,,,38.55,/ViewCard.cfm/sid/66/cid/14073/1967-Topps-460-Harmon-Killebrew,/Images/Cards/Baseball/66/66-460Fr.jpg,/Images/Cards/Baseball/66/66-460Bk.jpg
Tony Perez,1967,476,33.57,,,33.57,/ViewCard.cfm/sid/66/cid/14089/1967-Topps-476-Tony-Perez,/Images/Cards/Baseball/66/66-476Fr.jpg,/Images/Cards/Baseball/66/66-476Bk.jpg
Juan Marichal,1967,500,18,,,18,/ViewCard.cfm/sid/66/cid/14113/1967-Topps-500-Juan-Marichal,/Images/Cards/Baseball/66/66-500Fr.jpg,/Images/Cards/Baseball/66/66-500Bk.jpg
Billy Williams,1968,37,5,,,5,/ViewCard.cfm/sid/68/cid/29588/1968-Topps-37-Billy-Williams,/Images/Cards/Baseball/68/68-37Fr.jpg,/Images/Cards/Baseball/68/68-37Bk.jpg
Eddie Mathews,1968,58,4.25,,,4.25,/ViewCard.cfm/sid/68/cid/29610/1968-Topps-58-Ed-Mathews,/Images/Cards/Baseball/68/68-58Fr.jpg,/Images/Cards/Baseball/68/68-58Bk.jpg
Gaylord Perry,1968,85,2,,,2,/ViewCard.cfm/sid/68/cid/29638/1968-Topps-85-Gaylord-Perry,/Images/Cards/Baseball/68/68-29638RepFr.jpg,/Images/Cards/Baseball/68/68-29638RepBk.jpg
Don Sutton,1968,103,2,,,2,/ViewCard.cfm/sid/68/cid/29656/1968-Topps-103-Don-Sutton,/Images/Cards/Baseball/68/68-103Fr.jpg,/Images/Cards/Baseball/68/68-103Bk.jpg
Tony Perez,1968,130,1.75,,,1.75,/ViewCard.cfm/sid/68/cid/29684/1968-Topps-130-Tony-Perez,/Images/Cards/Baseball/68/68-130Fr.jpg,/Images/Cards/Baseball/68/68-130Bk.jpg
Don Drysdale,1968,145,4,,,4,/ViewCard.cfm/sid/68/cid/29699/1968-Topps-145-Don-Drysdale,/Images/Cards/Baseball/68/68-145Fr.jpg,/Images/Cards/Baseball/68/68-145Bk.jpg
Juan Marichal,1968,205,2,,,2,/ViewCard.cfm/sid/68/cid/29760/1968-Topps-205-Juan-Marichal,/Images/Cards/Baseball/68/68-205Fr.jpg,/Images/Cards/Baseball/68/68-205Bk.jpg
Harmon Killebrew,1968,220,4,,,4,/ViewCard.cfm/sid/68/cid/29775/1968-Topps-220-Harmon-Killebrew,/Images/Cards/Baseball/68/68-220Fr.jpg,/Images/Cards/Baseball/68/68-220Bk.jpg
Phil Niekro,1968,257,30,,,30,/ViewCard.cfm/sid/68/cid/29812/1968-Topps-257-Phil-Niekro,/Images/Cards/Baseball/68/68-257Fr.jpg,/Images/Cards/Baseball/68/68-257Bk.jpg
Luis Aparicio,1968,310,2.25,,,2.25,/ViewCard.cfm/sid/68/cid/29866/1968-Topps-310-Luis-Aparicio,/Images/Cards/Baseball/68/68-310Fr.jpg,/Images/Cards/Baseball/68/68-310Bk.jpg
Hoyt Wilhelm,1968,350,3,,,3,/ViewCard.cfm/sid/68/cid/29906/1968-Topps-350-Hoyt-Wilhelm,/Images/Cards/Baseball/68/68-350Fr.jpg,/Images/Cards/Baseball/68/68-350Bk.jpg
Catfish Hunter,1968,385,27,,,27,/ViewCard.cfm/sid/68/cid/29942/1968-Topps-385-Jim-Hunter,/Images/Cards/Baseball/68/68-385Fr.jpg,/Images/Cards/Baseball/68/68-385Bk.jpg
Fergie Jenkins,1968,410,3.5,,,3.5,/ViewCard.cfm/sid/68/cid/29968/1968-Topps-410-Ferguson-Jenkins,/Images/Cards/Baseball/68/68-410Fr.jpg,/Images/Cards/Baseball/68/68-410Bk.jpg
Luis Aparicio,1969,75,1.25,,,1.25,/ViewCard.cfm/sid/69/cid/30278/1969-Topps-75-Luis-Aparicio,/Images/Cards/Baseball/69/69-75Fr.jpg,/Images/Cards/Baseball/69/69-75Bk.jpg
Don Sutton,1969,216,1.5,,,1.5,/ViewCard.cfm/sid/69/cid/30424/1969-Topps-216-Don-Sutton,/Images/Cards/Baseball/69/69-216Fr.jpg,/Images/Cards/Baseball/69/69-216Bk.jpg
Catfish Hunter,1969,235,2.5,,,2.5,/ViewCard.cfm/sid/69/cid/30443/1969-Topps-235-Jim-Hunter,/Images/Cards/Baseball/69/69-235Fr.jpg,/Images/Cards/Baseball/69/69-235Bk.jpg
Tony Perez,1969,295,3.25,,,3.25,/ViewCard.cfm/sid/69/cid/30503/1969-Topps-295-Tony-Perez,/Images/Cards/Baseball/69/69-295Fr.jpg,/Images/Cards/Baseball/69/69-295Bk.jpg
Phil Niekro,1969,355,5,,,5,/ViewCard.cfm/sid/69/cid/30563/1969-Topps-355-Phil-Niekro,/Images/Cards/Baseball/69/69-355Fr.jpg,/Images/Cards/Baseball/69/69-355Bk.jpg
Juan Marichal,1969,370,3.5,,,3.5,/ViewCard.cfm/sid/69/cid/30578/1969-Topps-370-Juan-Marichal,/Images/Cards/Baseball/69/69-370Fr.jpg,/Images/Cards/Baseball/69/69-370Bk.jpg
Harmon Killebrew,1969,375,6,,,6,/ViewCard.cfm/sid/69/cid/30583/1969-Topps-375-Harmon-Killebrew,/Images/Cards/Baseball/69/69-375Fr.jpg,/Images/Cards/Baseball/69/69-375Bk.jpg
Don Drysdale,1969,400,15,,,15,/ViewCard.cfm/sid/69/cid/30608/1969-Topps-400-Don-Drysdale,/Images/Cards/Baseball/69/69-400Fr.jpg,/Images/Cards/Baseball/69/69-400Bk.jpg
Billy Williams,1969,450,4,,,4,/ViewCard.cfm/sid/69/cid/30662/1969-Topps-450-Billy-Williams,/Images/Cards/Baseball/69/69-450Fr.jpg,/Images/Cards/Baseball/69/69-450Bk.jpg
Gaylord Perry,1969,485,2.25,,,2.25,/ViewCard.cfm/sid/69/cid/30708/1969-Topps-485-Gaylord-Perry,/Images/Cards/Baseball/69/69-485aFr.jpg,/Images/Cards/Baseball/69/69-485aBk.jpg
Hoyt Wilhelm,1969,565,3,,,3,/ViewCard.cfm/sid/69/cid/30796/1969-Topps-565-Hoyt-Wilhelm,/Images/Cards/Baseball/69/69-565Fr.jpg,/Images/Cards/Baseball/69/69-565Bk.jpg
Rollie Fingers,1969,597,25,,,25,/ViewCard.cfm/sid/69/cid/30829/1969-Topps-597-A.L.-Rookie-Stars---Bob-Floyd-/-Larry-Burchart-/-Rollie-Fingers,/Images/Cards/Baseball/69/69-597Fr.jpg,/Images/Cards/Baseball/69/69-597Bk.jpg
Fergie Jenkins,1969,640,14,,,14,/ViewCard.cfm/sid/69/cid/30872/1969-Topps-640-Fergie-Jenkins,/Images/Cards/Baseball/69/69-640Fr.jpg,/Images/Cards/Baseball/69/69-640Bk.jpg
Hoyt Wilhelm,1970,17,1.5,,,1.5,/ViewCard.cfm/sid/70/cid/14846/1970-Topps-17-Hoyt-Wilhelm,/Images/Cards/Baseball/70/70-17Fr.jpg,/Images/Cards/Baseball/70/70-17Bk.jpg
Harmon Killebrew,1970,150,2.5,,,2.5,/ViewCard.cfm/sid/70/cid/14980/1970-Topps-150-Harmon-Killebrew,/Images/Cards/Baseball/70/70-150Fr.jpg,/Images/Cards/Baseball/70/70-150Bk.jpg
Phil Niekro,1970,160,1,,,1,/ViewCard.cfm/sid/70/cid/14990/1970-Topps-160-Phil-Niekro,/Images/Cards/Baseball/70/70-160Fr.jpg,/Images/Cards/Baseball/70/70-160Bk.jpg
Billy Williams,1970,170,3,,,3,/ViewCard.cfm/sid/70/cid/15000/1970-Topps-170-Billy-Williams,/Images/Cards/Baseball/70/70-170Fr.jpg,/Images/Cards/Baseball/70/70-170Bk.jpg
Juan Marichal,1970,210,1.43,,,1.43,/ViewCard.cfm/sid/70/cid/15040/1970-Topps-210-Juan-Marichal,/Images/Cards/Baseball/70/70-210Fr.jpg,/Images/Cards/Baseball/70/70-210Bk.jpg
Fergie Jenkins,1970,240,6.7,,,6.7,/ViewCard.cfm/sid/70/cid/15070/1970-Topps-240-Fergie-Jenkins,/Images/Cards/Baseball/70/70-240Fr.jpg,/Images/Cards/Baseball/70/70-240Bk.jpg
Luis Aparicio,1970,315,4,,,4,/ViewCard.cfm/sid/70/cid/15146/1970-Topps-315-Luis-Aparicio,/Images/Cards/Baseball/70/70-315Fr.jpg,/Images/Cards/Baseball/70/70-315Bk.jpg
Tony Perez,1970,380,4.49,,,4.49,/ViewCard.cfm/sid/70/cid/15212/1970-Topps-380-Tony-Perez,/Images/Cards/Baseball/70/70-380Fr.jpg,/Images/Cards/Baseball/70/70-380Bk.jpg
Rollie Fingers,1970,502,5,,,5,/ViewCard.cfm/sid/70/cid/15335/1970-Topps-502-Rollie-Fingers,/Images/Cards/Baseball/70/70-502Fr.jpg,/Images/Cards/Baseball/70/70-502Bk.jpg
Gaylord Perry,1970,560,7,,,7,/ViewCard.cfm/sid/70/cid/15394/1970-Topps-560-Gaylord-Perry,/Images/Cards/Baseball/70/70-560Fr.jpg,/Images/Cards/Baseball/70/70-560Bk.jpg
Catfish Hunter,1970,565,9,,,9,/ViewCard.cfm/sid/70/cid/15399/1970-Topps-565-Jim-Hunter,/Images/Cards/Baseball/70/70-15399RepFr.jpg,/Images/Cards/Baseball/70/70-15399RepBk.jpg
Don Sutton,1970,622,5,,,5,/ViewCard.cfm/sid/70/cid/15457/1970-Topps-622-Don-Sutton,/Images/Cards/Baseball/70/70-622Fr.jpg,/Images/Cards/Baseball/70/70-622Bk.jpg
Bert Blyleven,1971,26,4.99,,,4.99,/ViewCard.cfm/sid/71/cid/15581/1971-Topps-26-Bert-Blyleven,/Images/Cards/Baseball/71/71-26Fr.jpg,/Images/Cards/Baseball/71/71-26Bk.jpg
Phil Niekro,1971,30,9.05,,,9.05,/ViewCard.cfm/sid/71/cid/15585/1971-Topps-30-Phil-Niekro,/Images/Cards/Baseball/71/71-30Fr.jpg,/Images/Cards/Baseball/71/71-30Bk.jpg
Catfish Hunter,1971,45,5.5,,,5.5,/ViewCard.cfm/sid/71/cid/15600/1971-Topps-45-Jim-Hunter,/Images/Cards/Baseball/71/71-45Fr.jpg,/Images/Cards/Baseball/71/71-45Bk.jpg
Gaylord Perry,1971,140,1.5,,,1.5,/ViewCard.cfm/sid/71/cid/15696/1971-Topps-140-Gaylord-Perry,/Images/Cards/Baseball/71/71-140Fr.jpg,/Images/Cards/Baseball/71/71-140Bk.jpg
Hoyt Wilhelm,1971,248,1,,,1,/ViewCard.cfm/sid/71/cid/15804/1971-Topps-248-Hoyt-Wilhelm,/Images/Cards/Baseball/71/71-248Fr.jpg,/Images/Cards/Baseball/71/71-248Bk.jpg
Fergie Jenkins,1971,280,2,,,2,/ViewCard.cfm/sid/71/cid/15836/1971-Topps-280-Fergie-Jenkins,/Images/Cards/Baseball/71/71-280Fr.jpg,/Images/Cards/Baseball/71/71-280Bk.jpg
Juan Marichal,1971,325,5,,,5,/ViewCard.cfm/sid/71/cid/15881/1971-Topps-325-Juan-Marichal,/Images/Cards/Baseball/71/71-325Fr.jpg,/Images/Cards/Baseball/71/71-325Bk.jpg
Billy Williams,1971,350,1.5,,,1.5,/ViewCard.cfm/sid/71/cid/15906/1971-Topps-350-Billy-Williams,/Images/Cards/Baseball/71/71-350Fr.jpg,/Images/Cards/Baseball/71/71-350Bk.jpg
Don Sutton,1971,361,3,,,3,/ViewCard.cfm/sid/71/cid/15917/1971-Topps-361-Don-Sutton,/Images/Cards/Baseball/71/71-361Fr.jpg,/Images/Cards/Baseball/71/71-361Bk.jpg
Rollie Fingers,1971,384,1.5,,,1.5,/ViewCard.cfm/sid/71/cid/15940/1971-Topps-384-Rollie-Fingers,/Images/Cards/Baseball/71/71-384Fr.jpg,/Images/Cards/Baseball/71/71-384Bk.jpg
Harmon Killebrew,1971,550,7.5,,,7.5,/ViewCard.cfm/sid/71/cid/16106/1971-Topps-550-Harmon-Killebrew,/Images/Cards/Baseball/71/71-550Fr.jpg,/Images/Cards/Baseball/71/71-550Bk.jpg
Tony Perez,1971,580,10,,,10,/ViewCard.cfm/sid/71/cid/16136/1971-Topps-580-Tony-Perez,/Images/Cards/Baseball/71/71-16136Fr.jpg,/Images/Cards/Baseball/71/71-580Bk.jpg
Luis Aparicio,1971,740,21,,,21,/ViewCard.cfm/sid/71/cid/16297/1971-Topps-740-Luis-Aparicio,/Images/Cards/Baseball/71/71-740Fr.jpg,/Images/Cards/Baseball/71/71-740Bk.jpg
Harmon Killebrew,1972,51,5.04,,,5.04,/ViewCard.cfm/sid/72/cid/16454/1972-Topps-51-Harmon-Killebrew,/Images/Cards/Baseball/72/72-51Fr.jpg,/Images/Cards/Baseball/72/72-51Bk.jpg
Carlton Fisk,1972,79,13.48,,,13.48,/ViewCard.cfm/sid/72/cid/16482/1972-Topps-79-Red-Sox-Rookies---Mike-Garman-/-Cecil-Cooper-/-Carlton-Fisk,/Images/Cards/Baseball/72/72-16482RepFr.jpg,/Images/Cards/Baseball/72/72-16482RepBk.jpg
Tony Perez,1972,80,1.75,,,1.75,/ViewCard.cfm/sid/72/cid/16483/1972-Topps-80-Tony-Perez,/Images/Cards/Baseball/72/72-80Fr.jpg,/Images/Cards/Baseball/72/72-80Bk.jpg
Rollie Fingers,1972,241,1.25,,,1.25,/ViewCard.cfm/sid/72/cid/16645/1972-Topps-241-Rollie-Fingers,/Images/Cards/Baseball/72/72-241Fr.jpg,/Images/Cards/Baseball/72/72-241Bk.jpg
Gaylord Perry,1972,285,2,,,2,/ViewCard.cfm/sid/72/cid/16689/1972-Topps-285-Gaylord-Perry,/Images/Cards/Baseball/72/72-285Fr.jpg,/Images/Cards/Baseball/72/72-285Bk.jpg
Luis Aparicio,1972,313,2.5,,,2.5,/ViewCard.cfm/sid/72/cid/16717/1972-Topps-313-Luis-Aparicio,/Images/Cards/Baseball/72/72-16717RepFr.jpg,/Images/Cards/Baseball/72/72-16717RepBk.jpg
Catfish Hunter,1972,330,3,,,3,/ViewCard.cfm/sid/72/cid/16734/1972-Topps-330-Jim-Hunter,/Images/Cards/Baseball/72/72-330Fr.jpg,/Images/Cards/Baseball/72/72-330Bk.jpg
Fergie Jenkins,1972,410,2.5,,,2.5,/ViewCard.cfm/sid/72/cid/16814/1972-Topps-410-Fergie-Jenkins,/Images/Cards/Baseball/72/72-410Fr.jpg,/Images/Cards/Baseball/72/72-410Bk.jpg
Billy Williams,1972,439,3,,,3,/ViewCard.cfm/sid/72/cid/16843/1972-Topps-439-Billy-Williams,/Images/Cards/Baseball/72/72-439Fr.jpg,/Images/Cards/Baseball/72/72-439Bk.jpg
Bert Blyleven,1972,515,1.5,,,1.5,/ViewCard.cfm/sid/72/cid/16919/1972-Topps-515-Bert-Blyleven,/Images/Cards/Baseball/72/72-515Fr.jpg,/Images/Cards/Baseball/72/72-515Bk.jpg
Don Sutton,1972,530,5,,,5,/ViewCard.cfm/sid/72/cid/16934/1972-Topps-530-Don-Sutton,/Images/Cards/Baseball/72/72-530Fr.jpg,/Images/Cards/Baseball/72/72-530Bk.jpg
Juan Marichal,1972,567,6,,,6,/ViewCard.cfm/sid/72/cid/16971/1972-Topps-567-Juan-Marichal,/Images/Cards/Baseball/72/72-567Fr.jpg,/Images/Cards/Baseball/72/72-567Bk.jpg
Phil Niekro,1972,620,5,,,5,/ViewCard.cfm/sid/72/cid/17025/1972-Topps-620-Phil-Niekro,/Images/Cards/Baseball/72/72-620Fr.jpg,/Images/Cards/Baseball/72/72-620Bk.jpg
Hoyt Wilhelm,1972,777,18.58,,,18.58,/ViewCard.cfm/sid/72/cid/17182/1972-Topps-777-Hoyt-Wilhelm,/Images/Cards/Baseball/72/72-777Fr.jpg,/Images/Cards/Baseball/72/72-777Bk.jpg
Don Sutton,1973,10,1.9,,,1.9,/ViewCard.cfm/sid/73/cid/17210/1973-Topps-10-Don-Sutton,/Images/Cards/Baseball/73/73-10Fr.jpg,/Images/Cards/Baseball/73/73-10Bk.jpg
Rollie Fingers,1973,84,1.36,,,1.36,/ViewCard.cfm/sid/73/cid/17287/1973-Topps-84-Rollie-Fingers,/Images/Cards/Baseball/73/73-84Fr.jpg,/Images/Cards/Baseball/73/73-84Bk.jpg
Luis Aparicio,1973,165,1,,,1,/ViewCard.cfm/sid/73/cid/17371/1973-Topps-165-Luis-Aparicio,/Images/Cards/Baseball/73/73-165Fr.jpg,/Images/Cards/Baseball/73/73-165Bk.jpg
Harmon Killebrew,1973,170,2,,,2,/ViewCard.cfm/sid/73/cid/17376/1973-Topps-170-Harmon-Killebrew,/Images/Cards/Baseball/73/73-170Fr.jpg,/Images/Cards/Baseball/73/73-170Bk.jpg
