name,year,number,condition,date,bids,price
Harmon Killebrew,1964,177,VG-VGEX,2020-10-10,8,17.5
Harmon Killebrew,1964,177,EX-EXMINT,2020-09-26,7,20.5
Harmon Killebrew,1964,177,LOW GRADE (crease) (marked),2020-09-25,4,4
Harmon Killebrew,1964,177,VG-VGEX,2020-09-17,6,13
Harmon Killebrew,1964,177,VG-VGEX,2020-09-12,5,6.5
Harmon Killebrew,1964,177,EX-EXMINT,2020-09-10,10,32
Harmon Killebrew,1964,177,EX-EXMINT,2020-09-09,12,22.39
Harmon Killebrew,1964,177,EX-EXMINT,2020-08-31,8,23.5
Harmon Killebrew,1964,177,VG-VGEX,2020-08-29,7,7.62
Harmon Killebrew,1964,177,LOW GRADE (filler) (marked),2020-08-28,4,3.26
Harmon Killebrew,1964,177,VG-VGEX,2020-08-18,8,10.5
Harmon Killebrew,1964,177,VG-VGEX,2020-08-15,8,8.5
Harmon Killebrew,1964,177,LOW GRADE,2020-08-14,7,4.27
Harmon Killebrew,1964,177,VG-VGEX,2020-08-10,8,19.01
Harmon Killebrew,1964,177,VG-VGEX,2020-08-06,9,7.49
Harmon Killebrew,1964,177,VG-VGEX,2020-08-03,14,9.53
Harmon Killebrew,1964,177,VG-VGEX (marked),2020-07-31,4,3.4
Harmon Killebrew,1964,177,VG-VGEX (crease),2020-07-31,4,2.51
Harmon Killebrew,1964,177,LOW GRADE,2020-07-31,3,2.25
Harmon Killebrew,1964,177,LOW GRADE (crease),2020-07-31,5,2.27
Juan Marichal,1964,280,LOW GRADE (crease),2020-10-23,4,3.04
Juan Marichal,1964,280,VG-VGEX,2020-10-22,5,5.24
Juan Marichal,1964,280,NR-MINT,2020-10-12,10,22.22
Juan Marichal,1964,280,VG-VGEX,2020-10-10,6,6.16
Juan Marichal,1964,280,LOW GRADE (crease),2020-10-09,8,3.3
Juan Marichal,1964,280,LOW GRADE (crease),2020-10-09,4,1.9
Juan Marichal,1964,280,EX-EXMINT,2020-10-07,6,14.5
Juan Marichal,1964,280,NR-MINT,2020-10-05,7,18.49
Juan Marichal,1964,280,VG-VGEX (crease),2020-09-18,7,4.09
Juan Marichal,1964,280,NR-MINT,2020-09-17,16,20
Juan Marichal,1964,280,VG-VGEX (wrinkle),2020-09-11,5,5.83
Juan Marichal,1964,280,EX-EXMINT,2020-09-10,10,10.52
Juan Marichal,1964,280,EX-EXMINT,2020-09-09,10,9.5
Juan Marichal,1964,280,VG-VGEX (crease),2020-09-04,8,4.1
Juan Marichal,1964,280,VG-VGEX,2020-09-03,5,8.52
Juan Marichal,1964,280,LOW GRADE (crease),2020-08-28,5,3.28
Juan Marichal,1964,280,LOW GRADE (crease),2020-08-28,4,2.11
Juan Marichal,1964,280,NR-MINT,2020-08-27,9,43
Juan Marichal,1964,280,VG-VGEX,2020-08-18,7,6.05
Juan Marichal,1964,280,VG-VGEX,2020-08-15,8,8.5
Juan Marichal,1964,280,VG-VGEX (crease),2020-08-14,5,5.5
Juan Marichal,1964,280,EX-EXMINT,2020-08-10,8,12.5
Juan Marichal,1964,280,VG-VGEX,2020-08-06,9,6.95
Juan Marichal,1964,280,VG-VGEX,2020-08-03,7,6.5
Juan Marichal,1964,280,LOW GRADE (crease),2020-07-31,5,6
Robin Roberts,1964,285,VG-VGEX,2020-10-28,6,5.76
Robin Roberts,1964,285,NR-MINT,2020-10-22,9,11.89
Robin Roberts,1964,285,NR-MINT,2020-10-12,12,38
Robin Roberts,1964,285,VG-VGEX,2020-10-07,5,3.25
Robin Roberts,1964,285,EX-EXMINT,2020-09-26,5,5.5
Robin Roberts,1964,285,LOW GRADE,2020-09-25,3,2.25
Robin Roberts,1964,285,VG-VGEX (wrinkle) (miscut),2020-09-18,5,3.25
Robin Roberts,1964,285,EX-EXMINT,2020-09-17,9,11.5
Robin Roberts,1964,285,LOW GRADE (filler) (marked),2020-08-28,3,1.71
Robin Roberts,1964,285,LOW GRADE (crease),2020-08-28,4,4.02
Robin Roberts,1964,285,LOW GRADE (filler),2020-08-14,5,2.25
Robin Roberts,1964,285,LOW GRADE (crease),2020-08-14,2,2.25
Robin Roberts,1964,285,EX-EXMINT (miscut),2020-08-14,4,3.25
Robin Roberts,1964,285,VG-VGEX,2020-08-10,4,4.47
Robin Roberts,1964,285,VG-VGEX,2020-08-06,6,4.28
Robin Roberts,1964,285,VG-VGEX,2020-08-03,7,4.92
Robin Roberts,1964,285,VG-VGEX (crease),2020-07-31,2,1.51
Robin Roberts,1964,285,LOW GRADE,2020-07-31,2,1.63
Robin Roberts,1964,285,LOW GRADE,2020-07-31,2,1.53
Robin Roberts,1964,285,LOW GRADE (crease),2020-07-31,3,1.77
Whitey Ford,1964,380,LOW GRADE (crease),2020-10-23,6,5.5
Whitey Ford,1964,380,NR-MINT,2020-10-12,25,83.01
Whitey Ford,1964,380,EX-EXMINT,2020-09-26,19,32
Whitey Ford,1964,380,EX-EXMINT,2020-09-17,10,26
Whitey Ford,1964,380,VG-VGEX (wrinkle),2020-09-11,4,8.38
Whitey Ford,1964,380,LOW GRADE,2020-09-04,6,8.6
Whitey Ford,1964,380,LOW GRADE (crease),2020-08-28,7,7.5
Whitey Ford,1964,380,VG-VGEX,2020-08-15,31,27
Whitey Ford,1964,380,VG-VGEX,2020-08-03,27,18.5
Whitey Ford,1964,380,LOW GRADE (crease),2020-07-31,8,4.25
Whitey Ford,1964,380,VG-VGEX (crease),2020-07-31,6,6.61
Whitey Ford,1964,380,LOW GRADE (crease),2020-07-31,10,10
Gaylord Perry,1964,468,VG-VGEX,2020-10-22,19,20.35
Gaylord Perry,1964,468,NR-MINT,2020-10-12,12,42.1
Gaylord Perry,1964,468,LOW GRADE (crease),2020-10-02,5,2.63
Gaylord Perry,1964,468,LOW GRADE (crease),2020-10-02,8,5
Gaylord Perry,1964,468,EX-EXMINT,2020-09-17,18,22.5
Gaylord Perry,1964,468,LOW GRADE,2020-08-28,3,3.58
Gaylord Perry,1964,468,LOW GRADE (crease),2020-08-07,4,3.25
Gaylord Perry,1964,468,VG-VGEX,2020-08-03,4,5.5
Gaylord Perry,1964,468,VG-VGEX (wrinkle),2020-07-31,5,4.8
Luis Aparicio,1964,540,NM-MT OR BETTER,2020-10-12,17,77.55
Luis Aparicio,1964,540,VG-VGEX (crease),2020-10-09,8,11.26
Luis Aparicio,1964,540,EX-EXMINT,2020-10-05,9,15.28
Luis Aparicio,1964,540,VG-VGEX,2020-09-26,12,14.5
Luis Aparicio,1964,540,EX-EXMINT,2020-09-17,11,15.76
Luis Aparicio,1964,540,EX-EXMINT,2020-08-29,8,16
Luis Aparicio,1964,540,VG-VGEX,2020-08-18,8,15.5
Luis Aparicio,1964,540,VG-VGEX,2020-08-10,6,8.5
Luis Aparicio,1964,540,VG-VGEX,2020-08-06,11,10.65
Luis Aparicio,1964,540,VG-VGEX,2020-08-03,10,8.5
Luis Aparicio,1964,540,VG-VGEX (marked),2020-07-31,2,4.69
Phil Niekro,1964,541,EX-EXMINT,2020-10-12,24,137.5
Phil Niekro,1964,541,LOW GRADE (crease),2020-10-09,24,62
Phil Niekro,1964,541,EX-EXMINT,2020-10-07,19,93
Phil Niekro,1964,541,NR-MINT,2020-10-05,18,86.35
Phil Niekro,1964,541,EX-EXMINT,2020-08-29,39,97.05
Phil Niekro,1964,541,VG-VGEX,2020-08-10,28,72.05
Phil Niekro,1964,541,VG-VGEX,2020-08-03,31,70
Robin Roberts,1965,15,VG-VGEX,2020-10-28,6,3.28
Robin Roberts,1965,15,EX-EXMINT,2020-10-28,11,9.28
Robin Roberts,1965,15,EX-EXMINT,2020-10-24,8,4.76
Robin Roberts,1965,15,EX-EXMINT,2020-10-21,10,10.5
Robin Roberts,1965,15,VG-VGEX (wrinkle),2020-10-16,3,2.46
Robin Roberts,1965,15,VG-VGEX,2020-09-21,6,7.5
Robin Roberts,1965,15,NR-MINT,2020-09-14,6,9.5
Robin Roberts,1965,15,VG-VGEX,2020-09-09,7,5
Robin Roberts,1965,15,EX-EXMINT,2020-09-05,7,10
Robin Roberts,1965,15,EX-EXMINT,2020-09-01,14,15.5
Robin Roberts,1965,15,VG-VGEX,2020-08-31,5,3.25
Robin Roberts,1965,15,VG-VGEX,2020-08-26,7,5.56
Robin Roberts,1965,15,EX-EXMINT,2020-08-24,5,5.04
Robin Roberts,1965,15,LOW GRADE (crease),2020-08-21,3,1.67
Robin Roberts,1965,15,VG-VGEX,2020-08-20,6,3.25
Robin Roberts,1965,15,VG-VGEX,2020-08-19,5,4
Robin Roberts,1965,15,VG-VGEX,2020-08-18,5,3
Robin Roberts,1965,15,EX-EXMINT,2020-08-13,8,4.25
Robin Roberts,1965,15,EX-EXMINT,2020-08-10,5,5.57
Robin Roberts,1965,15,NR-MINT,2020-08-06,8,8.5
Robin Roberts,1965,15,VG-VGEX,2020-08-03,4,3.26
Robin Roberts,1965,15,VG-VGEX (wrinkle),2020-07-31,4,3.25
Robin Roberts,1965,15,LOW GRADE (filler),2020-07-31,3,1.25
Robin Roberts,1965,15,LOW GRADE (crease),2020-07-31,2,1.56
Robin Roberts,1965,15,LOW GRADE (crease),2020-07-31,2,1.76
Juan Marichal,1965,50,VG-VGEX,2020-10-28,8,9.49
Juan Marichal,1965,50,EX-EXMINT,2020-10-28,6,10.55
Juan Marichal,1965,50,VG-VGEX,2020-10-24,9,7.5
Juan Marichal,1965,50,LOW GRADE,2020-10-16,5,4.25
Juan Marichal,1965,50,VG-VGEX,2020-09-26,5,5.5
Juan Marichal,1965,50,VG-VGEX,2020-09-12,11,10.4
Juan Marichal,1965,50,LOW GRADE,2020-09-11,4,3.13
Juan Marichal,1965,50,VG-VGEX,2020-09-09,6,10.5
Juan Marichal,1965,50,EX-EXMINT,2020-09-05,7,12.5
Juan Marichal,1965,50,EX-EXMINT,2020-09-01,12,28
Juan Marichal,1965,50,EX-EXMINT (miscut),2020-08-28,9,11.5
Juan Marichal,1965,50,NR-MINT,2020-08-19,11,26
Juan Marichal,1965,50,NR-MINT,2020-08-18,12,37
Juan Marichal,1965,50,LOW GRADE (crease),2020-08-14,5,2.14
Juan Marichal,1965,50,VG-VGEX,2020-08-10,7,5.75
Juan Marichal,1965,50,VG-VGEX,2020-08-06,7,5.13
Juan Marichal,1965,50,VG-VGEX,2020-08-03,3,5
Juan Marichal,1965,50,LOW GRADE (filler),2020-07-31,2,1.77
Juan Marichal,1965,50,LOW GRADE (filler),2020-07-31,3,1.77
Juan Marichal,1965,50,LOW GRADE (crease),2020-07-31,2,1.56
Gaylord Perry,1965,193,VG-VGEX,2020-10-28,9,8.38
Gaylord Perry,1965,193,NR-MINT,2020-10-26,9,13.5
Gaylord Perry,1965,193,LOW GRADE (crease),2020-10-23,3,2.09
Gaylord Perry,1965,193,LOW GRADE (crease),2020-10-16,5,2.25
Gaylord Perry,1965,193,EX-EXMINT,2020-10-05,8,7.05
Gaylord Perry,1965,193,VG-VGEX,2020-09-23,7,4.28
Gaylord Perry,1965,193,VG-VGEX,2020-09-10,5,5.06
Gaylord Perry,1965,193,EX-EXMINT,2020-09-05,9,6.56
Gaylord Perry,1965,193,VG-VGEX,2020-09-03,7,5.05
Gaylord Perry,1965,193,VG-VGEX,2020-08-29,6,7.5
Gaylord Perry,1965,193,EX-EXMINT,2020-08-24,7,10.51
Gaylord Perry,1965,193,VG-VGEX,2020-08-20,6,5.07
Gaylord Perry,1965,193,VG-VGEX,2020-08-18,7,3.25
Gaylord Perry,1965,193,VG-VGEX,2020-08-13,6,4.41
Gaylord Perry,1965,193,EX-EXMINT,2020-08-10,4,8.19
Gaylord Perry,1965,193,VG-VGEX,2020-08-06,7,7
Gaylord Perry,1965,193,EX-EXMINT,2020-08-03,7,5.02
Gaylord Perry,1965,193,LOW GRADE,2020-07-31,3,2.25
Gaylord Perry,1965,193,LOW GRADE (crease),2020-07-31,,0.79
Billy Williams,1965,220,VG-VGEX,2020-10-24,11,7.51
Billy Williams,1965,220,EX-EXMINT,2020-10-18,12,16.15
Billy Williams,1965,220,VG-VGEX,2020-10-05,8,10.49
Billy Williams,1965,220,EX-EXMINT,2020-09-14,7,8.5
Billy Williams,1965,220,EX-EXMINT,2020-09-12,20,21.5
Billy Williams,1965,220,VG-VGEX,2020-09-05,6,12.38
Billy Williams,1965,220,VG-VGEX,2020-09-03,10,14.5
Billy Williams,1965,220,VG-VGEX,2020-08-27,8,15.5
Billy Williams,1965,220,NM-MT OR BETTER,2020-08-24,15,138.89
Billy Williams,1965,220,VG-VGEX,2020-08-18,5,4.76
Billy Williams,1965,220,VG-VGEX,2020-08-13,7,4.69
Billy Williams,1965,220,VG-VGEX,2020-08-10,10,10.5
Billy Williams,1965,220,EX-EXMINT,2020-08-06,13,17.5
Billy Williams,1965,220,EX-EXMINT,2020-08-03,12,19.46
Billy Williams,1965,220,LOW GRADE (crease),2020-07-31,4,2.77
Billy Williams,1965,220,LOW GRADE (crease),2020-07-31,3,2.58
Don Drysdale,1965,260,VG-VGEX,2020-10-28,8,14.01
Don Drysdale,1965,260,VG-VGEX,2020-10-24,9,7.6
Don Drysdale,1965,260,LOW GRADE (filler),2020-10-23,9,6.07
Don Drysdale,1965,260,VG-VGEX,2020-10-21,11,10.55
Don Drysdale,1965,260,VG-VGEX (wrinkle),2020-10-16,12,8.58
Don Drysdale,1965,260,VG-VGEX,2020-10-05,8,14.5
Don Drysdale,1965,260,EX-EXMINT,2020-09-29,9,30.99
Don Drysdale,1965,260,NR-MINT,2020-09-26,16,75
Don Drysdale,1965,260,NR-MINT,2020-09-12,11,40
Don Drysdale,1965,260,LOW GRADE,2020-09-11,6,4.25
Don Drysdale,1965,260,LOW GRADE,2020-09-11,4,4.04
Don Drysdale,1965,260,LOW GRADE (crease),2020-09-11,9,5.5
Don Drysdale,1965,260,LOW GRADE (crease),2020-09-11,7,3.87
Don Drysdale,1965,260,EX-EXMINT (miscut),2020-09-11,8,9.01
Don Drysdale,1965,260,VG-VGEX,2020-09-10,4,6.5
Don Drysdale,1965,260,EX-EXMINT,2020-09-09,15,36.06
Don Drysdale,1965,260,EX-EXMINT,2020-09-05,15,19.5
Don Drysdale,1965,260,LOW GRADE (crease),2020-09-04,8,6.51
Don Drysdale,1965,260,VG-VGEX,2020-09-03,8,13.27
Don Drysdale,1965,260,NR-MINT,2020-08-24,23,48.66
Don Drysdale,1965,260,EX-EXMINT,2020-08-10,15,22.5
Don Drysdale,1965,260,VG-VGEX,2020-08-03,9,13.5
Don Drysdale,1965,260,LOW GRADE (filler),2020-07-31,5,7.45
Don Drysdale,1965,260,LOW GRADE (crease),2020-07-31,6,4.25
Hoyt Wilhelm,1965,276,VG-VGEX (crease),2020-10-23,3,2.29
Hoyt Wilhelm,1965,276,EX-EXMINT (miscut),2020-09-11,7,5.51
Hoyt Wilhelm,1965,276,EX-EXMINT,2020-09-01,6,8.26
Hoyt Wilhelm,1965,276,VG-VGEX (crease),2020-08-28,4,3.25
Hoyt Wilhelm,1965,276,NR-MINT,2020-08-24,5,12.5
Hoyt Wilhelm,1965,276,EX-EXMINT,2020-08-10,5,4.05
Hoyt Wilhelm,1965,276,LOW GRADE (crease),2020-07-31,2,1.31
Hoyt Wilhelm,1965,276,LOW GRADE (crease),2020-07-31,4,1.81
Whitey Ford,1965,330,VG-VGEX,2020-10-21,15,27
Whitey Ford,1965,330,LOW GRADE (crease),2020-10-16,7,7
Whitey Ford,1965,330,NR-MINT,2020-09-26,16,46.95
Whitey Ford,1965,330,LOW GRADE,2020-09-25,11,10.26
Whitey Ford,1965,330,EX-EXMINT,2020-09-12,6,14.5
Whitey Ford,1965,330,LOW GRADE,2020-09-11,6,5.5
Whitey Ford,1965,330,LOW GRADE (crease),2020-09-11,7,6.56
Whitey Ford,1965,330,EX-EXMINT (miscut),2020-09-11,5,10.15
Whitey Ford,1965,330,VG-VGEX,2020-09-05,13,23.5
Whitey Ford,1965,330,LOW GRADE (crease),2020-09-04,7,3.91
Whitey Ford,1965,330,LOW GRADE (filler),2020-09-04,8,5.5
Whitey Ford,1965,330,VG-VGEX,2020-09-03,8,15.5
Whitey Ford,1965,330,NR-MINT,2020-08-27,18,57.51
Whitey Ford,1965,330,EX-EXMINT,2020-08-24,12,21.39
Whitey Ford,1965,330,LOW GRADE (crease),2020-08-21,4,7.16
Whitey Ford,1965,330,VG-VGEX,2020-08-18,8,8.61
Whitey Ford,1965,330,VG-VGEX (crease),2020-08-14,12,12.5
Whitey Ford,1965,330,LOW GRADE,2020-07-31,7,5.95
Harmon Killebrew,1965,400,VG-VGEX,2020-10-28,8,10.49
Harmon Killebrew,1965,400,VG-VGEX (crease),2020-10-23,5,7.53
Harmon Killebrew,1965,400,VG-VGEX,2020-10-22,17,17.5
Harmon Killebrew,1965,400,VG-VGEX,2020-10-21,11,9.83
Harmon Killebrew,1965,400,NR-MINT,2020-10-18,33,79
Harmon Killebrew,1965,400,VG-VGEX (wrinkle),2020-10-16,7,8.56
Harmon Killebrew,1965,400,LOW GRADE (crease),2020-10-16,8,4.58
Harmon Killebrew,1965,400,NR-MINT,2020-10-05,7,35.55
Harmon Killebrew,1965,400,VG-VGEX (wrinkle),2020-10-02,8,13
Harmon Killebrew,1965,400,EX-EXMINT,2020-09-26,8,29
Harmon Killebrew,1965,400,LOW GRADE (crease),2020-09-25,7,4.75
Harmon Killebrew,1965,400,VG-VGEX,2020-09-23,13,12.5
Harmon Killebrew,1965,400,VG-VGEX (wrinkle),2020-09-11,8,11.5
Harmon Killebrew,1965,400,NR-MINT,2020-09-09,14,71
Harmon Killebrew,1965,400,EX-EXMINT,2020-09-01,10,20.5
Harmon Killebrew,1965,400,LOW GRADE (crease),2020-08-28,10,16.5
Harmon Killebrew,1965,400,EX-EXMINT,2020-08-24,10,21.5
Harmon Killebrew,1965,400,NR-MINT,2020-08-20,17,32
Harmon Killebrew,1965,400,EX-EXMINT,2020-08-18,17,27.26
Luis Aparicio,1965,410,LOW GRADE (crease),2020-10-16,9,7.5
Luis Aparicio,1965,410,NR-MINT,2020-09-05,15,24.51
Luis Aparicio,1965,410,VG-VGEX,2020-09-03,6,8.03
Luis Aparicio,1965,410,NM-MT OR BETTER,2020-08-24,16,59
Luis Aparicio,1965,410,EX-EXMINT,2020-08-13,16,16.5
Luis Aparicio,1965,410,NM-MT OR BETTER,2020-08-10,19,92
Phil Niekro,1965,461,VG-VGEX (wrinkle),2020-10-23,17,23.5
Phil Niekro,1965,461,VG-VGEX,2020-10-21,17,18.5
Phil Niekro,1965,461,NR-MINT (miscut),2020-09-11,10,26.1
Phil Niekro,1965,461,EX-EXMINT,2020-09-01,18,87.05
Phil Niekro,1965,461,EX-EXMINT,2020-08-24,19,50.98
Phil Niekro,1965,461,VG-VGEX,2020-08-20,22,19.5
Phil Niekro,1965,461,LOW GRADE (crease),2020-08-14,7,8.75
Phil Niekro,1965,461,EX-EXMINT,2020-08-13,11,26
Phil Niekro,1965,461,LOW GRADE (crease),2020-07-31,14,8.05
Eddie Mathews,1965,500,VG-VGEX,2020-10-28,13,24.25
Eddie Mathews,1965,500,EX-EXMINT,2020-10-18,16,89
Eddie Mathews,1965,500,EX-EXMINT (miscut),2020-10-02,7,21.5
Eddie Mathews,1965,500,LOW GRADE (filler),2020-09-11,9,15
Eddie Mathews,1965,500,EX-EXMINT,2020-09-09,14,26.77
Eddie Mathews,1965,500,VG-VGEX,2020-09-05,13,15.5
Eddie Mathews,1965,500,VG-VGEX,2020-09-03,8,15.5
Eddie Mathews,1965,500,LOW GRADE,2020-08-28,4,8.75
Eddie Mathews,1965,500,EX-EXMINT,2020-08-24,12,21.28
Eddie Mathews,1965,500,VG-VGEX,2020-08-18,13,19.51
Eddie Mathews,1965,500,LOW GRADE (crease),2020-08-14,5,4.58
Eddie Mathews,1965,500,LOW GRADE (crease),2020-07-31,5,4.25
Eddie Mathews,1965,500,LOW GRADE (crease),2020-07-31,5,4.25
Eddie Mathews,1965,500,LOW GRADE (crease),2020-07-31,7,5.85
Catfish Hunter,1965,526,LOW GRADE,2020-10-23,14,33
Catfish Hunter,1965,526,NR-MINT,2020-10-18,31,91
Catfish Hunter,1965,526,EX-EXMINT,2020-10-11,30,65.6
Catfish Hunter,1965,526,VG-VGEX,2020-09-29,19,46
Catfish Hunter,1965,526,EX-EXMINT,2020-09-12,35,49.69
Catfish Hunter,1965,526,VG-VGEX,2020-09-05,38,41
Catfish Hunter,1965,526,EX-EXMINT,2020-09-01,21,61
Catfish Hunter,1965,526,VG-VGEX,2020-08-27,44,41.1
Catfish Hunter,1965,526,VG-VGEX,2020-08-24,32,56
Catfish Hunter,1965,526,LOW GRADE (crease) (paper loss),2020-07-31,6,7.5
Tony Perez,1965,581,VG-VGEX,2020-10-22,21,53
Tony Perez,1965,581,VG-VGEX,2020-10-21,29,60.51
Tony Perez,1965,581,NR-MINT,2020-10-11,26,165.38
Tony Perez,1965,581,VG-VGEX,2020-10-07,26,52.52
Tony Perez,1965,581,VG-VGEX (crease),2020-10-02,19,39
Tony Perez,1965,581,VG-VGEX (wrinkle),2020-09-25,18,37.77
Tony Perez,1965,581,VG-VGEX (stained),2020-09-25,10,20.5
Tony Perez,1965,581,EX-EXMINT (paper loss),2020-09-25,21,42.55
Tony Perez,1965,581,VG-VGEX,2020-09-23,11,40.89
Tony Perez,1965,581,EX-EXMINT,2020-09-12,16,75
Tony Perez,1965,581,NR-MINT,2020-09-01,21,221.38
Tony Perez,1965,581,EX-EXMINT,2020-08-24,15,77
Tony Perez,1965,581,LOW GRADE,2020-08-14,10,12.62
Tony Perez,1965,581,LOW GRADE (crease),2020-07-31,14,23.39
Phil Niekro,1966,28,VG-VGEX,2020-10-28,8,5.77
Phil Niekro,1966,28,VG-VGEX,2020-10-28,6,3.01
Phil Niekro,1966,28,VG-VGEX (wrinkle),2020-10-23,3,2.34
Phil Niekro,1966,28,EX-EXMINT,2020-10-11,9,7.02
Phil Niekro,1966,28,VG-VGEX,2020-10-05,6,3.5
Phil Niekro,1966,28,VG-VGEX (wrinkle),2020-09-25,2,2.25
Phil Niekro,1966,28,VG-VGEX,2020-09-21,4,6.5
Phil Niekro,1966,28,EX-EXMINT,2020-09-08,5,8.39
Phil Niekro,1966,28,VG-VGEX,2020-09-05,2,2.25
Phil Niekro,1966,28,VG-VGEX,2020-08-30,7,3.02
Phil Niekro,1966,28,NR-MINT,2020-08-29,8,9.61
Phil Niekro,1966,28,LOW GRADE (filler),2020-08-28,2,1.25
Phil Niekro,1966,28,LOW GRADE (filler),2020-08-28,3,2.28
Phil Niekro,1966,28,LOW GRADE (filler),2020-08-28,3,2.25
Phil Niekro,1966,28,VG-VGEX,2020-08-26,5,2.75
Phil Niekro,1966,28,VG-VGEX,2020-08-25,7,4.25
Phil Niekro,1966,28,VG-VGEX,2020-08-24,7,6.5
Phil Niekro,1966,28,NM-MT OR BETTER,2020-08-23,18,18.5
Phil Niekro,1966,28,VG-VGEX,2020-08-20,5,2.84
Phil Niekro,1966,28,EX-EXMINT,2020-08-18,6,8
Phil Niekro,1966,28,LOW GRADE (crease),2020-08-14,3,2
Phil Niekro,1966,28,EX-EXMINT,2020-08-13,8,6.5
Phil Niekro,1966,28,EX-EXMINT,2020-08-10,5,9.5
Phil Niekro,1966,28,VG-VGEX (wrinkle),2020-08-07,2,2.58
Phil Niekro,1966,28,VG-VGEX,2020-08-06,5,4.8
Phil Niekro,1966,28,LOW GRADE (filler),2020-07-31,4,2.54
Phil Niekro,1966,28,LOW GRADE (crease),2020-07-31,2,1.77
Catfish Hunter,1966,36,VG-VGEX,2020-10-28,3,7.99
Catfish Hunter,1966,36,EX-EXMINT,2020-10-28,13,12.5
Catfish Hunter,1966,36,VG-VGEX,2020-10-11,5,4.01
Catfish Hunter,1966,36,VG-VGEX,2020-10-10,9,11.61
Catfish Hunter,1966,36,VG-VGEX,2020-10-05,4,6.48
Catfish Hunter,1966,36,NR-MINT (marked),2020-10-02,6,13.48
Catfish Hunter,1966,36,LOW GRADE (crease),2020-10-02,6,2.26
Catfish Hunter,1966,36,EX-EXMINT,2020-09-29,10,17.5
Catfish Hunter,1966,36,VG-VGEX,2020-09-26,6,6.48
Catfish Hunter,1966,36,VG-VGEX (wrinkle),2020-09-25,4,3.84
Catfish Hunter,1966,36,EX-EXMINT,2020-09-23,8,11
Catfish Hunter,1966,36,VG-VGEX,2020-09-21,6,9
Catfish Hunter,1966,36,LOW GRADE (crease),2020-09-18,3,2.25
Catfish Hunter,1966,36,VG-VGEX,2020-09-17,4,8.5
Catfish Hunter,1966,36,VG-VGEX,2020-09-12,4,3.36
Catfish Hunter,1966,36,VG-VGEX (wrinkle),2020-09-11,5,4
Catfish Hunter,1966,36,VG-VGEX (crease),2020-09-11,3,2.01
Catfish Hunter,1966,36,VG-VGEX,2020-09-03,7,4.25
Catfish Hunter,1966,36,VG-VGEX,2020-08-31,7,6.5
Catfish Hunter,1966,36,VG-VGEX,2020-08-30,6,3.64
Catfish Hunter,1966,36,VG-VGEX,2020-08-29,9,4.26
Catfish Hunter,1966,36,LOW GRADE (filler),2020-08-28,2,1.25
Catfish Hunter,1966,36,VG-VGEX,2020-08-27,7,4.34
Catfish Hunter,1966,36,VG-VGEX,2020-08-26,6,3.56
Catfish Hunter,1966,36,VG-VGEX,2020-08-25,2,0.94
Catfish Hunter,1966,36,EX-EXMINT,2020-08-24,7,12.5
Catfish Hunter,1966,36,EX-EXMINT,2020-08-23,7,13.49
Catfish Hunter,1966,36,VG-VGEX (wrinkle),2020-08-21,4,7
Catfish Hunter,1966,36,VG-VGEX,2020-08-20,13,12.72
Catfish Hunter,1966,36,EX-EXMINT,2020-08-18,15,5.5
Catfish Hunter,1966,36,VG-VGEX (wrinkle),2020-08-14,4,3.25
Catfish Hunter,1966,36,EX-EXMINT,2020-08-13,18,6.5
Catfish Hunter,1966,36,NR-MINT,2020-08-10,13,16.2
Catfish Hunter,1966,36,EX-EXMINT,2020-08-06,24,12
Tony Perez,1966,72,VG-VGEX,2020-10-28,8,14.5
Tony Perez,1966,72,EX-EXMINT,2020-10-22,13,23.26
Tony Perez,1966,72,NR-MINT,2020-10-10,12,60
Tony Perez,1966,72,LOW GRADE (crease),2020-09-25,4,2.75
Tony Perez,1966,72,VG-VGEX,2020-09-23,14,13.05
Tony Perez,1966,72,EX-EXMINT,2020-09-21,5,13
Tony Perez,1966,72,VG-VGEX,2020-09-17,17,20.51
Tony Perez,1966,72,EX-EXMINT,2020-09-12,18,34
Tony Perez,1966,72,VG-VGEX (wrinkle),2020-09-11,4,5.51
Tony Perez,1966,72,VG-VGEX (wrinkle),2020-09-11,5,5.51
Tony Perez,1966,72,VG-VGEX (wrinkle),2020-09-11,7,4.25
Tony Perez,1966,72,VG-VGEX,2020-09-09,9,6.5
Tony Perez,1966,72,VG-VGEX,2020-09-08,6,11.5
Tony Perez,1966,72,EX-EXMINT,2020-09-05,17,42.95
Tony Perez,1966,72,VG-VGEX,2020-08-25,4,4.4
Tony Perez,1966,72,VG-VGEX,2020-08-24,5,4.25
Tony Perez,1966,72,NR-MINT,2020-08-23,12,110
Tony Perez,1966,72,VG-VGEX,2020-08-20,7,9.39
Tony Perez,1966,72,VG-VGEX,2020-08-18,6,8.2
Tony Perez,1966,72,NR-MINT,2020-08-13,27,75
Tony Perez,1966,72,EX-EXMINT,2020-08-10,23,19.72
Tony Perez,1966,72,VG-VGEX,2020-08-06,9,7.57
Tony Perez,1966,72,LOW GRADE (crease),2020-07-31,5,5
Luis Aparicio,1966,90,VG-VGEX,2020-10-26,4,1.58
Luis Aparicio,1966,90,LOW GRADE (crease),2020-10-16,6,1.8
Luis Aparicio,1966,90,VG-VGEX (crease),2020-09-25,3,1.31
Luis Aparicio,1966,90,LOW GRADE (crease),2020-09-25,,0.79
