name,year,number,condition,date,bids,price
Hank Aaron,1970,500,VG-VGEX,2020-10-26,13,25.66
Hank Aaron,1970,500,VG-VGEX (crease),2020-10-23,11,13.5
Hank Aaron,1970,500,LOW GRADE (filler),2020-10-23,10,8.08
Hank Aaron,1970,500,LOW GRADE (crease),2020-10-23,4,4.02
Hank Aaron,1970,500,VG-VGEX,2020-10-21,28,69
Hank Aaron,1970,500,NR-MINT,2020-10-19,23,127.5
Hank Aaron,1970,500,NR-MINT,2020-10-10,17,73
Hank Aaron,1970,500,VG-VGEX (crease),2020-10-09,10,17.15
Hank Aaron,1970,500,VG-VGEX,2020-10-02,12,19
Hank Aaron,1970,500,VG-VGEX,2020-10-02,10,26
Hank Aaron,1970,500,EX-EXMINT,2020-09-29,25,47
Hank Aaron,1970,500,EX-EXMINT,2020-09-26,11,42.05
Hank Aaron,1970,500,VG-VGEX,2020-09-23,17,27.23
Hank Aaron,1970,500,EX-EXMINT,2020-09-21,17,54
Hank Aaron,1970,500,VG-VGEX,2020-09-18,13,26
Hank Aaron,1970,500,VG-VGEX (wrinkle),2020-09-11,14,15.19
Hank Aaron,1970,500,LOW GRADE (crease),2020-09-11,10,15.5
Hank Aaron,1970,500,VG-VGEX,2020-09-10,19,22.5
Hank Aaron,1970,500,VG-VGEX,2020-08-31,7,19.16
Hank Aaron,1970,500,VG-VGEX,2020-08-25,13,28
Hank Aaron,1970,500,VG-VGEX,2020-08-21,13,23.73
Hank Aaron,1970,500,VG-VGEX,2020-08-21,11,19.38
Hank Aaron,1970,500,VG-VGEX,2020-08-21,9,12.5
Hank Aaron,1970,500,VG-VGEX,2020-08-21,24,17.79
Hank Aaron,1970,500,VG-VGEX,2020-08-21,10,22.5
Hank Aaron,1970,500,LOW GRADE (crease),2020-08-21,13,15.83
Hank Aaron,1970,500,VG-VGEX,2020-08-20,10,32
Hank Aaron,1970,500,VG-VGEX,2020-08-19,34,32
Hank Aaron,1970,500,VG-VGEX,2020-08-18,10,34
Hank Aaron,1970,500,NR-MINT,2020-08-15,23,110.33
Hank Aaron,1970,500,VG-VGEX,2020-08-11,26,39
Hank Aaron,1970,500,EX-EXMINT,2020-08-06,20,44
Hank Aaron,1970,500,LOW GRADE,2020-07-31,12,13.53
Bob Gibson,1970,530,VG-VGEX,2020-10-27,9,11.55
Bob Gibson,1970,530,VG-VGEX,2020-10-26,13,14.22
Bob Gibson,1970,530,VG-VGEX,2020-10-24,10,5.5
Bob Gibson,1970,530,VG-VGEX,2020-10-22,12,18.5
Bob Gibson,1970,530,EX-EXMINT,2020-10-21,10,27.01
Bob Gibson,1970,530,EX-EXMINT,2020-10-19,13,25.26
Bob Gibson,1970,530,EX-EXMINT,2020-10-19,11,6.5
Bob Gibson,1970,530,VG-VGEX (wrinkle),2020-10-16,6,10
Bob Gibson,1970,530,EX-EXMINT,2020-10-11,13,21.5
Bob Gibson,1970,530,EX-EXMINT,2020-10-10,10,11.26
Bob Gibson,1970,530,VG-VGEX (wrinkle),2020-10-09,5,7.5
Bob Gibson,1970,530,VG-VGEX,2020-10-02,4,10
Bob Gibson,1970,530,VG-VGEX,2020-09-26,4,5.5
Bob Gibson,1970,530,VG-VGEX,2020-09-10,10,8.66
Bob Gibson,1970,530,VG-VGEX,2020-09-05,11,7.5
Bob Gibson,1970,530,VG-VGEX (crease),2020-08-28,4,4.14
Bob Gibson,1970,530,EX-EXMINT,2020-08-26,10,14.5
Bob Gibson,1970,530,EX-EXMINT,2020-08-25,11,12.5
Bob Gibson,1970,530,EX-EXMINT,2020-08-22,7,8.5
Bob Gibson,1970,530,VG-VGEX,2020-08-21,4,4.05
Bob Gibson,1970,530,VG-VGEX,2020-08-21,6,10
Bob Gibson,1970,530,VG-VGEX,2020-08-21,6,4.8
Bob Gibson,1970,530,VG-VGEX,2020-08-21,6,8
Bob Gibson,1970,530,VG-VGEX,2020-08-20,7,2.76
Bob Gibson,1970,530,VG-VGEX,2020-08-19,6,7.26
Bob Gibson,1970,530,VG-VGEX,2020-08-18,5,5.5
Bob Gibson,1970,530,NR-MINT,2020-08-15,21,39
Bob Gibson,1970,530,EX-EXMINT,2020-08-11,11,21.49
Bob Gibson,1970,530,EX-EXMINT,2020-08-06,11,19.5
Bob Gibson,1970,530,LOW GRADE,2020-07-31,7,5.55
Joe Morgan,1970,537,VG-VGEX,2020-10-26,13,12.5
Joe Morgan,1970,537,LOW GRADE,2020-10-23,,0.79
Joe Morgan,1970,537,LOW GRADE,2020-10-23,3,1.36
Joe Morgan,1970,537,LOW GRADE,2020-10-23,3,1.34
Joe Morgan,1970,537,LOW GRADE,2020-10-23,3,1.81
Joe Morgan,1970,537,VG-VGEX,2020-10-22,10,7.27
Joe Morgan,1970,537,VG-VGEX,2020-10-21,7,3.25
Joe Morgan,1970,537,EX-EXMINT,2020-10-19,22,11.5
Joe Morgan,1970,537,EX-EXMINT,2020-10-10,6,9
Joe Morgan,1970,537,LOW GRADE (marked),2020-10-09,5,2.36
Joe Morgan,1970,537,VG-VGEX (crease),2020-09-25,9,3.51
Joe Morgan,1970,537,LOW GRADE (crease),2020-09-25,5,2.25
Joe Morgan,1970,537,EX-EXMINT,2020-09-21,16,15.5
Joe Morgan,1970,537,EX-EXMINT,2020-09-10,17,8.52
Joe Morgan,1970,537,EX-EXMINT,2020-08-31,6,6.5
Joe Morgan,1970,537,VG-VGEX,2020-08-29,5,7.25
Joe Morgan,1970,537,VG-VGEX (crease),2020-08-28,2,1.25
Joe Morgan,1970,537,EX-EXMINT,2020-08-27,12,13.58
Joe Morgan,1970,537,EX-EXMINT,2020-08-26,6,3.76
Joe Morgan,1970,537,EX-EXMINT,2020-08-25,7,12.5
Joe Morgan,1970,537,NR-MINT,2020-08-22,9,12.5
Joe Morgan,1970,537,VG-VGEX (wrinkle),2020-08-21,7,3.25
Joe Morgan,1970,537,VG-VGEX,2020-08-18,6,5
Joe Morgan,1970,537,NR-MINT,2020-08-15,13,23.95
Joe Morgan,1970,537,EX-EXMINT,2020-08-11,13,18.05
Joe Morgan,1970,537,NR-MINT,2020-08-06,8,15.49
Willie Mays,1970,600,VG-VGEX,2020-10-26,15,42
Willie Mays,1970,600,LOW GRADE (crease),2020-10-23,13,12.5
Willie Mays,1970,600,VG-VGEX (crease),2020-10-23,5,14.83
Willie Mays,1970,600,VG-VGEX,2020-10-22,13,27
Willie Mays,1970,600,EX-EXMINT,2020-10-05,14,39.55
Willie Mays,1970,600,VG-VGEX,2020-09-26,20,24.5
Willie Mays,1970,600,LOW GRADE (crease),2020-09-04,13,21.01
Willie Mays,1970,600,EX-EXMINT,2020-08-31,14,37
Willie Mays,1970,600,VG-VGEX,2020-08-27,18,39.08
Willie Mays,1970,600,VG-VGEX,2020-08-15,9,22.5
Willie Mays,1970,600,NR-MINT (trimmed),2020-08-14,17,34.77
Willie Mays,1970,600,NM-MT OR BETTER (trimmed),2020-08-14,11,31.24
Willie Mays,1970,600,LOW GRADE (crease),2020-08-14,9,15
Willie Mays,1970,600,VG-VGEX,2020-08-11,10,27.27
Willie Mays,1970,600,VG-VGEX (wrinkle),2020-08-07,16,22.55
Willie Mays,1970,600,VG-VGEX,2020-08-06,17,33
Ernie Banks,1970,630,VG-VGEX,2020-10-26,11,16
Ernie Banks,1970,630,VG-VGEX,2020-10-24,8,13.83
Ernie Banks,1970,630,VG-VGEX,2020-10-22,15,20.5
Ernie Banks,1970,630,VG-VGEX,2020-10-21,10,14.27
Ernie Banks,1970,630,VG-VGEX,2020-10-19,11,27.25
Ernie Banks,1970,630,VG-VGEX,2020-10-16,9,18.51
Ernie Banks,1970,630,VG-VGEX,2020-09-29,13,24.5
Ernie Banks,1970,630,VG-VGEX,2020-09-26,12,17.48
Ernie Banks,1970,630,LOW GRADE,2020-09-25,8,10
Ernie Banks,1970,630,NR-MINT,2020-09-23,16,30.05
Ernie Banks,1970,630,NR-MINT,2020-09-09,18,77
Ernie Banks,1970,630,VG-VGEX,2020-08-29,10,14.59
Ernie Banks,1970,630,VG-VGEX,2020-08-26,6,17.5
Ernie Banks,1970,630,EX-EXMINT,2020-08-25,16,26
Ernie Banks,1970,630,EX-EXMINT,2020-08-22,14,28.05
Ernie Banks,1970,630,VG-VGEX,2020-08-18,6,6
Ernie Banks,1970,630,EX-EXMINT,2020-08-15,15,24.5
Ernie Banks,1970,630,VG-VGEX,2020-08-11,14,30.16
Ernie Banks,1970,630,EX-EXMINT,2020-08-06,13,21.67
Al Kaline,1970,640,VG-VGEX,2020-10-22,8,13.38
Al Kaline,1970,640,VG-VGEX,2020-10-21,7,22.05
Al Kaline,1970,640,VG-VGEX,2020-10-19,19,11.6
Al Kaline,1970,640,EX-EXMINT,2020-09-26,11,33.68
Al Kaline,1970,640,LOW GRADE (crease),2020-09-25,7,9.5
Al Kaline,1970,640,NR-MINT,2020-09-23,10,46.7
Al Kaline,1970,640,EX-EXMINT,2020-09-09,12,30.88
Al Kaline,1970,640,LOW GRADE (crease),2020-09-04,14,10.5
Al Kaline,1970,640,VG-VGEX,2020-08-20,11,12.5
Al Kaline,1970,640,VG-VGEX,2020-08-15,7,9
Al Kaline,1970,640,VG-VGEX,2020-08-11,8,51
Al Kaline,1970,640,VG-VGEX,2020-08-06,14,20.5
Al Kaline,1970,640,VG-VGEX (wrinkle),2020-07-31,4,8.28
Al Kaline,1970,640,LOW GRADE (filler),2020-07-31,6,6
Johnny Bench,1970,660,VG-VGEX,2020-10-26,23,94
Johnny Bench,1970,660,EX-EXMINT,2020-10-05,21,95
Johnny Bench,1970,660,VG-VGEX,2020-09-26,24,43
Johnny Bench,1970,660,EX-EXMINT,2020-09-21,63,120.5
Johnny Bench,1970,660,VG-VGEX,2020-09-05,32,62.75
Johnny Bench,1970,660,LOW GRADE (crease),2020-08-14,8,26.01
Johnny Bench,1970,660,VG-VGEX,2020-08-06,25,66
Johnny Bench,1970,660,LOW GRADE,2020-07-31,15,25
Frank Robinson,1970,700,VG-VGEX,2020-10-26,6,11.94
Frank Robinson,1970,700,VG-VGEX (wrinkle),2020-10-23,13,10.7
Frank Robinson,1970,700,LOW GRADE,2020-10-23,11,10.59
Frank Robinson,1970,700,VG-VGEX,2020-09-29,16,18.02
Frank Robinson,1970,700,VG-VGEX,2020-09-26,27,29.11
Frank Robinson,1970,700,EX-EXMINT,2020-09-09,12,33
Frank Robinson,1970,700,VG-VGEX (wrinkle),2020-09-04,10,15.79
Frank Robinson,1970,700,VG-VGEX,2020-08-21,8,8.27
Frank Robinson,1970,700,EX-EXMINT,2020-08-15,28,38.05
Frank Robinson,1970,700,VG-VGEX (wrinkle),2020-08-14,6,4.8
Frank Robinson,1970,700,VG-VGEX,2020-08-11,8,20.5
Frank Robinson,1970,700,EX-EXMINT,2020-08-06,17,49
Nolan Ryan,1970,712,NR-MINT,2020-10-27,36,327.22
Nolan Ryan,1970,712,NM-MT OR BETTER,2020-10-26,26,545
Nolan Ryan,1970,712,LOW GRADE (filler),2020-10-09,25,66
Nolan Ryan,1970,712,EX-EXMINT,2020-10-05,26,149.39
Nolan Ryan,1970,712,VG-VGEX,2020-09-26,35,90
Nolan Ryan,1970,712,LOW GRADE,2020-09-25,14,47
Nolan Ryan,1970,712,LOW GRADE,2020-09-25,29,127.5
Nolan Ryan,1970,712,LOW GRADE (crease),2020-09-25,22,66
Nolan Ryan,1970,712,LOW GRADE (crease),2020-09-25,18,49.96
Nolan Ryan,1970,712,VG-VGEX,2020-09-23,33,76.55
Nolan Ryan,1970,712,NR-MINT,2020-09-21,44,391
Nolan Ryan,1970,712,LOW GRADE (crease),2020-09-18,20,63.88
Nolan Ryan,1970,712,LOW GRADE (crease),2020-09-11,15,80
Nolan Ryan,1970,712,VG-VGEX,2020-09-05,19,68
Nolan Ryan,1970,712,VG-VGEX,2020-08-06,13,114.5
Nolan Ryan,1970,712,LOW GRADE,2020-07-31,26,67
Reggie Jackson,1971,20,EX-EXMINT,2020-10-28,20,34.03
Reggie Jackson,1971,20,EX-EXMINT,2020-10-25,17,46
Reggie Jackson,1971,20,VG-VGEX,2020-10-24,8,8.02
Reggie Jackson,1971,20,LOW GRADE (crease),2020-10-23,8,3.88
Reggie Jackson,1971,20,LOW GRADE (crease),2020-10-23,4,3.25
Reggie Jackson,1971,20,LOW GRADE (crease),2020-10-23,9,3.25
Reggie Jackson,1971,20,EX-EXMINT,2020-10-22,15,33
Reggie Jackson,1971,20,EX-EXMINT,2020-10-19,21,35.55
Reggie Jackson,1971,20,VG-VGEX (wrinkle),2020-10-16,7,4.25
Reggie Jackson,1971,20,VG-VGEX (wrinkle),2020-10-09,9,7.83
Reggie Jackson,1971,20,LOW GRADE (filler) (recolored),2020-10-09,3,4
Reggie Jackson,1971,20,VG-VGEX,2020-10-06,11,15.5
Reggie Jackson,1971,20,LOW GRADE (crease),2020-10-02,6,3.4
Reggie Jackson,1971,20,VG-VGEX,2020-09-29,11,11.5
Reggie Jackson,1971,20,EX-EXMINT,2020-09-26,14,31.03
Reggie Jackson,1971,20,VG-VGEX (crease),2020-09-25,9,11.27
Reggie Jackson,1971,20,LOW GRADE,2020-09-25,5,4.54
Reggie Jackson,1971,20,LOW GRADE (crease),2020-09-25,5,3.01
Reggie Jackson,1971,20,EX-EXMINT,2020-09-23,14,30
Reggie Jackson,1971,20,VG-VGEX,2020-09-17,14,11.27
Reggie Jackson,1971,20,VG-VGEX,2020-09-14,10,6.01
Reggie Jackson,1971,20,VG-VGEX,2020-09-12,11,20.5
Reggie Jackson,1971,20,LOW GRADE (filler),2020-09-11,9,5.24
Reggie Jackson,1971,20,VG-VGEX,2020-09-10,8,7.5
Reggie Jackson,1971,20,VG-VGEX,2020-09-08,10,9.53
Reggie Jackson,1971,20,VG-VGEX,2020-09-06,17,10.5
Reggie Jackson,1971,20,VG-VGEX,2020-09-05,9,9.5
Reggie Jackson,1971,20,VG-VGEX (wrinkle),2020-09-04,7,6.31
Reggie Jackson,1971,20,LOW GRADE,2020-09-04,7,6.5
Reggie Jackson,1971,20,VG-VGEX,2020-09-02,9,14.5
Reggie Jackson,1971,20,VG-VGEX,2020-08-31,5,5.5
Reggie Jackson,1971,20,LOW GRADE,2020-08-28,8,9.5
Reggie Jackson,1971,20,LOW GRADE,2020-08-28,8,5.5
Reggie Jackson,1971,20,EX-EXMINT,2020-08-22,15,50
Reggie Jackson,1971,20,VG-VGEX,2020-08-21,23,16.55
Reggie Jackson,1971,20,VG-VGEX,2020-08-21,14,17
Reggie Jackson,1971,20,LOW GRADE,2020-08-21,4,5.5
Reggie Jackson,1971,20,VG-VGEX,2020-08-20,32,16.7
Reggie Jackson,1971,20,VG-VGEX,2020-08-19,11,10.5
Reggie Jackson,1971,20,VG-VGEX,2020-08-15,10,13
Reggie Jackson,1971,20,LOW GRADE,2020-08-14,5,3.6
Reggie Jackson,1971,20,LOW GRADE (crease),2020-08-14,5,3.8
Reggie Jackson,1971,20,EX-EXMINT (miscut),2020-08-14,11,9.05
Reggie Jackson,1971,20,VG-VGEX,2020-08-10,13,13.5
Reggie Jackson,1971,20,VG-VGEX,2020-08-04,12,9.24
Reggie Jackson,1971,20,LOW GRADE (filler),2020-07-31,8,13.07
Willie McCovey,1971,50,VG-VGEX,2020-10-28,3,3.25
Willie McCovey,1971,50,VG-VGEX,2020-10-25,4,3.03
Willie McCovey,1971,50,VG-VGEX,2020-10-24,5,3.25
Willie McCovey,1971,50,LOW GRADE,2020-10-23,2,1.42
Willie McCovey,1971,50,LOW GRADE,2020-10-23,3,1.64
Willie McCovey,1971,50,VG-VGEX,2020-10-22,8,5.5
Willie McCovey,1971,50,EX-EXMINT,2020-10-19,8,14
Willie McCovey,1971,50,NR-MINT,2020-10-14,7,32
Willie McCovey,1971,50,LOW GRADE (filler),2020-10-09,3,1.25
Willie McCovey,1971,50,LOW GRADE (filler) (recolored),2020-10-09,5,2.25
Willie McCovey,1971,50,LOW GRADE (crease),2020-10-09,3,1.25
Willie McCovey,1971,50,LOW GRADE (crease),2020-10-09,6,2.26
Willie McCovey,1971,50,VG-VGEX,2020-09-29,9,12.75
Willie McCovey,1971,50,LOW GRADE,2020-09-18,5,2.9
Willie McCovey,1971,50,VG-VGEX (crease),2020-09-11,6,2.5
Willie McCovey,1971,50,EX-EXMINT,2020-09-10,9,6.5
Willie McCovey,1971,50,VG-VGEX,2020-09-08,7,8.58
Willie McCovey,1971,50,VG-VGEX,2020-09-06,7,7
Willie McCovey,1971,50,VG-VGEX,2020-09-05,3,1.03
Willie McCovey,1971,50,VG-VGEX (minimum size),2020-09-04,3,3.58
Willie McCovey,1971,50,LOW GRADE (filler),2020-09-04,5,3.25
Willie McCovey,1971,50,LOW GRADE (crease),2020-09-04,3,2.01
Willie McCovey,1971,50,EX-EXMINT (minimum size),2020-09-04,2,4.8
Willie McCovey,1971,50,EX-EXMINT (minimum size),2020-09-04,2,4.25
Willie McCovey,1971,50,VG-VGEX,2020-09-02,6,5.01
Willie McCovey,1971,50,VG-VGEX,2020-08-31,3,2.25
Willie McCovey,1971,50,VG-VGEX,2020-08-29,4,4.25
Willie McCovey,1971,50,EX-EXMINT,2020-08-25,8,15.5
Willie McCovey,1971,50,EX-EXMINT,2020-08-22,5,7.5
Willie McCovey,1971,50,VG-VGEX (minimum size),2020-08-14,7,8.39
Willie McCovey,1971,50,VG-VGEX (minimum size),2020-08-14,4,2.36
Willie McCovey,1971,50,EX-EXMINT (minimum size),2020-08-14,4,4.27
Willie McCovey,1971,50,VG-VGEX (wrinkle),2020-08-07,5,4.28
Willie McCovey,1971,50,LOW GRADE,2020-08-07,5,2.26
Willie McCovey,1971,50,VG-VGEX,2020-08-04,7,5.51
Steve Carlton,1971,55,LOW GRADE,2020-10-23,4,2.25
Steve Carlton,1971,55,VG-VGEX,2020-10-22,3,3.91
Steve Carlton,1971,55,EX-EXMINT,2020-10-19,9,6.5
Steve Carlton,1971,55,EX-EXMINT,2020-10-19,8,7.5
Steve Carlton,1971,55,VG-VGEX,2020-10-10,9,7
Steve Carlton,1971,55,LOW GRADE,2020-10-09,4,2.05
Steve Carlton,1971,55,VG-VGEX,2020-10-07,7,6.02
Steve Carlton,1971,55,EX-EXMINT,2020-10-06,7,8.5
Steve Carlton,1971,55,LOW GRADE (crease),2020-10-02,5,2.25
Steve Carlton,1971,55,VG-VGEX,2020-09-29,8,6.5
Steve Carlton,1971,55,VG-VGEX,2020-09-26,6,3.25
Steve Carlton,1971,55,VG-VGEX (wrinkle),2020-09-25,5,3
Steve Carlton,1971,55,VG-VGEX (crease),2020-09-18,7,3.83
Steve Carlton,1971,55,VG-VGEX,2020-09-12,7,3.44
Steve Carlton,1971,55,VG-VGEX,2020-09-09,4,3.94
Steve Carlton,1971,55,VG-VGEX,2020-09-08,7,3.28
Steve Carlton,1971,55,EX-EXMINT,2020-09-06,8,8.5
Steve Carlton,1971,55,NR-MINT,2020-09-05,10,17.5
Steve Carlton,1971,55,VG-VGEX (minimum size),2020-09-04,4,5.5
Steve Carlton,1971,55,VG-VGEX (minimum size),2020-09-04,3,2.76
Steve Carlton,1971,55,LOW GRADE,2020-09-04,5,2.46
Steve Carlton,1971,55,LOW GRADE (crease),2020-09-04,3,2
Steve Carlton,1971,55,EX-EXMINT (minimum size),2020-09-04,3,3.01
Steve Carlton,1971,55,VG-VGEX,2020-08-31,3,1.8
Steve Carlton,1971,55,EX-EXMINT,2020-08-29,13,11.1
Steve Carlton,1971,55,EX-EXMINT,2020-08-25,8,16.39
Steve Carlton,1971,55,EX-EXMINT,2020-08-22,14,10.51
Steve Carlton,1971,55,VG-VGEX (crease),2020-08-21,7,2.4
Steve Carlton,1971,55,VG-VGEX,2020-08-19,8,5.9
Steve Carlton,1971,55,VG-VGEX,2020-08-15,4,4.05
Steve Carlton,1971,55,VG-VGEX (minimum size),2020-08-14,5,6.75
Steve Carlton,1971,55,LOW GRADE (filler),2020-08-14,4,3.13
Steve Carlton,1971,55,VG-VGEX,2020-08-10,5,6.75
Steve Carlton,1971,55,EX-EXMINT,2020-08-04,8,17.5
Steve Carlton,1971,55,VG-VGEX (wrinkle),2020-07-31,3,2.7
Steve Carlton,1971,55,LOW GRADE,2020-07-31,5,2.76
Steve Carlton,1971,55,LOW GRADE (crease),2020-07-31,2,1.28
Tom Seaver,1971,160,NR-MINT,2020-10-28,20,54.56
Tom Seaver,1971,160,NR-MINT,2020-10-25,24,66
Tom Seaver,1971,160,EX-EXMINT,2020-10-24,13,30
Tom Seaver,1971,160,LOW GRADE,2020-10-23,3,2.66
Tom Seaver,1971,160,LOW GRADE,2020-10-23,5,3.25
Tom Seaver,1971,160,LOW GRADE,2020-10-23,5,3.05
Tom Seaver,1971,160,EX-EXMINT,2020-10-22,12,29.89
Tom Seaver,1971,160,NR-MINT,2020-10-19,13,96
Tom Seaver,1971,160,LOW GRADE,2020-10-16,10,3.37
Tom Seaver,1971,160,VG-VGEX,2020-10-10,22,11.61
Tom Seaver,1971,160,VG-VGEX,2020-10-06,23,16.5
Tom Seaver,1971,160,VG-VGEX,2020-10-02,7,7.5
Tom Seaver,1971,160,VG-VGEX,2020-10-02,5,4.35
Tom Seaver,1971,160,VG-VGEX,2020-10-02,9,8.5
Tom Seaver,1971,160,VG-VGEX,2020-10-02,9,4.6
Tom Seaver,1971,160,VG-VGEX,2020-10-02,8,4.5
Tom Seaver,1971,160,VG-VGEX (crease),2020-10-02,7,4.35
Tom Seaver,1971,160,VG-VGEX,2020-09-29,10,8.5
Tom Seaver,1971,160,EX-EXMINT,2020-09-26,17,26.14
Tom Seaver,1971,160,VG-VGEX (crease),2020-09-25,7,3.86
Tom Seaver,1971,160,VG-VGEX (wrinkle),2020-09-25,7,8.5
Tom Seaver,1971,160,VG-VGEX (wrinkle),2020-09-25,6,4.25
Tom Seaver,1971,160,VG-VGEX (crease),2020-09-25,7,5.5
Tom Seaver,1971,160,VG-VGEX (crease),2020-09-25,6,3.25
Tom Seaver,1971,160,NR-MINT,2020-09-23,15,46
Tom Seaver,1971,160,EX-EXMINT,2020-09-14,15,18.5
Tom Seaver,1971,160,NR-MINT,2020-09-12,17,81.01
Tom Seaver,1971,160,VG-VGEX (wrinkle),2020-09-11,10,6.03
Tom Seaver,1971,160,LOW GRADE,2020-09-11,6,3
Tom Seaver,1971,160,LOW GRADE,2020-09-11,6,3.42
Tom Seaver,1971,160,VG-VGEX,2020-09-10,7,8.19
Tom Seaver,1971,160,VG-VGEX,2020-09-08,7,7.5
Tom Seaver,1971,160,VG-VGEX,2020-09-06,7,5
Tom Seaver,1971,160,VG-VGEX,2020-09-05,4,5.5
Tom Seaver,1971,160,LOW GRADE (crease) (paper loss),2020-09-04,4,4
Tom Seaver,1971,160,VG-VGEX,2020-09-02,12,22.5
Tom Seaver,1971,160,VG-VGEX,2020-08-31,4,9.03
Tom Seaver,1971,160,EX-EXMINT,2020-08-29,14,30
Tom Seaver,1971,160,EX-EXMINT,2020-08-25,8,18.65
Tom Seaver,1971,160,EX-EXMINT,2020-08-22,8,13.76
Tom Seaver,1971,160,VG-VGEX,2020-08-21,7,9.5
Tom Seaver,1971,160,VG-VGEX,2020-08-21,5,6.06
Tom Seaver,1971,160,VG-VGEX,2020-08-21,5,5.51
Tom Seaver,1971,160,VG-VGEX,2020-08-21,6,6.5
Tom Seaver,1971,160,VG-VGEX,2020-08-21,8,7.5
Tom Seaver,1971,160,NR-MINT,2020-08-20,17,65.08
Tom Seaver,1971,160,EX-EXMINT,2020-08-19,9,22.72
Tom Seaver,1971,160,EX-EXMINT,2020-08-15,4,7.19
Tom Seaver,1971,160,EX-EXMINT (minimum size),2020-08-14,8,11.27
Tom Seaver,1971,160,EX-EXMINT,2020-08-10,10,24.5
Tom Seaver,1971,160,EX-EXMINT,2020-08-04,14,56
Al Kaline,1971,180,NR-MINT,2020-10-25,18,53.74
Al Kaline,1971,180,VG-VGEX,2020-10-24,4,3.58
Al Kaline,1971,180,LOW GRADE,2020-10-23,5,4.25
Al Kaline,1971,180,LOW GRADE,2020-10-23,3,2.89
Al Kaline,1971,180,LOW GRADE (crease),2020-10-23,4,2.83
Al Kaline,1971,180,VG-VGEX,2020-10-22,4,4.58
Al Kaline,1971,180,EX-EXMINT,2020-10-19,9,10.5
Al Kaline,1971,180,NR-MINT,2020-10-07,10,29
Al Kaline,1971,180,NR-MINT,2020-10-06,12,39
Al Kaline,1971,180,VG-VGEX (wrinkle),2020-10-02,6,3.35
Al Kaline,1971,180,NR-MINT,2020-09-26,7,26
Al Kaline,1971,180,VG-VGEX (wrinkle),2020-09-25,5,2.35
Al Kaline,1971,180,VG-VGEX (crease),2020-09-25,3,2.35
Al Kaline,1971,180,LOW GRADE,2020-09-25,4,2.15
Al Kaline,1971,180,LOW GRADE (crease),2020-09-25,5,2.95
Al Kaline,1971,180,VG-VGEX,2020-09-23,6,5.76
Al Kaline,1971,180,VG-VGEX,2020-09-17,6,4.36
Al Kaline,1971,180,VG-VGEX,2020-09-10,5,2.58
Al Kaline,1971,180,VG-VGEX,2020-09-09,5,4.18
Al Kaline,1971,180,VG-VGEX,2020-09-08,5,4.69
Al Kaline,1971,180,VG-VGEX,2020-09-06,4,3.58
Al Kaline,1971,180,EX-EXMINT,2020-09-05,8,18.5
Al Kaline,1971,180,LOW GRADE (filler),2020-09-04,4,2.35
Al Kaline,1971,180,VG-VGEX (minimum size),2020-09-04,3,2.35
Al Kaline,1971,180,VG-VGEX,2020-09-02,5,3.34
Al Kaline,1971,180,VG-VGEX,2020-08-31,7,4.01
Al Kaline,1971,180,LOW GRADE (filler),2020-08-28,4,2.35
Al Kaline,1971,180,EX-EXMINT,2020-08-22,8,11.5
Al Kaline,1971,180,VG-VGEX,2020-08-21,6,3.88
Al Kaline,1971,180,VG-VGEX,2020-08-21,5,3.8
Al Kaline,1971,180,VG-VGEX,2020-08-21,3,4.25
Al Kaline,1971,180,VG-VGEX,2020-08-21,4,4
Al Kaline,1971,180,LOW GRADE (crease),2020-08-21,3,2.35
Al Kaline,1971,180,EX-EXMINT,2020-08-20,8,11
Al Kaline,1971,180,EX-EXMINT,2020-08-19,7,5.44
Al Kaline,1971,180,EX-EXMINT,2020-08-15,10,8
Al Kaline,1971,180,VG-VGEX (wrinkle),2020-08-14,3,2.76
Al Kaline,1971,180,VG-VGEX (minimum size),2020-08-14,3,2.76
Al Kaline,1971,180,LOW GRADE (filler),2020-08-14,4,3.24
Al Kaline,1971,180,LOW GRADE (crease),2020-08-14,4,3.25
Al Kaline,1971,180,EX-EXMINT (minimum size),2020-08-14,8,9.5
Al Kaline,1971,180,EX-EXMINT,2020-08-10,8,14.5
Al Kaline,1971,180,LOW GRADE,2020-08-07,3,2.76
Al Kaline,1971,180,EX-EXMINT,2020-08-04,8,8.5
Al Kaline,1971,180,LOW GRADE (crease),2020-07-31,4,2.41
Rod Carew,1971,210,NR-MINT,2020-10-28,11,66
Rod Carew,1971,210,NR-MINT,2020-10-25,10,46
Rod Carew,1971,210,VG-VGEX,2020-10-24,13,5.5
Rod Carew,1971,210,VG-VGEX (wrinkle),2020-10-23,4,2.25
Rod Carew,1971,210,LOW GRADE (crease),2020-10-23,3,1.79
Rod Carew,1971,210,EX-EXMINT,2020-10-22,25,12.15
Rod Carew,1971,210,LOW GRADE,2020-10-16,4,2.44
Rod Carew,1971,210,VG-VGEX,2020-10-11,7,4.39
Rod Carew,1971,210,EX-EXMINT,2020-10-10,5,7.05
Rod Carew,1971,210,EX-EXMINT,2020-10-06,8,31.87
Rod Carew,1971,210,VG-VGEX,2020-10-02,4,2.5
Rod Carew,1971,210,VG-VGEX,2020-10-02,6,3.02
Rod Carew,1971,210,VG-VGEX,2020-10-02,6,3.58
Rod Carew,1971,210,VG-VGEX,2020-10-02,5,5.05
