2002,99, Tony Gwynn
2002,545, Pat Burrell
2002,455, Barry Zito
1998,176,  Jason Giambi
1999,324,  Jason Giambi
1999,204,  Kerry Wood HL
1999,446,  Kerry Wood SK
2002,243,       Torii Hunter
1999,352, Miguel Tejada
2002,585, Miguel Tejada
1998,497,   Tony Saunders
1999,84,     Mike Caruso
1999,110,      Ben Grieve
1999,155, Magglio Ordonez
1999,391,     Bobby Smith
1999,417,    Miguel Cairo
1999,419,   Jesus Sanchez
