name,year,number,price,own,last_name
Whitey Ford,1954,37,114,0,Ford
Yogi Berra,1954,50,206,0,Berra
Harmon Killebrew,1955,124,282,0,Killebrew
Eddie Mathews,1955,155,44,0,Mathews
Yogi Berra,1955,198,100,0,Berra
Duke Snider,1955,210,200,0,Snider
Roy Campanella,1956,101,65,0,Campanella
Robin Roberts,1956,180,12.5,0,Roberts
Early Wynn,1956,187,16,0,Wynn
Whitey Ford,1956,240,77.75,0,Ford
Bob Lemon,1956,255,15,0,Lemon
Luis Aparicio,1956,292,60,0,Aparicio
Hoyt Wilhelm,1956,307,19,0,Wilhelm
Eddie Mathews,1956,107b,48,0,Mathews
Yogi Berra,1956,110b,83,0,Berra
Duke Snider,1956,150b,35.25,0,Snider
Harmon Killebrew,1956,164a,28,0,Killebrew
Yogi Berra,1957,2,200,0,Berra
Luis Aparicio,1957,7,19,0,Aparicio
Robin Roberts,1957,15,12,0,Roberts
Don Drysdale,1957,18,145,0,Drysdale
Whitey Ford,1957,25,74,0,Ford
Early Wynn,1957,40,16,0,Wynn
Bob Lemon,1957,120,10,0,Lemon
Duke Snider,1957,170,72,0,Snider
Hoyt Wilhelm,1957,203,14,0,Wilhelm
Roy Campanella,1957,210,76,0,Campanella
Eddie Mathews,1957,250,25,0,Mathews
Bob Lemon,1958,2,5,0,Lemon
Don Drysdale,1958,25,35,0,Drysdale
Luis Aparicio,1958,85,6,0,Aparicio
Duke Snider,1958,88,39.5,0,Snider
Robin Roberts,1958,90,9,0,Roberts
Early Wynn,1958,100,5.59,0,Wynn
Harmon Killebrew,1958,288,30,0,Killebrew
Whitey Ford,1958,320,34,0,Ford
Hoyt Wilhelm,1958,324,7,0,Wilhelm
Yogi Berra,1958,370,70,0,Berra
Eddie Mathews,1958,440,40,0,Mathews
Duke Snider,1959,20,12.5,0,Snider
Yogi Berra,1959,180,25,0,Berra
Early Wynn,1959,260,4,0,Wynn
Luis Aparicio,1959,310,6.38,0,Aparicio
Hoyt Wilhelm,1959,349,2.99,0,Wilhelm
Robin Roberts,1959,352,8,0,Roberts
Don Drysdale,1959,387,22.6,0,Drysdale
Whitey Ford,1959,430,36,0,Ford
Eddie Mathews,1959,450,18,0,Mathews
Harmon Killebrew,1959,515,16,0,Killebrew
Early Wynn,1960,1,7,0,Wynn
Whitey Ford,1960,35,20,0,Ford
Harmon Killebrew,1960,210,21,0,Killebrew
Luis Aparicio,1960,240,6,0,Aparicio
Robin Roberts,1960,264,6,0,Roberts
Hoyt Wilhelm,1960,395,6,0,Wilhelm
Eddie Mathews,1960,420,18,0,Mathews
Don Drysdale,1960,475,15,0,Drysdale
Yogi Berra,1960,480,40,0,Berra
Duke Snider,1960,493,20,0,Snider
Eddie Mathews,1960,558,22,0,Mathews
Robin Roberts,1961,20,2.5,0,Roberts
Harmon Killebrew,1961,80,9.9,0,Killebrew
Eddie Mathews,1961,120,12,0,Mathews
Billy Williams,1961,141,32.5,0,Williams
Whitey Ford,1961,160,20,0,Ford
Don Drysdale,1961,260,14,0,Drysdale
Juan Marichal,1961,417,45,0,Marichal
Yogi Berra,1961,425,53,0,Berra
Luis Aparicio,1961,440,5.65,0,Aparicio
Duke Snider,1961,443,11.86,0,Snider
Early Wynn,1961,455,5,0,Wynn
Hoyt Wilhelm,1961,545,34,0,Wilhelm
Eddie Mathews,1962,30,15,0,Mathews
Harmon Killebrew,1962,70,12,0,Killebrew
Gaylord Perry,1962,199,71.65,0,Perry
Robin Roberts,1962,243,9.25,0,Roberts
Billy Williams,1962,288,16.25,0,Williams
Whitey Ford,1962,310,20,0,Ford
Luis Aparicio,1962,325,9,0,Aparicio
Don Drysdale,1962,340,21,0,Drysdale
Yogi Berra,1962,360,23,0,Berra
Early Wynn,1962,385,8,0,Wynn
Duke Snider,1962,500,40,0,Snider
Juan Marichal,1962,505,12,0,Marichal
Hoyt Wilhelm,1962,545,11,0,Wilhelm
Hoyt Wilhelm,1963,108,5,0,Wilhelm
Robin Roberts,1963,125,4,0,Roberts
Gaylord Perry,1963,169,10,0,Perry
Luis Aparicio,1963,205,5,0,Aparicio
Eddie Mathews,1963,275,15,0,Mathews
Yogi Berra,1963,340,31,0,Berra
Billy Williams,1963,353,5.75,0,Williams
Don Drysdale,1963,360,21.5,0,Drysdale
Juan Marichal,1963,440,5.75,0,Marichal
Whitey Ford,1963,446,37,0,Ford
Harmon Killebrew,1963,500,95,0,Killebrew
Duke Snider,1963,550,16,0,Snider
Hoyt Wilhelm,1964,13,4.13,0,Wilhelm
Eddie Mathews,1964,35,5,0,Mathews
Don Drysdale,1964,120,6.6,0,Drysdale
Duke Snider,1964,155,19,0,Snider
Billy Williams,1964,175,6.36,0,Williams
Harmon Killebrew,1964,177,14.05,0,Killebrew
Juan Marichal,1964,280,5,0,Marichal
Robin Roberts,1964,285,4,0,Roberts
Whitey Ford,1964,380,24.94,0,Ford
Gaylord Perry,1964,468,25,0,Perry
Luis Aparicio,1964,540,7.75,0,Aparicio
Phil Niekro,1964,541,43.75,0,Niekro
Robin Roberts,1965,15,5,0,Roberts
Juan Marichal,1965,50,6.75,0,Marichal
Gaylord Perry,1965,193,6,0,Perry
Billy Williams,1965,220,4,0,Williams
Don Drysdale,1965,260,13,0,Drysdale
Hoyt Wilhelm,1965,276,3.25,0,Wilhelm
Whitey Ford,1965,330,20,0,Ford
Harmon Killebrew,1965,400,26,0,Killebrew
Luis Aparicio,1965,410,10,0,Aparicio
Phil Niekro,1965,461,26,0,Niekro
Eddie Mathews,1965,500,6,0,Mathews
Catfish Hunter,1965,526,45,0,Hunter
Tony Perez,1965,581,43,0,Perez
Phil Niekro,1966,28,4.92,0,Niekro
Catfish Hunter,1966,36,8.84,0,Hunter
Tony Perez,1966,72,15.5,0,Perez
Luis Aparicio,1966,90,1,0,Aparicio
Harmon Killebrew,1966,120,7,0,Killebrew
Whitey Ford,1966,160,17,0,Ford
Eddie Mathews,1966,200,7.91,0,Mathews
Fergie Jenkins,1966,254,20.28,0,Jenkins
Don Sutton,1966,288,20,0,Sutton
Juan Marichal,1966,420,3,0,Marichal
Don Drysdale,1966,430,15.02,0,Drysdale
Hoyt Wilhelm,1966,510,5,0,Wilhelm
Robin Roberts,1966,530,30,0,Roberts
Billy Williams,1966,580,46,0,Williams
Gaylord Perry,1966,598,160,0,Perry
Whitey Ford,1967,5,8.83,0,Ford
Don Drysdale,1967,55,11.3,0,Drysdale
Luis Aparicio,1967,60,2,0,Aparicio
Eddie Mathews,1967,166,7,0,Mathews
Billy Williams,1967,315,4,0,Williams
Gaylord Perry,1967,320,30,0,Perry
Fergie Jenkins,1967,333,17.46,0,Jenkins
Catfish Hunter,1967,369,6,0,Hunter
Hoyt Wilhelm,1967,422,5,0,Wilhelm
Don Sutton,1967,445,7.5,0,Sutton
Phil Niekro,1967,456,5.5,0,Niekro
Harmon Killebrew,1967,460,38.55,0,Killebrew
Tony Perez,1967,476,33.57,0,Perez
Juan Marichal,1967,500,18,0,Marichal
Billy Williams,1968,37,5,0,Williams
Eddie Mathews,1968,58,4.25,0,Mathews
Gaylord Perry,1968,85,2,0,Perry
Don Sutton,1968,103,2,0,Sutton
Tony Perez,1968,130,1.75,0,Perez
Don Drysdale,1968,145,4,0,Drysdale
Juan Marichal,1968,205,2,0,Marichal
Harmon Killebrew,1968,220,4,0,Killebrew
Phil Niekro,1968,257,30,0,Niekro
Luis Aparicio,1968,310,2.25,0,Aparicio
Hoyt Wilhelm,1968,350,3,0,Wilhelm
Catfish Hunter,1968,385,27,0,Hunter
Fergie Jenkins,1968,410,3.5,0,Jenkins
Luis Aparicio,1969,75,1.25,0,Aparicio
Don Sutton,1969,216,1.5,0,Sutton
Catfish Hunter,1969,235,2.5,0,Hunter
Tony Perez,1969,295,3.25,0,Perez
Phil Niekro,1969,355,5,0,Niekro
Juan Marichal,1969,370,3.5,0,Marichal
Harmon Killebrew,1969,375,6,0,Killebrew
Don Drysdale,1969,400,15,0,Drysdale
Billy Williams,1969,450,4,0,Williams
Gaylord Perry,1969,485,2.25,0,Perry
Hoyt Wilhelm,1969,565,3,0,Wilhelm
Rollie Fingers,1969,597,25,0,Fingers
Fergie Jenkins,1969,640,14,0,Jenkins
Hoyt Wilhelm,1970,17,1.5,0,Wilhelm
Harmon Killebrew,1970,150,2.5,0,Killebrew
Phil Niekro,1970,160,1,0,Niekro
Billy Williams,1970,170,3,0,Williams
Juan Marichal,1970,210,1.43,0,Marichal
Fergie Jenkins,1970,240,6.7,0,Jenkins
Luis Aparicio,1970,315,4,0,Aparicio
Tony Perez,1970,380,4.49,0,Perez
Rollie Fingers,1970,502,5,0,Fingers
Gaylord Perry,1970,560,7,0,Perry
Catfish Hunter,1970,565,9,0,Hunter
Don Sutton,1970,622,5,0,Sutton
Bert Blyleven,1971,26,4.99,0,Blyleven
Phil Niekro,1971,30,9.05,0,Niekro
Catfish Hunter,1971,45,5.5,0,Hunter
Gaylord Perry,1971,140,1.5,0,Perry
Hoyt Wilhelm,1971,248,1,0,Wilhelm
Fergie Jenkins,1971,280,2,0,Jenkins
Juan Marichal,1971,325,5,0,Marichal
Billy Williams,1971,350,1.5,0,Williams
Don Sutton,1971,361,3,0,Sutton
Rollie Fingers,1971,384,1.5,0,Fingers
Harmon Killebrew,1971,550,7.5,0,Killebrew
Tony Perez,1971,580,10,0,Perez
Luis Aparicio,1971,740,21,0,Aparicio
Harmon Killebrew,1972,51,5.04,0,Killebrew
Carlton Fisk,1972,79,13.48,0,Fisk
Tony Perez,1972,80,1.75,0,Perez
Rollie Fingers,1972,241,1.25,0,Fingers
Gaylord Perry,1972,285,2,0,Perry
Luis Aparicio,1972,313,2.5,0,Aparicio
Catfish Hunter,1972,330,3,0,Hunter
Fergie Jenkins,1972,410,2.5,0,Jenkins
Billy Williams,1972,439,3,0,Williams
Bert Blyleven,1972,515,1.5,0,Blyleven
Don Sutton,1972,530,5,0,Sutton
Juan Marichal,1972,567,6,0,Marichal
Phil Niekro,1972,620,5,0,Niekro
Hoyt Wilhelm,1972,777,18.58,0,Wilhelm
Don Sutton,1973,10,1.9,0,Sutton
Rollie Fingers,1973,84,1.36,0,Fingers
Luis Aparicio,1973,165,1,0,Aparicio
Harmon Killebrew,1973,170,2,0,Killebrew
Rich Gossage,1973,174,4,0,Gossage
Fergie Jenkins,1973,180,3.5,0,Jenkins
Carlton Fisk,1973,193,4,0,Fisk
Bert Blyleven,1973,199,1,0,Blyleven
Billy Williams,1973,200,1.25,0,Williams
Catfish Hunter,1973,235,2,0,Hunter
Tony Perez,1973,275,1.5,0,Perez
Catfish Hunter,1973,344,0.75,0,Hunter
Gaylord Perry,1973,400,1,0,Perry
Juan Marichal,1973,480,5,0,Marichal
Phil Niekro,1973,503,3,0,Niekro
Catfish Hunter,1974,7,2,0,Hunter
Phil Niekro,1974,29,1.5,0,Niekro
Gaylord Perry,1974,35,1.75,0,Perry
Luis Aparicio,1974,61,1.45,0,Aparicio
Fergie Jenkins,1974,87,1.25,0,Jenkins
Bert Blyleven,1974,98,1.03,0,Blyleven
Carlton Fisk,1974,105,9,0,Fisk
Billy Williams,1974,110,2.08,0,Williams
Rollie Fingers,1974,212,1.25,0,Fingers
Don Sutton,1974,220,1.5,0,Sutton
Tony Perez,1974,230,2.25,0,Perez
Juan Marichal,1974,330,1.5,0,Marichal
Harmon Killebrew,1974,400,3.25,0,Killebrew
Rich Gossage,1974,542,0.75,0,Gossage
Rollie Fingers,1975,21,2.65,0,Fingers
Bert Blyleven,1975,30,1.99,0,Blyleven
Fergie Jenkins,1975,60,1.27,0,Jenkins
Carlton Fisk,1975,80,6,0,Fisk
Phil Niekro,1975,130,1,0,Niekro
Don Sutton,1975,220,1,0,Sutton
Catfish Hunter,1975,230,3.15,0,Hunter
Gaylord Perry,1975,530,1,0,Perry
Billy Williams,1975,545,1.75,0,Williams
Rich Gossage,1975,554,1.25,0,Gossage
Tony Perez,1975,560,2.25,0,Perez
Jim Rice,1975,616,6,0,Rice
Gary Carter,1975,620,8,0,Carter
Harmon Killebrew,1975,640,3.5,0,Killebrew
Gaylord Perry,1976,55,1.5,0,Perry
Catfish Hunter,1976,100,2.25,0,Hunter
Rich Gossage,1976,180,1.03,0,Gossage
Bert Blyleven,1976,235,0.99,0,Blyleven
Fergie Jenkins,1976,250,2.5,0,Jenkins
Tony Perez,1976,325,1.43,0,Perez
Jim Rice,1976,340,2.75,0,Rice
Carlton Fisk,1976,365,3,0,Fisk
Rollie Fingers,1976,405,1.75,0,Fingers
Phil Niekro,1976,435,1.5,0,Niekro
Gary Carter,1976,441,2.95,0,Carter
Billy Williams,1976,525,1.55,0,Williams
Don Sutton,1976,530,2.11,0,Sutton
Jim Rice,1977,60,1.75,0,Rice
Bruce Sutter,1977,144,4,0,Sutter
Gaylord Perry,1977,152,2.5,0,Perry
Catfish Hunter,1977,280,1.5,0,Hunter
Gary Carter,1977,295,1.75,0,Carter
Rich Gossage,1977,319,0.99,0,Gossage
Fergie Jenkins,1977,430,1.7,0,Jenkins
Andre Dawson,1977,473,13.72,0,Dawson
Rollie Fingers,1977,523,2.05,0,Fingers
Phil Niekro,1977,615,1,0,Niekro
Don Sutton,1977,620,2,0,Sutton
Bert Blyleven,1977,630,0.45,0,Blyleven
Carlton Fisk,1977,640,5,0,Fisk
Tony Perez,1977,655,1.5,0,Perez
Phil Niekro,1978,10,1.75,0,Niekro
Tony Perez,1978,15,0.75,0,Perez
Rich Gossage,1978,70,0.75,0,Gossage
Andre Dawson,1978,72,7,0,Dawson
Gary Carter,1978,120,2.5,0,Carter
Bert Blyleven,1978,131,1.15,0,Blyleven
Rollie Fingers,1978,140,0.75,0,Fingers
Carlton Fisk,1978,270,2,0,Fisk
Don Sutton,1978,310,1.95,0,Sutton
Bruce Sutter,1978,325,2.48,0,Sutter
Catfish Hunter,1978,460,1,0,Hunter
Jim Rice,1978,670,1.25,0,Rice
Gaylord Perry,1978,686,1.95,0,Perry
Fergie Jenkins,1978,720,1.5,0,Jenkins
Don Sutton,1979,170,1.35,0,Sutton
Rich Gossage,1979,225,1.85,0,Gossage
Bert Blyleven,1979,308,1.23,0,Blyleven
Gaylord Perry,1979,321,2,0,Perry
Andre Dawson,1979,348,1.25,0,Dawson
Rollie Fingers,1979,390,0.75,0,Fingers
Jim Rice,1979,400,0.8,0,Rice
Bruce Sutter,1979,457,1.79,0,Sutter
Tony Perez,1979,495,2.05,0,Perez
Gary Carter,1979,520,2,0,Carter
Fergie Jenkins,1979,544,1.5,0,Jenkins
Phil Niekro,1979,595,0.65,0,Niekro
Catfish Hunter,1979,670,1,0,Hunter
Carlton Fisk,1979,680,1.7,0,Fisk
Bruce Sutter,1980,17,1.5,0,Sutter
Carlton Fisk,1980,40,2.5,0,Fisk
Gary Carter,1980,70,1.5,0,Carter
Tony Perez,1980,125,0.65,0,Perez
Rich Gossage,1980,140,0.7,0,Gossage
Jim Rice,1980,200,0.9,0,Rice
Andre Dawson,1980,235,4.25,0,Dawson
Phil Niekro,1980,245,0.73,0,Niekro
Gaylord Perry,1980,280,0.7,0,Perry
Fergie Jenkins,1980,390,0.59,0,Jenkins
Don Sutton,1980,440,0.59,0,Sutton
Bert Blyleven,1980,457,0.45,0,Blyleven
Rollie Fingers,1980,651,0.75,0,Fingers
Andre Dawson,1981,125,0.55,0,Dawson
Fergie Jenkins,1981,158,0.4,0,Jenkins
Rollie Fingers,1981,229,0.45,0,Fingers
Phil Niekro,1981,387,0.35,0,Niekro
Rich Gossage,1981,460,0.15,0,Gossage
Tim Raines,1981,479,2.99,0,Raines
Carlton Fisk,1981,480,1.5,0,Fisk
Jim Rice,1981,500,0.39,0,Rice
Bert Blyleven,1981,554,0.4,0,Blyleven
Tony Perez,1981,575,0.6,0,Perez
Gaylord Perry,1981,582,0.42,0,Perry
Bruce Sutter,1981,590,0.58,0,Sutter
Don Sutton,1981,605,0.4,0,Sutton
Gary Carter,1981,660,0.75,0,Carter
Tim Raines,1982,70,0.45,0,Raines
Carlton Fisk,1982,110,0.25,0,Fisk
Gaylord Perry,1982,115,0.3,0,Perry
Phil Niekro,1982,185,0.4,0,Niekro
Tony Perez,1982,255,0.32,0,Perez
Bruce Sutter,1982,260,0.47,0,Sutter
Don Sutton,1982,305,0.35,0,Sutton
Andre Dawson,1982,540,0.38,0,Dawson
Rollie Fingers,1982,585,0.5,0,Fingers
Fergie Jenkins,1982,624,0.38,0,Jenkins
Bert Blyleven,1982,685,0.36,0,Blyleven
Gary Carter,1982,730,1.05,0,Carter
Jim Rice,1982,750,0.25,0,Rice
Rich Gossage,1982,770,0.25,0,Gossage
Carlton Fisk,1983,20,0.45,0,Fisk
Jim Rice,1983,30,0.75,0,Rice
Rollie Fingers,1983,35,0.15,0,Fingers
Ryne Sandberg,1983,83,6,0,Sandberg
Don Sutton,1983,145,0.3,0,Sutton
Bruce Sutter,1983,150,0.44,0,Sutter
Fergie Jenkins,1983,230,0.3,0,Jenkins
Rich Gossage,1983,240,0.3,0,Gossage
Bert Blyleven,1983,280,0.3,0,Blyleven
Gary Carter,1983,370,0.3,0,Carter
Phil Niekro,1983,410,0.5,0,Niekro
Gaylord Perry,1983,463,0.3,0,Perry
Tim Raines,1983,595,0.85,0,Raines
Andre Dawson,1983,680,0.7,0,Dawson
Tony Perez,1983,715,1.09,0,Perez
Don Sutton,1984,35,0.25,0,Sutton
Andre Dawson,1984,200,0.85,0,Dawson
Tim Raines,1984,370,0.75,0,Raines
Tony Perez,1984,385,0.4,0,Perez
Gary Carter,1984,450,1.08,0,Carter
Fergie Jenkins,1984,483,0.7,0,Jenkins
Rollie Fingers,1984,495,0.25,0,Fingers
Jim Rice,1984,550,0.7,0,Rice
Carlton Fisk,1984,560,0.75,0,Fisk
Ryne Sandberg,1984,596,3,0,Sandberg
Phil Niekro,1984,650,0.3,0,Niekro
Rich Gossage,1984,670,0.25,0,Gossage
Bruce Sutter,1984,730,0.22,0,Sutter
Bert Blyleven,1984,789,0.25,0,Blyleven
Phil Niekro,1985,40,0.75,0,Niekro
Rich Gossage,1985,90,0.7,0,Gossage
Jim Rice,1985,150,0.85,0,Rice
Gary Carter,1985,230,0.85,0,Carter
Bert Blyleven,1985,355,0.17,0,Blyleven
Bruce Sutter,1985,370,0.35,0,Sutter
Andre Dawson,1985,420,0.75,0,Dawson
Ryne Sandberg,1985,460,1.25,0,Sandberg
Tim Raines,1985,630,0.75,0,Raines
Tony Perez,1985,675,0.4,0,Perez
Don Sutton,1985,729,0.23,0,Sutton
Rollie Fingers,1985,750,0.45,0,Fingers
Carlton Fisk,1985,770,1,0,Fisk
Tony Perez,1986,85,0.4,0,Perez
Gary Carter,1986,170,0.85,0,Carter
Rollie Fingers,1986,185,0.4,0,Fingers
Tim Raines,1986,280,0.75,0,Raines
Carlton Fisk,1986,290,0.75,0,Fisk
Jim Rice,1986,320,0.45,0,Rice
Don Sutton,1986,335,0.15,0,Sutton
Bert Blyleven,1986,445,0.35,0,Blyleven
Rich Gossage,1986,530,0.35,0,Gossage
Bruce Sutter,1986,620,0.45,0,Sutter
Ryne Sandberg,1986,690,1.1,0,Sandberg
Andre Dawson,1986,760,0.7,0,Dawson
Phil Niekro,1986,790,0.35,0,Niekro
Gary Carter,1987,20,0.7,0,Carter
Bert Blyleven,1987,25,0.06,0,Blyleven
Tim Raines,1987,30,0.75,0,Raines
Andre Dawson,1987,345,0.7,0,Dawson
Rich Gossage,1987,380,0.5,0,Gossage
Bruce Sutter,1987,435,0.1,0,Sutter
Jim Rice,1987,480,0.55,0,Rice
Barry Larkin,1987,648,2.5,0,Larkin
Don Sutton,1987,673,0.52,0,Sutton
Ryne Sandberg,1987,680,0.15,0,Sandberg
Phil Niekro,1987,694,0.7,0,Niekro
Carlton Fisk,1987,756,0.99,0,Fisk
Phil Rizzuto,1952,11,46,0,Rizzuto
Enos Slaughter,1952,65,47,0,Slaughter
Red Schoendienst,1952,91,65,0,Schoendienst
Johnny Mize,1952,129,80,0,Mize
Richie Ashburn,1952,216,167,0,Ashburn
Larry Doby,1952,243,62,0,Doby
George Kell,1952,246,58,0,Kell
Pee Wee Reese,1952,333,250,0,Reese
Enos Slaughter,1953,41,18,0,Slaughter
Pee Wee Reese,1953,76,65,0,Reese
Johnny Mize,1953,77,40,0,Mize
Red Schoendienst,1953,78,45,0,Schoendienst
Phil Rizzuto,1953,114,94.5,0,Rizzuto
George Kell,1953,138,40,0,Kell
Hal Newhouser,1953,228,116,0,Newhouser
Phil Rizzuto,1954,17,61,0,Rizzuto
Richie Ashburn,1954,45,46,0,Ashburn
Larry Doby,1954,70,22,0,Doby
Hal Newhouser,1955,24,6,0,Newhouser
Phil Rizzuto,1955,189,103,0,Rizzuto
Enos Slaughter,1956,109,15,0,Slaughter
George Kell,1956,195,13.25,0,Kell
Larry Doby,1956,250,14.5,0,Doby
Pee Wee Reese,1956,260,81,0,Reese
Phil Rizzuto,1956,113b,70,0,Rizzuto
Nellie Fox,1956,118b,23,0,Fox
Richie Ashburn,1956,120b,33,0,Ashburn
Red Schoendienst,1956,165b,18,0,Schoendienst
Bill Mazeroski,1957,24,55,0,Mazeroski
Pee Wee Reese,1957,30,56,0,Reese
Nellie Fox,1957,38,32.06,0,Fox
Richie Ashburn,1957,70,10,0,Ashburn
Larry Doby,1957,85,10.75,0,Doby
Red Schoendienst,1957,154,9.5,0,Schoendienst
Enos Slaughter,1957,215,8,0,Slaughter
George Kell,1957,230,7,0,Kell
Jim Bunning,1957,338,90,0,Bunning
George Kell,1958,40,7.5,0,Kell
Jim Bunning,1958,115,4,0,Bunning
Enos Slaughter,1958,142,12,0,Slaughter
Red Schoendienst,1958,190,8.25,0,Schoendienst
Richie Ashburn,1958,230,9,0,Ashburn
Bill Mazeroski,1958,238,10,0,Mazeroski
Orlando Cepeda,1958,343,25,0,Cepeda
Pee Wee Reese,1958,375,22.5,0,Reese
Nellie Fox,1958,400,16.95,0,Fox
Larry Doby,1958,424,7,0,Doby
Nellie Fox,1959,30,10.8,0,Fox
Jim Bunning,1959,149,6,0,Bunning
Enos Slaughter,1959,155,4,0,Slaughter
Richie Ashburn,1959,300,15,0,Ashburn
Orlando Cepeda,1959,390,10,0,Cepeda
Bill Mazeroski,1959,415,3,0,Mazeroski
Larry Doby,1959,455,5,0,Doby
Red Schoendienst,1959,480,4.5,0,Schoendienst
Bill Mazeroski,1960,55,6,0,Mazeroski
Nellie Fox,1960,100,4.5,0,Fox
Richie Ashburn,1960,305,8,0,Ashburn
Red Schoendienst,1960,335,4.37,0,Schoendienst
Orlando Cepeda,1960,450,10,0,Cepeda
Jim Bunning,1960,502,16,0,Bunning
Nellie Fox,1961,30,5,0,Fox
Ron Santo,1961,35,12,0,Santo
Richie Ashburn,1961,88,6,0,Ashburn
Bill Mazeroski,1961,430,11,0,Mazeroski
Orlando Cepeda,1961,435,9,0,Cepeda
Jim Bunning,1961,490,7,0,Bunning
Red Schoendienst,1961,505,5,0,Schoendienst
Orlando Cepeda,1962,40,8.25,0,Cepeda
Nellie Fox,1962,73,5,0,Fox
Ron Santo,1962,170,7.5,0,Santo
Richie Ashburn,1962,213,10,0,Ashburn
Bill Mazeroski,1962,353,7,0,Mazeroski
Jim Bunning,1962,460,15,0,Bunning
Red Schoendienst,1962,575,32,0,Schoendienst
Richie Ashburn,1963,135,8,0,Ashburn
Ron Santo,1963,252,10,0,Santo
Bill Mazeroski,1963,323,8,0,Mazeroski
Jim Bunning,1963,365,10,0,Bunning
Orlando Cepeda,1963,520,19,0,Cepeda
Nellie Fox,1963,525,20,0,Fox
Pete Rose,1963,537,475,0,Rose
Pete Rose,1964,125,149.99,0,Rose
Nellie Fox,1964,205,2.5,0,Fox
Jim Bunning,1964,265,3.5,0,Bunning
Ron Santo,1964,375,6.5,0,Santo
Orlando Cepeda,1964,390,6,0,Cepeda
Bill Mazeroski,1964,570,16,0,Mazeroski
Jim Bunning,1965,20,3,0,Bunning
Bill Mazeroski,1965,95,2.5,0,Mazeroski
Ron Santo,1965,110,4,0,Santo
Pete Rose,1965,207,39.99,0,Rose
Orlando Cepeda,1965,360,8,0,Cepeda
Nellie Fox,1965,485,3,0,Fox
Pete Rose,1966,30,15.5,0,Rose
Orlando Cepeda,1966,132,2.5,0,Cepeda
Bill Mazeroski,1966,210,2.5,0,Mazeroski
Ron Santo,1966,290,5,0,Santo
Jim Bunning,1966,435,7.94,0,Bunning
Orlando Cepeda,1967,20,10,0,Cepeda
Ron Santo,1967,70,3.13,0,Santo
Pete Rose,1967,430,20.5,0,Rose
Bill Mazeroski,1967,510,15,0,Mazeroski
Jim Bunning,1967,560,56,0,Bunning
Orlando Cepeda,1968,200,3,0,Cepeda
Jim Bunning,1968,215,1.25,0,Bunning
Pete Rose,1968,230,24,0,Rose
Ron Santo,1968,235,1.5,0,Santo
Bill Mazeroski,1968,390,2.5,0,Mazeroski
Pete Rose,1969,120,15.5,0,Rose
Jim Bunning,1969,175,2.5,0,Bunning
Bill Mazeroski,1969,335,4,0,Mazeroski
Orlando Cepeda,1969,385,1.75,0,Cepeda
Ron Santo,1969,570,5,0,Santo
Jim Bunning,1970,403,2,0,Bunning
Bill Mazeroski,1970,440,1.5,0,Mazeroski
Orlando Cepeda,1970,555,10,0,Cepeda
Pete Rose,1970,580,42,0,Rose
Ron Santo,1970,670,10.17,0,Santo
Pete Rose,1971,100,9,0,Rose
Bill Mazeroski,1971,110,1.25,0,Mazeroski
Ted Simmons,1971,117,5,0,Simmons
Ron Santo,1971,220,2,0,Santo
Steve Garvey,1971,341,7.5,0,Garvey
Jim Bunning,1971,574,2.25,0,Bunning
Orlando Cepeda,1971,605,2,0,Cepeda
Ted Simmons,1972,154,1,0,Simmons
Orlando Cepeda,1972,195,4,0,Cepeda
Ron Santo,1972,555,4.84,0,Santo
Pete Rose,1972,559,14.99,0,Rose
Steve Garvey,1972,686,23.49,0,Garvey
Bill Mazeroski,1972,760,16,0,Mazeroski
Ted Simmons,1973,85,0.9,0,Simmons
Ron Santo,1973,115,0.75,0,Santo
Pete Rose,1973,130,29,0,Rose
Steve Garvey,1973,213,2.5,0,Garvey
Orlando Cepeda,1973,545,3.25,0,Cepeda
Dwight Evans,1973,614,14,0,Evans
Orlando Cepeda,1974,83,1.5,0,Cepeda
Dave Parker,1974,252,8,0,Parker
Ted Simmons,1974,260,1.25,0,Simmons
Ron Santo,1974,270,1.43,0,Santo
Pete Rose,1974,300,15,0,Rose
Dwight Evans,1974,351,1.5,0,Evans
Steve Garvey,1974,575,1.5,0,Garvey
Dave Parker,1975,29,2.25,0,Parker
Ron Santo,1975,35,0.6,0,Santo
Ted Simmons,1975,75,1,0,Simmons
Steve Garvey,1975,140,2.5,0,Garvey
Dwight Evans,1975,255,1.2,0,Evans
Pete Rose,1975,320,14.99,0,Rose
Steve Garvey,1976,150,2,0,Garvey
Dave Parker,1976,185,0.75,0,Parker
Pete Rose,1976,240,8,0,Rose
Ted Simmons,1976,290,0.79,0,Simmons
Dwight Evans,1976,575,0.79,0,Evans
Dwight Evans,1977,25,1.55,0,Evans
Dave Parker,1977,270,1.1,0,Parker
Steve Garvey,1977,400,1.25,0,Garvey
Pete Rose,1977,450,10,0,Rose
Ted Simmons,1977,470,0.43,0,Simmons
Dale Murphy,1977,476,10,0,Murphy
Pete Rose,1978,20,4,0,Rose
Steve Garvey,1978,350,2,0,Garvey
Ted Simmons,1978,380,2.03,0,Simmons
Dave Parker,1978,560,1.25,0,Parker
Dwight Evans,1978,695,2.12,0,Evans
Jack Morris,1978,703,7,0,Morris
Alan Trammell,1978,707,31,0,Trammell
Dale Murphy,1978,708,1.5,0,Murphy
Dale Murphy,1979,39,3,0,Murphy
Steve Garvey,1979,50,1.25,0,Garvey
