name,year,number,condition,date,bids,price
Willie Mays,1961,150,VG-VGEX,2020-11-16,20,36.5
Willie Mays,1961,150,VG-VGEX (crease),2020-11-13,11,23.5
Willie Mays,1961,150,VG-VGEX,2020-11-07,24,55
Willie Mays,1961,150,VG-VGEX (crease),2020-11-06,11,29.1
Willie Mays,1961,150,LOW GRADE,2020-11-06,15,22.5
Willie Mays,1961,150,EX-EXMINT,2020-11-05,13,58
Willie Mays,1961,150,NR-MINT,2020-11-03,13,89
Willie Mays,1961,150,LOW GRADE (filler),2020-10-30,16,27.55
Willie Mays,1961,150,VG-VGEX,2020-10-28,15,58
Willie Mays,1961,150,NR-MINT,2020-10-24,30,190.46
Willie Mays,1961,150,VG-VGEX,2020-10-21,16,46.61
Willie Mays,1961,150,EX-EXMINT,2020-10-18,18,70
Warren Spahn,1961,200,EX-EXMINT,2021-01-03,9,20.5
Warren Spahn,1961,200,LOW GRADE (filler),2021-01-02,6,4.25
Warren Spahn,1961,200,VG-VGEX,2020-12-23,14,14.72
Warren Spahn,1961,200,VG- VGEX,2020-12-23,8,10.52
Warren Spahn,1961,200,EX-EXMINT,2020-12-20,15,18.62
Warren Spahn,1961,200,VG-VGEX (crease),2020-12-18,10,8.5
Warren Spahn,1961,200,VG-VGEX,2020-12-17,11,7.6
Warren Spahn,1961,200,VG-VGEX,2020-12-13,11,15.5
Warren Spahn,1961,200,LOW GRADE (crease),2020-12-11,8,6.01
Warren Spahn,1961,200,VG-VGEX,2020-12-10,4,3.25
Warren Spahn,1961,200,NR-MINT,2020-12-06,13,26
Warren Spahn,1961,200,VG-VGEX (wrinkle),2020-12-04,8,7.29
Warren Spahn,1961,200,VG-VGEX (crease),2020-12-04,6,5.6
Warren Spahn,1961,200,LOW GRADE (filler),2020-12-04,8,5.6
Warren Spahn,1961,200,VG-VGEX,2020-11-30,10,10.5
Warren Spahn,1961,200,VG-VGEX,2020-11-25,10,12.68
Warren Spahn,1961,200,EX-EXMINT,2020-11-21,19,21.72
Warren Spahn,1961,200,VG-VGEX (wrinkle),2020-11-20,11,11.5
Warren Spahn,1961,200,VG-VGEX,2020-11-16,11,10
Warren Spahn,1961,200,VG-VGEX,2020-11-10,9,5.5
Warren Spahn,1961,200,VG-VGEX,2020-11-09,16,20.59
Warren Spahn,1961,200,VG-VGEX,2020-11-08,11,15.5
Warren Spahn,1961,200,EX-EXMINT,2020-11-07,16,37
Warren Spahn,1961,200,VG-VGEX (crease),2020-11-06,7,11.5
Warren Spahn,1961,200,EX-EXMINT,2020-11-05,9,23.02
Warren Spahn,1961,200,NM-MT OR BETTER,2020-11-03,24,69
Warren Spahn,1961,200,VG-VGEX (wrinkle),2020-10-30,9,15.5
Warren Spahn,1961,200,VG-VGEX (crease),2020-10-30,7,8.5
Warren Spahn,1961,200,VG-VGEX (crease),2020-10-30,2,7
Warren Spahn,1961,200,VG-VGEX,2020-10-29,11,23.38
Warren Spahn,1961,200,EX-EXMINT,2020-10-28,12,46.56
Warren Spahn,1961,200,EX-EXMINT,2020-10-26,8,26
Warren Spahn,1961,200,VG-VGEX,2020-10-21,12,14.11
Warren Spahn,1961,200,VG-VGEX,2020-10-18,7,8.39
Bob Gibson,1961,211,NR-MINT,2021-01-03,34,131
Bob Gibson,1961,211,LOW GRADE (crease),2021-01-02,7,5.01
Bob Gibson,1961,211,EX-EXMINT,2020-12-20,19,68
Bob Gibson,1961,211,EX-EXMINT,2020-12-17,20,50.99
Bob Gibson,1961,211,EX-EXMINT,2020-12-13,11,56
Bob Gibson,1961,211,LOW GRADE (crease),2020-12-11,11,14.5
Bob Gibson,1961,211,LOW GRADE (crease),2020-12-11,9,10.5
Bob Gibson,1961,211,EX-EXMINT,2020-12-10,19,52.05
Bob Gibson,1961,211,NR-MINT,2020-12-06,25,64
Bob Gibson,1961,211,VG-VGEX (wrinkle),2020-12-04,9,20.38
Bob Gibson,1961,211,LOW GRADE (crease),2020-12-04,6,10
Bob Gibson,1961,211,EX-EXMINT,2020-11-30,11,64
Bob Gibson,1961,211,EX-EXMINT,2020-11-25,16,59
Bob Gibson,1961,211,VG-VGEX (wrinkle),2020-11-20,13,11.5
Bob Gibson,1961,211,VG-VGEX,2020-11-07,23,54
Bob Gibson,1961,211,EX-EXMINT,2020-11-05,10,23.5
Bob Gibson,1961,211,NR-MINT,2020-11-03,27,132.5
Bob Gibson,1961,211,VG-VGEX (crease),2020-10-30,7,12.5
Bob Gibson,1961,211,VG-VGEX (crease),2020-10-30,6,9
Bob Gibson,1961,211,LOW GRADE (filler),2020-10-30,8,8.27
Bob Gibson,1961,211,LOW GRADE,2020-10-30,5,10.5
Bob Gibson,1961,211,VG-VGEX,2020-10-21,18,22.55
Bob Gibson,1961,211,EX-EXMINT,2020-10-18,9,49
Bob Gibson,1961,211,LOW GRADE (crease),2020-10-16,15,13
Carl Yastrzemski,1961,287,NR-MINT,2021-01-03,18,150
Carl Yastrzemski,1961,287,VG-VGEX (wrinkle),2021-01-02,15,50.99
Carl Yastrzemski,1961,287,VG-VGEX (crease),2020-12-26,15,32
Carl Yastrzemski,1961,287,EX-EXMINT,2020-12-20,22,116.27
Carl Yastrzemski,1961,287,LOW GRADE (crease),2020-12-18,13,30
Carl Yastrzemski,1961,287,VG-VGEX,2020-12-17,23,43
Carl Yastrzemski,1961,287,VG-VGEX,2020-12-13,18,113
Carl Yastrzemski,1961,287,LOW GRADE (crease),2020-12-11,12,17.28
Carl Yastrzemski,1961,287,LOW GRADE,2020-12-11,19,29.88
Carl Yastrzemski,1961,287,EX-EXMINT,2020-12-10,17,67.32
Carl Yastrzemski,1961,287,NR-MINT,2020-12-06,24,122
Carl Yastrzemski,1961,287,VG-VGEX (crease),2020-12-04,22,46.79
Carl Yastrzemski,1961,287,LOW GRADE (crease),2020-12-04,10,20.5
Carl Yastrzemski,1961,287,EX-EXMINT,2020-11-30,18,75
Carl Yastrzemski,1961,287,EX-EXMINT,2020-11-25,22,67.07
Carl Yastrzemski,1961,287,VG-VGEX,2020-11-21,18,49.88
Carl Yastrzemski,1961,287,VG-VGEX,2020-11-10,11,56
Carl Yastrzemski,1961,287,EX-EXMINT,2020-11-09,18,107.5
Carl Yastrzemski,1961,287,EX-EXMINT,2020-11-08,10,94
Carl Yastrzemski,1961,287,EX-EXMINT,2020-11-07,14,73
Carl Yastrzemski,1961,287,NR-MINT,2020-11-05,16,94.9
Carl Yastrzemski,1961,287,NR-MINT,2020-11-03,40,227.5
Carl Yastrzemski,1961,287,LOW GRADE (filler),2020-10-30,16,22.5
Carl Yastrzemski,1961,287,VG-VGEX,2020-10-26,13,48.25
Carl Yastrzemski,1961,287,VG-VGEX,2020-10-24,26,73
Carl Yastrzemski,1961,287,EX-EXMINT,2020-10-22,16,92.05
Carl Yastrzemski,1961,287,NR-MINT,2020-10-21,30,150.5
Carl Yastrzemski,1961,287,NR-MINT,2020-10-18,22,171.18
Carl Yastrzemski,1961,287,LOW GRADE (filler),2020-10-16,23,17.17
Carl Yastrzemski,1961,287,VG-VGEX,2020-10-14,17,24.5
Carl Yastrzemski,1961,287,EX-EXMINT,2020-10-11,12,67
Carl Yastrzemski,1961,287,VG-VGEX,2020-10-07,24,37
Stan Musial,1961,290,EX-EXMINT,2021-01-03,14,53
Stan Musial,1961,290,VG-VGEX (crease),2021-01-02,15,23.49
Stan Musial,1961,290,VG-VGEX (wrinkle),2020-12-26,9,20.01
Stan Musial,1961,290,NR-MINT,2020-12-20,13,81
Stan Musial,1961,290,VG-VGEX,2020-12-17,11,14
Stan Musial,1961,290,VG-VGEX,2020-12-13,12,37
Stan Musial,1961,290,VG-VGEX (marked),2020-12-11,15,16.5
Stan Musial,1961,290,LOW GRADE (crease),2020-12-11,6,13.77
Stan Musial,1961,290,LOW GRADE,2020-12-11,11,11.28
Stan Musial,1961,290,LOW GRADE,2020-12-11,12,12.28
Stan Musial,1961,290,EX-EXMINT,2020-12-10,24,74
Stan Musial,1961,290,NM-MT OR BETTER,2020-12-06,19,163.95
Stan Musial,1961,290,VG-VGEX (wrinkle),2020-12-04,12,22.5
Stan Musial,1961,290,VG-VGEX (marked),2020-12-04,12,15.5
Stan Musial,1961,290,VG-VGEX,2020-11-30,15,24
Stan Musial,1961,290,LOW GRADE (crease),2020-11-27,9,17
Stan Musial,1961,290,EX-EXMINT,2020-11-25,23,30.8
Stan Musial,1961,290,EX-EXMINT,2020-11-21,18,43.22
Stan Musial,1961,290,EX-EXMINT,2020-11-07,22,89.88
Stan Musial,1961,290,EX-EXMINT,2020-11-05,18,38
Stan Musial,1961,290,EX-EXMINT,2020-11-03,24,125.5
Stan Musial,1961,290,EX-EXMINT,2020-10-31,19,27
Stan Musial,1961,290,LOW GRADE (crease),2020-10-30,11,16.5
Stan Musial,1961,290,VG-VGEX,2020-10-28,13,34
Stan Musial,1961,290,VG-VGEX,2020-10-24,13,19.5
Stan Musial,1961,290,LOW GRADE,2020-10-23,7,13.5
Stan Musial,1961,290,VG-VGEX,2020-10-15,8,11.5
Stan Musial,1961,290,EX-EXMINT,2020-10-14,29,63.69
Stan Musial,1961,290,NR-MINT,2020-10-11,10,67
Stan Musial,1961,290,NR-MINT,2020-10-10,16,98
Stan Musial,1961,290,VG-VGEX (crease),2020-10-09,15,19.59
Mickey Mantle,1961,300,LOW GRADE (crease),2020-12-26,36,178.39
Mickey Mantle,1961,300,VG-VGEX,2020-12-20,31,282.51
Mickey Mantle,1961,300,EX-EXMINT,2020-12-17,26,392
Mickey Mantle,1961,300,VG-VGEX,2020-12-06,26,167.55
Mickey Mantle,1961,300,LOW GRADE,2020-12-04,14,144.16
Mickey Mantle,1961,300,LOW GRADE (filler),2020-11-27,28,167.57
Mickey Mantle,1961,300,LOW GRADE (filler),2020-11-27,18,98
Mickey Mantle,1961,300,VG-VGEX,2020-11-16,19,215.01
Mickey Mantle,1961,300,EX-EXMINT,2020-11-07,47,430
Mickey Mantle,1961,300,LOW GRADE (crease),2020-11-06,28,169.16
Mickey Mantle,1961,300,EX-EXMINT,2020-11-05,23,337
Mickey Mantle,1961,300,VG-VGEX,2020-11-03,17,208.5
Mickey Mantle,1961,300,LOW GRADE (filler),2020-10-30,32,135.07
Mickey Mantle,1961,300,VG-VGEX,2020-10-28,32,155.28
Mickey Mantle,1961,300,VG-VGEX,2020-10-24,33,269
Mickey Mantle,1961,300,VG-VGEX,2020-10-21,37,312.17
Mickey Mantle,1961,300,EX-EXMINT,2020-10-18,32,415
Sandy Koufax,1961,344,EX-EXMINT,2021-01-03,21,97
Sandy Koufax,1961,344,VG-VGEX,2020-12-20,15,32
Sandy Koufax,1961,344,LOW GRADE (crease),2020-12-18,12,45
Sandy Koufax,1961,344,VG-VGEX (crease),2020-12-11,12,26.32
Sandy Koufax,1961,344,VG-VGEX,2020-12-06,13,33.88
Sandy Koufax,1961,344,VG-VGEX (crease),2020-12-04,12,31.32
Sandy Koufax,1961,344,VG-VGEX (crease),2020-12-04,20,31.1
Sandy Koufax,1961,344,EX-EXMINT,2020-11-30,20,39.5
Sandy Koufax,1961,344,LOW GRADE (filler),2020-11-27,6,10.3
Sandy Koufax,1961,344,LOW GRADE,2020-11-27,15,21
Sandy Koufax,1961,344,LOW GRADE (crease),2020-11-20,14,18.5
Sandy Koufax,1961,344,VG-VGEX,2020-11-16,17,41
Sandy Koufax,1961,344,VG-VGEX,2020-11-08,19,58.75
Sandy Koufax,1961,344,VG-VGEX,2020-11-07,15,29
Sandy Koufax,1961,344,VG-VGEX (wrinkle),2020-11-06,10,24.29
Sandy Koufax,1961,344,NR-MINT,2020-11-05,31,91
Sandy Koufax,1961,344,NR-MINT,2020-11-03,28,151.5
Sandy Koufax,1961,344,VG-VGEX (crease),2020-10-30,16,27.79
Sandy Koufax,1961,344,VG-VGEX,2020-10-29,15,32
Sandy Koufax,1961,344,VG-VGEX,2020-10-28,13,50.02
Sandy Koufax,1961,344,EX-EXMINT,2020-10-24,24,74
Sandy Koufax,1961,344,EX-EXMINT,2020-10-18,26,112.5
Sandy Koufax,1961,344,VG-VGEX,2020-10-11,12,38
Sandy Koufax,1961,344,VG-VGEX,2020-10-10,14,31
Sandy Koufax,1961,344,LOW GRADE,2020-10-09,11,23.72
Sandy Koufax,1961,344,LOW GRADE (crease),2020-10-09,10,31
Ernie Banks,1961,350,EX-EXMINT,2021-01-03,13,48
Ernie Banks,1961,350,VG-VGEX,2020-12-23,14,37
Ernie Banks,1961,350,VG- VGEX,2020-12-23,15,20.3
Ernie Banks,1961,350,EX-EXMINT,2020-12-20,15,52
Ernie Banks,1961,350,EX-EXMINT,2020-12-17,13,30
Ernie Banks,1961,350,NR-MINT,2020-12-13,21,79
Ernie Banks,1961,350,EX-EXMINT,2020-12-10,24,52
Ernie Banks,1961,350,NM-MT OR BETTER,2020-12-06,18,171.5
Ernie Banks,1961,350,VG-VGEX (marked),2020-12-04,12,13.64
Ernie Banks,1961,350,EX-EXMINT,2020-11-30,8,66
Ernie Banks,1961,350,VG-VGEX,2020-11-25,9,13.5
Ernie Banks,1961,350,NR-MINT,2020-11-21,24,78.88
Ernie Banks,1961,350,EX-EXMINT,2020-11-16,15,77
Ernie Banks,1961,350,VG-VGEX (crease),2020-11-06,10,19
Ernie Banks,1961,350,EX-EXMINT,2020-11-05,24,56.55
Ernie Banks,1961,350,NR-MINT,2020-11-03,13,37.72
Ernie Banks,1961,350,VG-VGEX (wrinkle),2020-10-30,7,29.05
Ernie Banks,1961,350,VG-VGEX (crease),2020-10-30,10,8.15
Ernie Banks,1961,350,VG-VGEX (crease),2020-10-30,7,9.3
Ernie Banks,1961,350,EX-EXMINT,2020-10-26,11,38.38
Ernie Banks,1961,350,VG-VGEX,2020-10-22,13,18.5
Ernie Banks,1961,350,EX-EXMINT,2020-10-21,12,18.5
Ernie Banks,1961,350,NR-MINT,2020-10-18,11,54
Ernie Banks,1961,350,EX-EXMINT,2020-10-11,12,19.5
Ernie Banks,1961,350,LOW GRADE (paper loss),2020-10-09,19,17.16
Frank Robinson,1961,360,NR-MINT,2021-01-03,21,64
Frank Robinson,1961,360,VG-VGEX,2020-12-23,11,19.5
Frank Robinson,1961,360,EX-EXMINT,2020-12-20,11,38
Frank Robinson,1961,360,EX-EXMINT,2020-12-17,22,36
Frank Robinson,1961,360,EX-EXMINT,2020-12-13,20,55
Frank Robinson,1961,360,EX-EXMINT,2020-12-10,21,26
Frank Robinson,1961,360,EX-EXMINT,2020-12-06,17,35.5
Frank Robinson,1961,360,VG-VGEX (crease),2020-12-04,8,12.33
Frank Robinson,1961,360,LOW GRADE (filler),2020-12-04,8,5
Frank Robinson,1961,360,EX-EXMINT,2020-11-30,16,21.11
Frank Robinson,1961,360,NR-MINT,2020-11-25,16,66
Frank Robinson,1961,360,NR-MINT,2020-11-21,9,59
Frank Robinson,1961,360,VG-VGEX,2020-11-16,11,17.86
Frank Robinson,1961,360,VG-VGEX,2020-11-07,19,28
Frank Robinson,1961,360,VG-VGEX (crease),2020-11-06,5,9.3
Frank Robinson,1961,360,LOW GRADE (crease),2020-11-06,7,8.5
Frank Robinson,1961,360,LOW GRADE,2020-11-06,6,8.5
Frank Robinson,1961,360,EX-EXMINT,2020-11-05,15,22.19
Frank Robinson,1961,360,NR-MINT,2020-11-03,33,93
Frank Robinson,1961,360,LOW GRADE,2020-10-30,9,8.27
Frank Robinson,1961,360,VG-VGEX,2020-10-28,13,18.72
Frank Robinson,1961,360,VG-VGEX,2020-10-24,7,12.76
Frank Robinson,1961,360,VG-VGEX,2020-10-21,9,10.55
Frank Robinson,1961,360,EX-EXMINT,2020-10-18,14,33
Frank Robinson,1961,360,VG-VGEX,2020-10-07,10,16.01
Roberto Clemente,1961,388,NR-MINT,2021-01-03,35,260
Roberto Clemente,1961,388,LOW GRADE (filler),2021-01-02,18,45
Roberto Clemente,1961,388,LOW GRADE (crease),2021-01-02,17,33.55
Roberto Clemente,1961,388,EX-EXMINT,2020-12-20,15,114.5
Roberto Clemente,1961,388,VG-VGEX,2020-12-17,28,35.56
Roberto Clemente,1961,388,VG-VGEX,2020-12-13,22,79
Roberto Clemente,1961,388,LOW GRADE (crease),2020-12-11,10,20.26
Roberto Clemente,1961,388,VG-VGEX,2020-12-10,32,102.5
Roberto Clemente,1961,388,EX-EXMINT,2020-12-06,17,45.66
Roberto Clemente,1961,388,LOW GRADE (filler),2020-12-04,11,20.5
Roberto Clemente,1961,388,EX-EXMINT,2020-11-30,14,68.21
Roberto Clemente,1961,388,EX-EXMINT,2020-11-25,18,49.58
Roberto Clemente,1961,388,NR-MINT,2020-11-21,23,137.5
Roberto Clemente,1961,388,LOW GRADE,2020-11-20,13,31.61
Roberto Clemente,1961,388,VG-VGEX,2020-11-16,27,108
Roberto Clemente,1961,388,EX-EXMINT,2020-11-08,22,125.5
Roberto Clemente,1961,388,EX-EXMINT,2020-11-07,23,40.21
Roberto Clemente,1961,388,EX-EXMINT,2020-11-05,16,123.5
Roberto Clemente,1961,388,NR-MINT,2020-11-03,31,143.71
Roberto Clemente,1961,388,LOW GRADE (filler),2020-10-30,24,37.88
Roberto Clemente,1961,388,VG-VGEX (crease),2020-10-30,29,31
Roberto Clemente,1961,388,VG-VGEX (crease),2020-10-30,13,29
Roberto Clemente,1961,388,VG-VGEX,2020-10-28,18,70
Roberto Clemente,1961,388,EX-EXMINT,2020-10-24,19,119
Roberto Clemente,1961,388,VG-VGEX,2020-10-21,12,33.59
Roberto Clemente,1961,388,NR-MINT,2020-10-18,17,239.38
Roberto Clemente,1961,388,VG-VGEX (wrinkle),2020-10-16,17,32
Roberto Clemente,1961,388,VG-VGEX,2020-10-15,10,31.01
Roberto Clemente,1961,388,VG-VGEX,2020-10-14,13,67
Roberto Clemente,1961,388,EX-EXMINT,2020-10-11,21,127.5
Hank Aaron,1961,415,LOW GRADE (crease),2021-01-02,13,51
Hank Aaron,1961,415,VG-VGEX,2020-12-13,17,102.5
Hank Aaron,1961,415,EX-EXMINT,2020-12-10,24,158
Hank Aaron,1961,415,EX-EXMINT,2020-12-06,8,40
Hank Aaron,1961,415,LOW GRADE (crease) (marked),2020-12-04,14,29.55
Hank Aaron,1961,415,EX-EXMINT,2020-11-30,14,43
Hank Aaron,1961,415,NR-MINT,2020-11-25,42,381.97
Hank Aaron,1961,415,LOW GRADE (filler),2020-11-20,14,31
Hank Aaron,1961,415,VG-VGEX,2020-11-16,13,48
Hank Aaron,1961,415,EX-EXMINT,2020-11-07,26,68
Hank Aaron,1961,415,LOW GRADE (crease),2020-11-06,15,32.1
Hank Aaron,1961,415,EX-EXMINT,2020-11-05,30,130.5
Hank Aaron,1961,415,NR-MINT,2020-11-03,26,293.88
Hank Aaron,1961,415,LOW GRADE (crease),2020-10-30,13,36.01
Hank Aaron,1961,415,EX-EXMINT (miscut),2020-10-30,19,44
Hank Aaron,1961,415,VG-VGEX,2020-10-26,16,67
Hank Aaron,1961,415,EX-EXMINT,2020-10-24,38,271.77
Hank Aaron,1961,415,LOW GRADE,2020-10-23,17,37
Hank Aaron,1961,415,LOW GRADE,2020-10-23,14,34
Hank Aaron,1961,415,VG-VGEX,2020-10-22,18,57
Hank Aaron,1961,415,VG-VGEX,2020-10-21,17,64
Hank Aaron,1961,415,VG-VGEX,2020-10-18,12,24.5
Hank Aaron,1961,415,LOW GRADE (crease),2020-10-09,14,40.28
Al Kaline,1961,429,EX-EXMINT,2021-01-03,16,39
Al Kaline,1961,429,VG-VGEX (crease),2021-01-02,10,18.5
Al Kaline,1961,429,EX-EXMINT,2020-12-20,17,18.5
Al Kaline,1961,429,VG-VGEX (crease),2020-12-18,7,8.5
Al Kaline,1961,429,EX-EXMINT,2020-12-17,6,20.11
Al Kaline,1961,429,EX-EXMINT,2020-12-13,11,14.65
Al Kaline,1961,429,EX-EXMINT,2020-12-10,14,23.5
Al Kaline,1961,429,NR-MINT,2020-12-06,17,63
Al Kaline,1961,429,LOW GRADE (crease),2020-12-04,11,12.83
Al Kaline,1961,429,EX-EXMINT,2020-11-30,8,12.5
Al Kaline,1961,429,NR-MINT,2020-11-25,20,97
Al Kaline,1961,429,VG-VGEX,2020-11-21,8,11.07
Al Kaline,1961,429,VG-VGEX (crease),2020-11-20,8,18.5
Al Kaline,1961,429,VG-VGEX,2020-11-07,4,9.5
Al Kaline,1961,429,NR-MINT,2020-11-05,33,142.5
Al Kaline,1961,429,NR-MINT,2020-11-03,18,39
Al Kaline,1961,429,VG-VGEX (wrinkle),2020-10-30,11,11.5
Al Kaline,1961,429,VG-VGEX,2020-10-28,11,9.83
Al Kaline,1961,429,LOW GRADE,2020-10-23,6,4.75
Al Kaline,1961,429,VG-VGEX,2020-10-22,5,7.76
Al Kaline,1961,429,VG-VGEX,2020-10-21,9,9.39
Al Kaline,1961,429,NR-MINT,2020-10-18,12,56.77
Al Kaline,1961,429,EX-EXMINT,2020-10-14,23,34.99
Al Kaline,1961,429,EX-EXMINT,2020-10-07,10,22.5
Willie McCovey,1961,517,EX-EXMINT,2021-01-03,12,27
Willie McCovey,1961,517,EX-EXMINT,2020-12-20,20,27.89
Willie McCovey,1961,517,VG-VGEX (wrinkle),2020-12-18,5,15.5
Willie McCovey,1961,517,LOW GRADE (filler),2020-12-18,12,7.5
Willie McCovey,1961,517,EX-EXMINT,2020-12-17,9,16.25
Willie McCovey,1961,517,EX-EXMINT,2020-12-13,13,16.51
Willie McCovey,1961,517,EX-EXMINT,2020-12-10,11,20
Willie McCovey,1961,517,EX-EXMINT,2020-12-06,13,28.1
Willie McCovey,1961,517,LOW GRADE (filler),2020-12-04,10,9.68
Willie McCovey,1961,517,LOW GRADE (crease),2020-12-04,6,5.07
Willie McCovey,1961,517,VG-VGEX,2020-11-30,15,18.5
Willie McCovey,1961,517,LOW GRADE,2020-11-27,10,5.02
Willie McCovey,1961,517,VG-VGEX,2020-11-25,12,14.99
Willie McCovey,1961,517,EX-EXMINT,2020-11-21,14,37
Willie McCovey,1961,517,LOW GRADE (crease),2020-11-20,6,5.5
Willie McCovey,1961,517,EX-EXMINT,2020-11-16,16,22.5
Willie McCovey,1961,517,LOW GRADE,2020-11-13,15,10.5
Willie McCovey,1961,517,VG-VGEX,2020-11-10,7,7.27
Willie McCovey,1961,517,EX-EXMINT,2020-11-09,10,26.03
Willie McCovey,1961,517,EX-EXMINT,2020-11-08,9,36
Willie McCovey,1961,517,EX-EXMINT,2020-11-07,14,38.77
Willie McCovey,1961,517,EX-EXMINT,2020-11-05,14,20.5
Willie McCovey,1961,517,NR-MINT,2020-11-03,12,56
Willie McCovey,1961,517,NR-MINT,2020-10-31,16,51
Willie McCovey,1961,517,VG-VGEX (wrinkle),2020-10-30,8,8
Willie McCovey,1961,517,VG-VGEX (crease),2020-10-30,4,9.5
Willie McCovey,1961,517,VG-VGEX (crease),2020-10-30,6,7.5
Willie McCovey,1961,517,LOW GRADE (crease),2020-10-30,7,6.5
Willie McCovey,1961,517,EX-EXMINT,2020-10-24,21,42
Willie McCovey,1961,517,VG-VGEX,2020-10-21,11,8.5
Willie McCovey,1961,517,EX-EXMINT,2020-10-18,25,73
Willie McCovey,1961,517,LOW GRADE,2020-10-16,6,7.15
Willie McCovey,1961,517,VG-VGEX (wrinkle),2020-10-09,13,15.5
Willie McCovey,1961,517,VG-VGEX,2020-10-07,8,16.1
Sandy Koufax,1962,5,VG-VGEX (crease),2021-01-02,21,55
Sandy Koufax,1962,5,LOW GRADE,2020-12-04,10,19.38
Sandy Koufax,1962,5,VG-VGEX (crease),2020-12-04,12,23.59
Sandy Koufax,1962,5,LOW GRADE (crease),2020-12-04,11,22.5
Sandy Koufax,1962,5,VG-VGEX,2020-11-25,11,79
Sandy Koufax,1962,5,LOW GRADE,2020-11-20,9,22.5
Sandy Koufax,1962,5,EX-EXMINT,2020-11-08,16,125
Sandy Koufax,1962,5,VG-VGEX,2020-10-31,15,39
Sandy Koufax,1962,5,LOW GRADE,2020-10-30,11,26
Sandy Koufax,1962,5,LOW GRADE (crease),2020-10-23,10,24.5
Sandy Koufax,1962,5,VG-VGEX,2020-10-22,17,46
Sandy Koufax,1962,5,VG-VGEX,2020-10-18,14,29
Sandy Koufax,1962,5,EX-EXMINT,2020-10-15,17,70.99
Sandy Koufax,1962,5,VG-VGEX,2020-10-07,17,23.07
Roberto Clemente,1962,10,VG-VGEX (wrinkle),2021-01-02,19,52.18
Roberto Clemente,1962,10,VG-VGEX (crease),2020-12-26,13,47
Roberto Clemente,1962,10,VG-VGEX,2020-12-15,31,59
Roberto Clemente,1962,10,LOW GRADE (crease),2020-12-11,20,34.11
Roberto Clemente,1962,10,VG-VGEX,2020-12-10,15,48.5
Roberto Clemente,1962,10,VG-VGEX,2020-12-06,13,51
Roberto Clemente,1962,10,LOW GRADE,2020-12-04,12,32
Roberto Clemente,1962,10,LOW GRADE,2020-12-04,12,26
Roberto Clemente,1962,10,EX-EXMINT,2020-11-30,24,72.25
Roberto Clemente,1962,10,EX-EXMINT,2020-11-25,18,68
Roberto Clemente,1962,10,VG-VGEX,2020-11-16,18,79
Roberto Clemente,1962,10,LOW GRADE (filler),2020-11-13,15,34
Roberto Clemente,1962,10,LOW GRADE (crease),2020-11-06,17,20.58
Roberto Clemente,1962,10,VG-VGEX (crease),2020-10-30,11,37
Roberto Clemente,1962,10,VG-VGEX (wrinkle),2020-10-30,12,46
Roberto Clemente,1962,10,LOW GRADE (crease),2020-10-30,14,19.5
Roberto Clemente,1962,10,LOW GRADE (crease),2020-10-30,8,21.02
Roberto Clemente,1962,10,EX-EXMINT,2020-10-22,28,86.01
Roberto Clemente,1962,10,EX-EXMINT,2020-10-18,27,130.5
Roberto Clemente,1962,10,LOW GRADE (crease),2020-10-16,12,36
Roberto Clemente,1962,10,EX-EXMINT,2020-10-15,18,91
Roberto Clemente,1962,10,NR-MINT,2020-10-11,26,194
Roberto Clemente,1962,10,VG-VGEX (crease),2020-10-09,15,35
Roberto Clemente,1962,10,LOW GRADE (filler),2020-10-09,14,36.12
Roberto Clemente,1962,10,LOW GRADE (crease),2020-10-09,11,24.91
Roberto Clemente,1962,10,VG-VGEX,2020-10-08,17,32.75
Roberto Clemente,1962,10,VG-VGEX,2020-10-07,17,46.21
Ernie Banks,1962,25,VG-VGEX,2020-12-10,14,21.5
Ernie Banks,1962,25,NR-MINT,2020-12-06,14,64
Ernie Banks,1962,25,LOW GRADE (crease),2020-12-04,9,7.5
Ernie Banks,1962,25,LOW GRADE (crease),2020-12-04,9,9.5
Ernie Banks,1962,25,EX-EXMINT,2020-11-30,10,28.76
Ernie Banks,1962,25,LOW GRADE (crease),2020-11-27,8,14.5
Ernie Banks,1962,25,VG-VGEX,2020-11-25,26,35
Ernie Banks,1962,25,LOW GRADE (crease),2020-11-20,7,33
Ernie Banks,1962,25,EX-EXMINT,2020-11-10,20,93
Ernie Banks,1962,25,VG-VGEX,2020-10-31,13,16.5
Ernie Banks,1962,25,LOW GRADE (crease),2020-10-30,7,3.37
Ernie Banks,1962,25,VG-VGEX,2020-10-26,6,17.95
Ernie Banks,1962,25,EX-EXMINT,2020-10-15,22,59
Brooks Robinson,1962,45,VG-VGEX (crease),2021-01-02,5,6.16
Brooks Robinson,1962,45,VG-VGEX (crease),2021-01-02,11,16.01
Brooks Robinson,1962,45,VG-VGEX (crease),2020-12-26,6,9.27
Brooks Robinson,1962,45,LOW GRADE (crease),2020-12-26,4,5.56
Brooks Robinson,1962,45,VG- VGEX,2020-12-23,11,16.25
Brooks Robinson,1962,45,VG-VGEX,2020-12-22,10,10.6
Brooks Robinson,1962,45,VG-VGEX,2020-12-19,8,11.5
Brooks Robinson,1962,45,VG-VGEX,2020-12-15,13,16.49
Brooks Robinson,1962,45,EX-EXMINT,2020-12-10,6,30.9
