name,player_url,card_url
Mike Trout,https://www.tcdb.com/Person.cfm/pid/37543/col/Y/yea/2022/Mike-Trout?sTeam=&sCardNum=&sNote=&sSetName=Topps&sBrand=,/ViewCard.cfm/sid/275887/cid/18009081/2022-Topps-27-Mike-Trout
Mike Trout,https://www.tcdb.com/Person.cfm/pid/37543/col/Y/yea/2022/Mike-Trout?sTeam=&sCardNum=&sNote=&sSetName=Topps&sBrand=,/ViewCard.cfm/sid/275887/cid/18009082/2022-Topps-27-Mike-Trout
Mike Trout,https://www.tcdb.com/Person.cfm/pid/37543/col/Y/yea/2022/Mike-Trout?sTeam=&sCardNum=&sNote=&sSetName=Topps&sBrand=,/ViewCard.cfm/sid/275887/cid/18009083/2022-Topps-27-Mike-Trout
Mike Trout,https://www.tcdb.com/Person.cfm/pid/37543/col/Y/yea/2022/Mike-Trout?sTeam=&sCardNum=&sNote=&sSetName=Topps&sBrand=,/ViewCard.cfm/sid/275887/cid/18009250/2022-Topps-159-Los-Angeles-Angels
Albert Pujols,https://www.tcdb.com/Person.cfm/pid/4743/col/Y/yea/2022/Albert-Pujols?sTeam=&sCardNum=&sNote=&sSetName=Topps&sBrand=,/ViewCard.cfm/sid/275887/cid/18009353/2022-Topps-237-Albert-Pujols
Albert Pujols,https://www.tcdb.com/Person.cfm/pid/4743/col/Y/yea/2022/Albert-Pujols?sTeam=&sCardNum=&sNote=&sSetName=Topps&sBrand=,/ViewCard.cfm/sid/275887/cid/18009354/2022-Topps-237-Albert-Pujols
Miguel Cabrera,https://www.tcdb.com/Person.cfm/pid/868/col/Y/yea/2022/Miguel-Cabrera?sTeam=&sCardNum=&sNote=&sSetName=Topps&sBrand=,/ViewCard.cfm/sid/275887/cid/18009293/2022-Topps-194-Miguel-Cabrera
Miguel Cabrera,https://www.tcdb.com/Person.cfm/pid/868/col/Y/yea/2022/Miguel-Cabrera?sTeam=&sCardNum=&sNote=&sSetName=Topps&sBrand=,/ViewCard.cfm/sid/275887/cid/18009294/2022-Topps-194-Miguel-Cabrera
Miguel Cabrera,https://www.tcdb.com/Person.cfm/pid/868/col/Y/yea/2022/Miguel-Cabrera?sTeam=&sCardNum=&sNote=&sSetName=Topps&sBrand=,/ViewCard.cfm/sid/275887/cid/18764509/2022-Topps-640-Detroit-Tigers
Justin Verlander,https://www.tcdb.com/Person.cfm/pid/6056/col/Y/yea/2022/Justin-Verlander?sTeam=&sCardNum=&sNote=&sSetName=Topps&sBrand=,/ViewCard.cfm/sid/275887/cid/18764133/2022-Topps-350-Justin-Verlander
