name,year,number,price,own,lot_name,remaining_price,url,front_url,back_url
Darryl Strawberry,1983,108T,25,0,"",0,/ViewCard.cfm/sid/94/cid/25976/1983-Topps-Traded-108T-Darryl-Strawberry,/Images/Cards/Baseball/94/94-108TFr.jpg,/Images/Cards/Baseball/94/94-108TBk.jpg
Julio Franco,1983,34T,6,0,"",0,/ViewCard.cfm/sid/94/cid/25902/1983-Topps-Traded-34T-Julio-Franco,/Images/Cards/Baseball/94/94-25902Fr.jpg,/Images/Cards/Baseball/94/94-25902Bk.jpg
Dwight Gooden,1984,42T,23.5,0,"",0,/ViewCard.cfm/sid/99/cid/33992/1984-Topps-Traded-42T-Dwight-Gooden,/Images/Cards/Baseball/99/99-42TFr.jpg,/Images/Cards/Baseball/99/99-42TBk.jpg
Vince Coleman,1985,24T,0.78,0,"",0,/ViewCard.cfm/sid/104/cid/34974/1985-Topps-Traded-24T-Vince-Coleman,/Images/Cards/Baseball/104/104-24TFr.jpg,/Images/Cards/Baseball/104/104-24TBk.jpg
Barry Bonds,1986,11T,10,0,"",0,/ViewCard.cfm/sid/111/cid/35111/1986-Topps-Traded-11T-Barry-Bonds,/Images/Cards/Baseball/111/111-35111RepFr.jpg,/Images/Cards/Baseball/111/111-35111RepBk.jpg
Bo Jackson,1986,50T,15,0,"",0,/ViewCard.cfm/sid/111/cid/35150/1986-Topps-Traded-50T-Bo-Jackson,/Images/Cards/Baseball/111/111-35150RepFr.jpg,/Images/Cards/Baseball/111/111-35150RepBk.jpg
Bobby Bonilla,1986,12T,1,0,"",0,/ViewCard.cfm/sid/111/cid/35112/1986-Topps-Traded-12T-Bobby-Bonilla,/Images/Cards/Baseball/111/111-12TFr.jpg,/Images/Cards/Baseball/111/111-12TBk.jpg
Jose Canseco,1986,20T,4,0,"",0,/ViewCard.cfm/sid/111/cid/35120/1986-Topps-Traded-20T-Jose-Canseco,/Images/Cards/Baseball/111/111-35120RepFr.jpg,/Images/Cards/Baseball/111/111-35120RepBk.jpg
Kevin Mitchell,1986,74T,1.15,0,"",0,/ViewCard.cfm/sid/111/cid/35174/1986-Topps-Traded-74T-Kevin-Mitchell,/Images/Cards/Baseball/111/111-35174RepFr.jpg,/Images/Cards/Baseball/111/111-35174RepBk.jpg
Will Clark,1986,24T,2,0,"",0,/ViewCard.cfm/sid/111/cid/35124/1986-Topps-Traded-24T-Will-Clark,/Images/Cards/Baseball/111/111-24TFr.jpg,/Images/Cards/Baseball/111/111-24TBk.jpg
Fred McGriff,1987,74T,1.3,0,"",0,/ViewCard.cfm/sid/118/cid/36174/1987-Topps-Traded-74T-Fred-McGriff,/Images/Cards/Baseball/118/118-74TFr.jpg,/Images/Cards/Baseball/118/118-36174RepBk.jpg
Matt Williams,1987,129T,1.25,0,"",0,/ViewCard.cfm/sid/118/cid/36229/1987-Topps-Traded-129T-Matt-Williams,/Images/Cards/Baseball/118/118-129TFr.jpg,/Images/Cards/Baseball/118/118-129TBk.jpg
Omar Vizquel,1989,122T,1.38,0,"",0,/ViewCard.cfm/sid/135/cid/37186/1989-Topps-Traded-122T-Omar-Vizquel,/Images/Cards/Baseball/135/135-37186RepFr.jpg,/Images/Cards/Baseball/135/135-37186RepBk.jpg
David Justice,1990,48T,1.25,0,"",0,/ViewCard.cfm/sid/148/cid/61798/1990-Topps-Traded-48T-Dave-Justice,/Images/Cards/Baseball/148/148-61798RepFr.jpg,/Images/Cards/Baseball/148/148-61798RepBk.jpg
Todd Helton,1993,19T,10.6,0,"",0,/ViewCard.cfm/sid/293/cid/108269/1993-Topps-Traded-19T-Todd-Helton,/Images/Cards/Baseball/293/293-19TFr.jpg,/Images/Cards/Baseball/293/293-19TBk.jpg
Carlos Beltran,1995,18T,8.99,0,"",0,/ViewCard.cfm/sid/597/cid/135918/1995-Topps-Traded-&-Rookies-18T-Carlos-Beltran,/Images/Cards/Baseball/597/597-135918RepFr.jpg,/Images/Cards/Baseball/597/597-18TBk.jpg
Mark Teixeira,2002,T169,1.08,0,"",0,/ViewCard.cfm/sid/1577/cid/309410/2002-Topps-Traded-&-Rookies-T169-Mark-Teixeira,/Images/Cards/Baseball/1577/1577-309410Fr.jpg,/Images/Cards/Baseball/1577/1577-309410Bk.jpg
Felix Hernandez,2004,T144,24,0,"",0,/ViewCard.cfm/sid/1761/cid/354764/2004-Topps-Traded-&-Rookies-T144-Felix-Hernandez,/Images/Cards/Baseball/1761/1761-T144Fr.jpg,/Images/Cards/Baseball/1761/1761-T144Bk.jpg
Robinson Cano,2003,T200,20,0,"",0,/ViewCard.cfm/sid/1661/cid/332870/2003-Topps-Traded-&-Rookies-T200-Robinson-Cano,/Images/Cards/Baseball/1661/1661-T200Fr.jpg,/Images/Cards/Baseball/1661/1661-T200Bk.jpg
Giancarlo Stanton,2010,US50,13.25,0,"",0,/ViewCard.cfm/sid/10590/cid/460537/2010-Topps-Update-US-50-Mike-Stanton-,/Images/Cards/Baseball/10590/10590-US50aFr.jpg,/Images/Cards/Baseball/10590/10590-US50aBk.jpg
Christian Yelich,2013,US290,16.5,0,"",0,/ViewCard.cfm/sid/80971/cid/6203513/2013-Topps-Update-US290-Christian-Yelich,/Images/Cards/Baseball/80971/80971-US290Fr.jpg,/Images/Cards/Baseball/80971/80971-US290Bk.jpg
Nolan Arenado,2013,US259,22.5,0,"",0,/ViewCard.cfm/sid/80971/cid/6203482/2013-Topps-Update-US259-Nolan-Arenado,/Images/Cards/Baseball/80971/80971-6203482RepFr.jpg,/Images/Cards/Baseball/80971/80971-US259Bk.jpg
Jacob DeGrom,2014,US50,55,0,"",0,/ViewCard.cfm/sid/94826/cid/6931339/2014-Topps-Update-US-50-Jacob-deGrom,/Images/Cards/Baseball/94826/94826-10136721Fr.jpg,/Images/Cards/Baseball/94826/94826-10136721Bk.jpg
