title,date,bids,price
1979 Topps Set Break #348 Andre Dawson VG-VGEX *GMCARDS*,2020-03-19,4,1.29
1979 Topps Set Break #348 Andre Dawson VG-VGEX *GMCARDS*,2020-03-19,4,1.29
1979 Topps Set Break #348 Andre Dawson NM-MT OR BETTER *GMCARDS*,2020-03-18,5,6.5
1979 Topps Set Break #348 Andre Dawson NM-MT OR BETTER *GMCARDS*,2020-03-18,7,7
1979 Topps Set Break #348 Andre Dawson EX-EXMINT *GMCARDS*,2020-03-18,3,2.34
1979 Topps Set Break #348 Andre Dawson NR-MINT *GMCARDS*,2020-03-11,5,2.11
1979 Topps Set Break #348 Andre Dawson NR-MINT *GMCARDS*,2020-03-11,4,2.01
1979 Topps Set Break #348 Andre Dawson NR-MINT *GMCARDS*,2020-03-11,3,1.83
1979 Topps Set Break #348 Andre Dawson NM-MT OR BETTER *GMCARDS*,2020-03-09,11,12.5
1979 Topps Set Break #348 Andre Dawson NM-MT OR BETTER *GMCARDS*,2020-03-03,12,15.5
1979 Topps Set Break #348 Andre Dawson VG-VGEX *GMCARDS*,2020-02-27,4,2.36
1979 Topps Set Break #348 Andre Dawson NM-MT OR BETTER *GMCARDS*,2020-02-25,5,2.11
1979 Topps Set Break #348 Andre Dawson EX-EXMINT *GMCARDS*,2020-02-11,5,5.5
1979 Topps Set Break #348 Andre Dawson EX-EXMINT *GMCARDS*,2020-02-05,5,3.3
1979 Topps Set Break #348 Andre Dawson EX-EXMINT *GMCARDS*,2020-01-29,4,2.25
1979 Topps Set Break #348 Andre Dawson EX-EXMINT *GMCARDS*,2020-01-17,7,6.5
1979 Topps Set Break #348 Andre Dawson NR-MINT *GMCARDS*,2020-01-14,9,5.5
1979 Topps Set Break #400 Jim Rice EX-EXMINT *GMCARDS*,2020-04-11,4,2.25
1979 Topps Set Break #400 Jim Rice NR-MINT *GMCARDS*,2020-04-07,4,3.31
1979 Topps Set Break #400 Jim Rice NR-MINT *GMCARDS*,2020-04-03,3,2.52
1979 Topps Set Break #400 Jim Rice VG-VGEX *GMCARDS*,2020-04-02,,0.79
1979 Topps Set Break #400 Jim Rice VG-VGEX *GMCARDS*,2020-04-02,2,1.25
1979 Topps Set Break #400 Jim Rice NR-MINT *GMCARDS*,2020-04-01,3,3
1979 Topps Set Break #400 Jim Rice NM-MT OR BETTER *GMCARDS*,2020-03-28,6,7.49
1979 Topps Set Break #400 Jim Rice NR-MINT *GMCARDS*,2020-03-24,4,2.02
1979 Topps Set Break #400 Jim Rice NM-MT OR BETTER *GMCARDS*,2020-03-23,5,3.58
1979 Topps Set Break #400 Jim Rice NM-MT OR BETTER *GMCARDS*,2020-03-18,6,8.5
1979 Topps Set Break #400 Jim Rice NM-MT OR BETTER *GMCARDS*,2020-03-11,6,3.25
1979 Topps Set Break #400 Jim Rice EX-EXMINT *GMCARDS*,2020-03-11,2,2.25
1979 Topps Set Break #400 Jim Rice NR-MINT *GMCARDS*,2020-03-09,2,1.02
1979 Topps Set Break #400 Jim Rice NM-MT OR BETTER *GMCARDS*,2020-03-03,5,10.01
1979 Topps Set Break #400 Jim Rice NM-MT OR BETTER *GMCARDS*,2020-02-25,7,8.5
1979 Topps Set Break #400 Jim Rice EX-EXMINT *GMCARDS*,2020-02-11,4,3.47
1979 Topps Set Break #400 Jim Rice VG-VGEX (wrinkle) *GMCARDS*,2020-02-06,2,1.4
1979 Topps Set Break #400 Jim Rice EX-EXMINT *GMCARDS*,2020-02-05,3,3.25
1979 Topps Set Break #520 Gary Carter NR-MINT *GMCARDS*,2020-04-11,3,4.38
1979 Topps Set Break #520 Gary Carter NR-MINT *GMCARDS*,2020-04-07,6,7.5
1979 Topps Set Break #520 Gary Carter NR-MINT *GMCARDS*,2020-04-03,7,5.5
1979 Topps Set Break #520 Gary Carter NM-MT OR BETTER *GMCARDS*,2020-04-01,5,3.28
1979 Topps Set Break #520 Gary Carter NM-MT OR BETTER *GMCARDS*,2020-03-28,5,9.23
1979 Topps Set Break #520 Gary Carter NR-MINT *GMCARDS*,2020-03-24,4,2.29
1979 Topps Set Break #520 Gary Carter NR-MINT *GMCARDS*,2020-03-23,6,2.8
1979 Topps Set Break #520 Gary Carter NM-MT OR BETTER *GMCARDS*,2020-03-18,5,7.5
1979 Topps Set Break #520 Gary Carter VG-VGEX *GMCARDS*,2020-03-12,2,1.25
1979 Topps Set Break #520 Gary Carter VG-VGEX *GMCARDS*,2020-03-12,,0.79
1979 Topps Set Break #520 Gary Carter NR-MINT *GMCARDS*,2020-03-11,3,1.25
1979 Topps Set Break #520 Gary Carter NR-MINT *GMCARDS*,2020-03-11,5,4.05
1979 Topps Set Break #520 Gary Carter NR-MINT *GMCARDS*,2020-03-11,4,2.01
1979 Topps Set Break #520 Gary Carter NR-MINT *GMCARDS*,2020-03-11,5,1.94
1979 Topps Set Break #520 Gary Carter EX-EXMINT *GMCARDS*,2020-03-11,3,1.51
1979 Topps Set Break #520 Gary Carter NR-MINT *GMCARDS*,2020-03-09,6,5.5
1979 Topps Set Break #520 Gary Carter VG-VGEX *GMCARDS*,2020-03-05,2,1.4
1979 Topps Set Break #520 Gary Carter NM-MT OR BETTER *GMCARDS*,2020-03-03,5,8.5
1979 Topps Set Break #520 Gary Carter VG-VGEX (wrinkle) *GMCARDS*,2020-02-27,3,1.77
1979 Topps Set Break #520 Gary Carter VG-VGEX *GMCARDS*,2020-02-27,2,1.25
1979 Topps Set Break #520 Gary Carter NM-MT OR BETTER *GMCARDS*,2020-02-25,3,2.48
1979 Topps Set Break #520 Gary Carter VG-VGEX *GMCARDS*,2020-02-06,3,2.25
1979 Topps Set Break #520 Gary Carter EX-EXMINT *GMCARDS*,2020-02-05,5,4.25
1979 Topps Set Break #520 Gary Carter EX-EXMINT *GMCARDS*,2020-01-29,4,1.95
1979 Topps Set Break #520 Gary Carter NR-MINT *GMCARDS*,2020-01-17,4,2.75
1979 Topps Set Break #520 Gary Carter VG-VGEX *GMCARDS*,2020-01-14,4,2.5
1979 Topps Set Break #670 Jim Hunter NR-MINT *GMCARDS*,2020-04-11,6,4.38
1979 Topps Set Break #670 Jim Hunter VG-VGEX (wrinkle) *GMCARDS*,2020-04-09,,0.79
1979 Topps Set Break #670 Jim Hunter VG-VGEX *GMCARDS*,2020-04-09,2,0.9
1979 Topps Set Break #670 Jim Hunter VG-VGEX *GMCARDS*,2020-04-09,,0.79
1979 Topps Set Break #670 Jim Hunter NM-MT OR BETTER *GMCARDS*,2020-04-07,5,5.5
1979 Topps Set Break #670 Jim Hunter NM-MT OR BETTER *GMCARDS*,2020-04-03,3,1.5
1979 Topps Set Break #670 Jim Hunter VG-VGEX *GMCARDS*,2020-04-02,,0.79
1979 Topps Set Break #670 Jim Hunter NM-MT OR BETTER *GMCARDS*,2020-04-01,2,1.25
1979 Topps Set Break #670 Jim Hunter NM-MT OR BETTER *GMCARDS*,2020-03-28,4,3.25
1979 Topps Set Break #670 Jim Hunter VG-VGEX *GMCARDS*,2020-03-26,,0.79
1979 Topps Set Break #670 Jim Hunter NR-MINT *GMCARDS*,2020-03-24,2,1.34
1979 Topps Set Break #670 Jim Hunter NR-MINT *GMCARDS*,2020-03-23,3,3.25
1979 Topps Set Break #670 Jim Hunter NR-MINT *GMCARDS*,2020-03-18,2,1.25
1979 Topps Set Break #670 Jim Hunter NR-MINT *GMCARDS*,2020-03-18,2,1.25
1979 Topps Set Break #670 Jim Hunter NM-MT OR BETTER *GMCARDS*,2020-03-18,10,4.25
1979 Topps Set Break #670 Jim Hunter NM-MT OR BETTER *GMCARDS*,2020-03-18,3,2.09
1979 Topps Set Break #670 Jim Hunter NM-MT OR BETTER *GMCARDS*,2020-03-18,2,1.25
1979 Topps Set Break #670 Jim Hunter VG-VGEX *GMCARDS*,2020-03-12,2,1.06
1979 Topps Set Break #670 Jim Hunter VG-VGEX *GMCARDS*,2020-03-12,2,0.95
1979 Topps Set Break #670 Jim Hunter NM-MT OR BETTER *GMCARDS*,2020-03-11,4,2.25
1979 Topps Set Break #670 Jim Hunter NR-MINT *GMCARDS*,2020-03-11,4,2.85
1979 Topps Set Break #670 Jim Hunter NM-MT OR BETTER *GMCARDS*,2020-03-11,4,2
1979 Topps Set Break #670 Jim Hunter NM-MT OR BETTER *GMCARDS*,2020-03-11,5,2.26
1979 Topps Set Break #670 Jim Hunter NM-MT OR BETTER *GMCARDS*,2020-03-11,4,6
1979 Topps Set Break #670 Jim Hunter NM-MT OR BETTER *GMCARDS*,2020-03-09,5,1.65
1979 Topps Set Break #670 Jim Hunter VG-VGEX *GMCARDS*,2020-03-05,2,1.25
1979 Topps Set Break #670 Jim Hunter NM-MT OR BETTER *GMCARDS*,2020-03-03,3,3.22
1979 Topps Set Break #670 Jim Hunter VG-VGEX (wrinkle) *GMCARDS*,2020-02-27,2,1.11
1979 Topps Set Break #670 Jim Hunter NM-MT OR BETTER *GMCARDS*,2020-02-25,3,1.51
1979 Topps Set Break #670 Jim Hunter EX-EXMINT *GMCARDS*,2020-02-11,3,1.36
1979 Topps Set Break #670 Jim Hunter NR-MINT *GMCARDS*,2020-02-05,3,1.25
1979 Topps Set Break #670 Jim Hunter NM-MT OR BETTER *GMCARDS*,2020-01-29,5,2.81
1980 Topps Set Break #125 Tony Perez NR-MINT *GMCARDS*,2020-03-03,3,1.25
1980 Topps Set Break #125 Tony Perez NM-MT OR BETTER *GMCARDS*,2020-02-24,2,1.23
1981 Topps Set Break #479 Tim Raines VG-VGEX *GMCARDS*,2020-04-09,3,2
1981 Topps Set Break #479 Tim Raines VG-VGEX *GMCARDS*,2020-04-09,5,2.02
1981 Topps Set Break #479 Tim Raines NM-MT OR BETTER *GMCARDS*,2020-04-05,7,15.51
1981 Topps Set Break #479 Tim Raines NM-MT OR BETTER *GMCARDS*,2020-04-05,6,6.05
1981 Topps Set Break #479 Tim Raines NM-MT OR BETTER *GMCARDS*,2020-04-05,5,7.57
1981 Topps Set Break #479 Tim Raines NM-MT OR BETTER *GMCARDS*,2020-04-05,7,9.5
1981 Topps Set Break #479 Tim Raines NM-MT OR BETTER *GMCARDS*,2020-04-05,7,11.57
1981 Topps Set Break #479 Tim Raines NM-MT OR BETTER *GMCARDS*,2020-04-05,5,7.57
1981 Topps Set Break #479 Tim Raines NM-MT OR BETTER *GMCARDS*,2020-04-05,7,7.57
1981 Topps Set Break #479 Tim Raines NM-MT OR BETTER *GMCARDS*,2020-04-05,11,9.5
1981 Topps Set Break #479 Tim Raines NM-MT OR BETTER *GMCARDS*,2020-04-05,6,8.5
1981 Topps Set Break #479 Tim Raines NM-MT OR BETTER *GMCARDS*,2020-04-05,8,7.6
1981 Topps Set Break #479 Tim Raines VG-VGEX (wrinkle) *GMCARDS*,2020-04-02,3,1.55
1981 Topps Set Break #479 Tim Raines VG-VGEX *GMCARDS*,2020-04-02,4,1.76
1981 Topps Set Break #479 Tim Raines VG-VGEX *GMCARDS*,2020-04-02,3,1.61
1981 Topps Set Break #479 Tim Raines VG-VGEX *GMCARDS*,2020-04-02,2,1.58
1981 Topps Set Break #479 Tim Raines NM-MT OR BETTER *GMCARDS*,2020-04-01,6,5.5
1981 Topps Set Break #479 Tim Raines NM-MT OR BETTER *GMCARDS*,2020-03-30,6,12
1981 Topps Set Break #479 Tim Raines NM-MT OR BETTER *GMCARDS*,2020-03-29,17,21.71
1981 Topps Set Break #479 Tim Raines NM-MT OR BETTER *GMCARDS*,2020-03-28,8,8.5
1981 Topps Set Break #479 Tim Raines VG-VGEX *GMCARDS*,2020-03-26,2,1.33
1981 Topps Set Break #479 Tim Raines LOW GRADE (filler) *GMCARDS*,2020-03-26,2,1.89
1981 Topps Set Break #479 Tim Raines NM-MT OR BETTER *GMCARDS*,2020-03-24,8,14.5
1981 Topps Set Break #479 Tim Raines NM-MT OR BETTER *GMCARDS*,2020-03-23,9,9.6
1981 Topps Set Break #479 Tim Raines NM-MT OR BETTER *GMCARDS*,2020-03-22,11,13.5
1981 Topps Set Break #479 Tim Raines VG-VGEX *GMCARDS*,2020-03-19,3,2.3
1981 Topps Set Break #479 Tim Raines VG-VGEX *GMCARDS*,2020-03-19,3,1.8
1981 Topps Set Break #479 Tim Raines VG-VGEX *GMCARDS*,2020-03-19,4,2.3
1981 Topps Set Break #479 Tim Raines VG-VGEX *GMCARDS*,2020-03-12,8,3.04
1981 Topps Set Break #479 Tim Raines LOW GRADE (crease) *GMCARDS*,2020-03-12,6,2.29
1981 Topps Set Break #479 Tim Raines NR-MINT *GMCARDS*,2020-03-11,7,16.39
1981 Topps Set Break #479 Tim Raines NM-MT OR BETTER *GMCARDS*,2020-03-11,6,15.5
1981 Topps Set Break #479 Tim Raines NM-MT OR BETTER *GMCARDS*,2020-03-11,9,22
1981 Topps Set Break #479 Tim Raines NM-MT OR BETTER *GMCARDS*,2020-03-11,12,45.5
1981 Topps Set Break #479 Tim Raines NM-MT OR BETTER *GMCARDS*,2020-03-11,7,14
1981 Topps Set Break #479 Tim Raines EX-EXMINT *GMCARDS*,2020-03-11,4,13.38
1981 Topps Set Break #479 Tim Raines EX-EXMINT *GMCARDS*,2020-03-11,2,2.02
1981 Topps Set Break #479 Tim Raines NM-MT OR BETTER *GMCARDS*,2020-03-09,10,13.5
1981 Topps Set Break #479 Tim Raines LOW GRADE (crease) *GMCARDS*,2020-03-05,5,2
1981 Topps Set Break #479 Tim Raines NM-MT OR BETTER *GMCARDS*,2020-03-03,15,50.99
1981 Topps Set Break #479 Tim Raines VG-VGEX *GMCARDS*,2020-02-27,5,2.52
1981 Topps Set Break #479 Tim Raines NR-MINT *GMCARDS*,2020-02-24,7,4.26
1981 Topps Set Break #479 Tim Raines NR-MINT *GMCARDS*,2020-02-22,6,10.38
1981 Topps Set Break #479 Tim Raines EX-EXMINT *GMCARDS*,2020-02-11,5,3.26
1981 Topps Set Break #479 Tim Raines EX-EXMINT *GMCARDS*,2020-02-08,10,5.5
1981 Topps Set Break #479 Tim Raines NR-MINT *GMCARDS*,2020-02-03,4,3.51
1981 Topps Set Break #479 Tim Raines VG-VGEX *GMCARDS*,2020-01-29,5,3.52
1981 Topps Set Break #479 Tim Raines EX-EXMINT *GMCARDS*,2020-01-24,5,2.81
1981 Topps Set Break #479 Tim Raines VG-VGEX (wrinkle) *GMCARDS*,2020-01-23,4,1.77
1981 Topps Set Break #479 Tim Raines VG-VGEX *GMCARDS*,2020-01-23,4,2.25
1981 Topps Set Break #479 Tim Raines VG-VGEX *GMCARDS*,2020-01-22,2,1.25
1981 Topps Set Break #479 Tim Raines EX-EXMINT *GMCARDS*,2020-01-21,3,3.51
1981 Topps Set Break #479 Tim Raines EX-EXMINT *GMCARDS*,2020-01-21,3,4.27
1981 Topps Set Break #479 Tim Raines EX-EXMINT *GMCARDS*,2020-01-21,5,4.27
1981 Topps Set Break #479 Tim Raines VG-VGEX *GMCARDS*,2020-01-16,3,2.27
1981 Topps Set Break #479 Tim Raines VG-VGEX *GMCARDS*,2020-01-16,4,4.25
1981 Topps Set Break #479 Tim Raines NR-MINT *GMCARDS*,2020-01-14,5,6
1981 Topps Set Break #479 Tim Raines NR-MINT *GMCARDS*,2020-01-14,7,5.5
1982 Topps Set Break # 70 Tim Raines NM-MT OR BETTER *GMCARDS*,2020-02-03,4,4.25
1959 Topps Set Break #480 Red Schoendienst EX-EXMINT *GMCARDS*,2020-04-11,12,16.5
1959 Topps Set Break #480 Red Schoendienst VG-VGEX (crease) *GMCARDS*,2020-04-02,4,2.58
1959 Topps Set Break #480 Red Schoendienst VG-VGEX *GMCARDS*,2020-04-01,5,5.5
1959 Topps Set Break #480 Red Schoendienst VG-VGEX *GMCARDS*,2020-03-28,5,8.27
1959 Topps Set Break #480 - Red Schoendienst VG-VGEX (crease) *GMCARDS*,2020-03-26,4,4.38
1959 Topps Set Break #480 Red Schoendienst VG-VGEX *GMCARDS*,2020-03-23,3,2.97
1959 Topps Set Break #480 - Red Schoendienst LOW GRADE (crease) *GMCARDS*,2020-03-19,6,5
1959 Topps Set Break #480 Red Schoendienst VG-VGEX *GMCARDS*,2020-03-18,7,10.5
1959 Topps Set Break #480 Red Schoendienst VG-VGEX *GMCARDS*,2020-03-14,3,3.26
1959 Topps Set Break #480 Red Schoendienst EX-EXMINT *GMCARDS*,2020-03-10,6,6.02
1959 Topps Set Break #480 - Red Schoendienst VG-VGEX *GMCARDS*,2020-03-07,7,4.02
1959 Topps Set Break #480 Red Schoendienst EX-EXMINT *GMCARDS*,2020-02-29,8,8.38
1959 Topps Set Break #480 Red Schoendienst EX-EXMINT *GMCARDS*,2020-02-22,5,5.06
1959 Topps Set Break #480 Red Schoendienst LOW GRADE (filler) *GMCARDS*,2020-02-20,6,2.5
1959 Topps Set Break #480 - Red Schoendienst VG-VGEX *GMCARDS*,2020-02-18,4,4.25
1959 Topps Set Break #480 Red Schoendienst EX-EXMINT *GMCARDS*,2020-02-15,12,15.5
1959 Topps Set Break #480 Red Schoendienst EX-EXMINT *GMCARDS*,2020-02-12,6,9.25
1959 Topps Set Break #480 Red Schoendienst EX-EXMINT *GMCARDS*,2020-02-08,8,11.5
1959 Topps Set Break #480 Red Schoendienst EX-EXMINT *GMCARDS*,2020-02-01,7,8
1959 Topps Set Break #480 - Red Schoendienst VG-VGEX *GMCARDS*,2020-01-31,5,4.25
1959 Topps Set Break #480 Red Schoendienst VG-VGEX (wrinkle) *GMCARDS*,2020-01-30,5,4.78
1959 Topps Set Break #480 - Red Schoendienst EX-EXMINT *GMCARDS*,2020-01-29,8,9.5
1959 Topps Set Break #480 Red Schoendienst EX-EXMINT *GMCARDS*,2020-01-24,10,20.5
1959 Topps Set Break #480 - Red Schoendienst EX-EXMINT *GMCARDS*,2020-01-18,3,4.25
1962 Topps Set Break # 40 Orlando Cepeda VG-VGEX *GMCARDS*,2020-04-10,7,5.57
1962 Topps Set Break # 40 Orlando Cepeda VG-VGEX (crease) *GMCARDS*,2020-04-09,5,3.05
1962 Topps Set Break # 40 Orlando Cepeda VG-VGEX *GMCARDS*,2020-04-06,7,8.01
1962 Topps Set Break # 40 Orlando Cepeda LOW GRADE (crease) *GMCARDS*,2020-04-02,6,4.03
1962 Topps Set Break # 40 Orlando Cepeda EX-EXMINT *GMCARDS*,2020-04-01,13,16.5
1962 Topps Set Break # 40 Orlando Cepeda EX-EXMINT *GMCARDS*,2020-03-29,10,18.72
1962 Topps Set Break # 40 Orlando Cepeda LOW GRADE (crease) *GMCARDS*,2020-03-26,4,4.14
1962 Topps Set Break # 40 Orlando Cepeda EX-EXMINT *GMCARDS*,2020-03-24,7,13.25
1962 Topps Set Break # 40 Orlando Cepeda EX-EXMINT *GMCARDS*,2020-03-20,11,12.5
1962 Topps Set Break # 40 Orlando Cepeda LOW GRADE *GMCARDS*,2020-03-19,3,3.32
1962 Topps Set Break # 40 Orlando Cepeda EX-EXMINT *GMCARDS*,2020-03-17,13,20.5
1962 Topps Set Break # 40 Orlando Cepeda NR-MINT *GMCARDS*,2020-03-13,18,27.77
1962 Topps Set Break # 40 Orlando Cepeda LOW GRADE *GMCARDS*,2020-03-12,7,4.25
1962 Topps Set Break # 40 Orlando Cepeda NR-MINT *GMCARDS*,2020-03-08,18,31
1962 Topps Set Break # 40 Orlando Cepeda VG-VGEX *GMCARDS*,2020-03-03,5,6.07
1962 Topps Set Break # 40 Orlando Cepeda EX-EXMINT *GMCARDS*,2020-02-28,11,19.33
1962 Topps Set Break # 40 Orlando Cepeda EX-EXMINT *GMCARDS*,2020-02-24,10,13.83
1962 Topps Set Break # 40 Orlando Cepeda LOW GRADE (crease) *GMCARDS*,2020-02-20,5,4
1962 Topps Set Break # 40 Orlando Cepeda EX-EXMINT *GMCARDS*,2020-02-19,13,9.5
1962 Topps Set Break # 40 Orlando Cepeda NR-MINT *GMCARDS*,2020-02-15,22,52
1962 Topps Set Break # 40 Orlando Cepeda VG-VGEX *GMCARDS*,2020-02-12,11,8.52
1962 Topps Set Break # 40 Orlando Cepeda NR-MINT *GMCARDS*,2020-02-08,25,60
1962 Topps Set Break # 40 Orlando Cepeda VG-VGEX *GMCARDS*,2020-02-02,5,6
1962 Topps Set Break # 40 Orlando Cepeda EX-EXMINT *GMCARDS*,2020-01-27,9,12.49
1962 Topps Set Break # 40 Orlando Cepeda VG-VGEX *GMCARDS*,2020-01-19,5,3.84
1962 Topps Set Break # 40 Orlando Cepeda VG-VGEX *GMCARDS*,2020-01-15,5,4.34
1976 Topps Set Break #185 Dave Parker NM-MT OR BETTER *GMCARDS*,2020-04-07,20,9
1976 Topps Set Break #185 Dave Parker EX-EXMINT *GMCARDS*,2020-04-01,3,1.25
1976 Topps Set Break #185 Dave Parker NR-MINT *GMCARDS*,2020-03-28,3,3.25
1976 Topps Set Break #185 Dave Parker NM-MT OR BETTER *GMCARDS*,2020-03-24,12,7
1976 Topps Set Break #185 Dave Parker NM-MT OR BETTER *GMCARDS*,2020-03-23,15,11.5
1976 Topps Set Break #185 Dave Parker NM-MT OR BETTER *GMCARDS*,2020-03-18,8,15
1976 Topps Set Break #185 Dave Parker NR-MINT *GMCARDS*,2020-03-09,4,4.5
1976 Topps Set Break #185 Dave Parker NR-MINT *GMCARDS*,2020-03-03,4,1.9
1976 Topps Set Break #185 Dave Parker NM-MT OR BETTER *GMCARDS*,2020-01-31,6,9.5
1976 Topps Set Break #185 Dave Parker VG-VGEX *GMCARDS*,2020-01-16,4,2.02
