title,date,bids,price
1962 Topps Set Break # 25 Ernie Banks LOW GRADE (crease) *GMCARDS*,2020-08-14,7,6.5
1962 Topps Set Break # 25 Ernie Banks VG-VGEX *GMCARDS*,2020-08-13,8,12.72
1962 Topps Set Break # 25 Ernie Banks NR-MINT *GMCARDS*,2020-08-02,14,67
1962 Topps Set Break # 25 Ernie Banks LOW GRADE *GMCARDS*,2020-07-31,15,15.51
1962 Topps Set Break # 25 Ernie Banks LOW GRADE (crease) *GMCARDS*,2020-07-31,7,8.5
1962 Topps Set Break # 45 Brooks Robinson VG-VGEX *GMCARDS*,2020-10-26,8,12.5
1962 Topps Set Break # 45 Brooks Robinson EX-EXMINT *GMCARDS*,2020-10-15,18,34
1962 Topps Venezuelan # 45 Brooks Robinson LOW GRADE (crease) *GMCARDS*,2020-10-09,4,19.5
1962 Topps Set Break # 45 Brooks Robinson VG-VGEX *GMCARDS*,2020-10-08,8,11.57
1962 Topps Set Break # 45 Brooks Robinson VG-VGEX *GMCARDS*,2020-10-07,14,11.5
1962 Topps Set Break # 45 Brooks Robinson VG-VGEX *GMCARDS*,2020-10-05,7,10.13
1962 Topps Venezuelan Set Break # 45 Brooks Robinson LOW GRADE *GMCARDS*,2020-09-25,10,36.1
1962 Topps Set Break # 45 Brooks Robinson VG-VGEX *GMCARDS*,2020-09-12,10,9.5
1962 Topps Set Break # 45 Brooks Robinson VG-VGEX (crease) *GMCARDS*,2020-09-11,9,9.5
1962 Topps Set Break # 45 Brooks Robinson LOW GRADE (crease) *GMCARDS*,2020-09-11,3,4.1
1962 Topps Set Break # 45 Brooks Robinson EX-EXMINT *GMCARDS*,2020-09-10,17,34.01
1962 Topps Set Break # 45 Brooks Robinson EX-EXMINT *GMCARDS*,2020-09-09,5,15.5
1962 Topps Set Break # 45 Brooks Robinson EX-EXMINT *GMCARDS*,2020-09-08,11,25
1962 Topps Set Break # 45 Brooks Robinson LOW GRADE (filler) (marked) *GMCARDS*,2020-09-04,6,3.75
1962 Topps Set Break # 45 Brooks Robinson VG-VGEX *GMCARDS*,2020-09-03,9,14
1962 Topps Set Break # 45 Brooks Robinson VG-VGEX *GMCARDS*,2020-09-02,9,10.6
1962 Topps Set Break # 45 Brooks Robinson VG-VGEX *GMCARDS*,2020-08-31,7,12.27
1962 Topps Set Break # 45 Brooks Robinson VG-VGEX *GMCARDS*,2020-08-31,6,11.5
1962 Topps Set Break # 45 Brooks Robinson VG-VGEX (minimum size) *GMCARDS*,2020-08-28,5,9.1
1962 Topps Set Break # 45 Brooks Robinson LOW GRADE (filler) *GMCARDS*,2020-08-28,7,5.5
1962 Topps Set Break # 45 Brooks Robinson VG-VGEX *GMCARDS*,2020-08-27,4,13.01
1962 Topps Set Break # 45 Brooks Robinson VG-VGEX *GMCARDS*,2020-08-26,6,11.52
1962 Topps Set Break # 45 Brooks Robinson VG-VGEX *GMCARDS*,2020-08-23,3,11.51
1962 Topps Set Break # 45 Brooks Robinson NM-MT OR BETTER *GMCARDS*,2020-08-22,14,192.39
1962 Topps Set Break # 45 Brooks Robinson VG-VGEX *GMCARDS*,2020-08-20,13,16.01
1962 Topps Set Break # 45 Brooks Robinson VG-VGEX *GMCARDS*,2020-08-19,7,12.5
1962 Topps Set Break # 45 Brooks Robinson VG-VGEX *GMCARDS*,2020-08-18,6,11.38
1962 Topps Set Break # 45 Brooks Robinson VG-VGEX (crease) *GMCARDS*,2020-08-14,12,16.5
1962 Topps Set Break # 45 Brooks Robinson LOW GRADE (pin hole) *GMCARDS*,2020-08-14,8,6.05
1962 Topps Set Break # 45 Brooks Robinson EX-EXMINT (minimum size) *GMCARDS*,2020-08-14,10,12.5
1962 Topps Set Break # 45 Brooks Robinson VG-VGEX *GMCARDS*,2020-08-13,6,10.5
1962 Topps Set Break # 45 Brooks Robinson EX-EXMINT *GMCARDS*,2020-08-11,5,14.01
1962 Topps Set Break # 45 Brooks Robinson EX-EXMINT *GMCARDS*,2020-08-06,11,16.5
1962 Topps Set Break # 45 Brooks Robinson EX-EXMINT *GMCARDS*,2020-08-02,17,35
1962 Topps Set Break # 50 Stan Musial VG-VGEX *GMCARDS*,2020-10-26,6,39
1962 Topps Set Break # 50 Stan Musial VG-VGEX *GMCARDS*,2020-10-22,11,31
1962 Topps Set Break # 50 Stan Musial EX-EXMINT *GMCARDS*,2020-10-15,19,56.98
1962 Topps Set Break # 50 Stan Musial VG-VGEX *GMCARDS*,2020-10-10,16,31
1962 Topps Venezuelan Set Break # 50 Stan Musial LOW GRADE (crease) *GMCARDS*,2020-10-09,9,40
1962 Topps Set Break # 50 Stan Musial VG-VGEX *GMCARDS*,2020-10-07,14,20.5
1962 Topps Set Break # 50 Stan Musial VG-VGEX *GMCARDS*,2020-10-05,9,31
1962 Topps Set Break # 50 Stan Musial VG-VGEX *GMCARDS*,2020-09-29,12,27.61
1962 Topps Set Break # 50 Stan Musial EX-EXMINT *GMCARDS*,2020-09-26,12,56
1962 Topps Set Break # 50 Stan Musial EX-EXMINT *GMCARDS*,2020-09-23,11,38
1962 Topps Set Break # 50 Stan Musial EX-EXMINT *GMCARDS*,2020-09-12,14,33
1962 Topps Set Break # 50 Stan Musial VG-VGEX (wrinkle) *GMCARDS*,2020-09-11,9,16.53
1962 Topps Set Break # 50 Stan Musial LOW GRADE (filler) *GMCARDS*,2020-08-28,4,11
1962 Topps Set Break # 50 Stan Musial LOW GRADE (crease) *GMCARDS*,2020-08-28,7,11.63
1962 Topps Set Break # 50 Stan Musial VG-VGEX *GMCARDS*,2020-08-22,9,15.52
1962 Topps Set Break # 50 Stan Musial VG-VGEX *GMCARDS*,2020-08-20,12,24.03
1962 Topps Set Break # 50 Stan Musial VG-VGEX *GMCARDS*,2020-08-19,15,46
1962 Topps Set Break # 50 Stan Musial EX-EXMINT *GMCARDS*,2020-08-18,16,39.99
1962 Topps Set Break # 50 Stan Musial EX-EXMINT *GMCARDS*,2020-08-13,16,89
1962 Topps Set Break # 50 Stan Musial EX-EXMINT *GMCARDS*,2020-08-11,11,42
1962 Topps Set Break # 50 Stan Musial EX-EXMINT *GMCARDS*,2020-08-06,13,30
1962 Topps Set Break # 50 Stan Musial VG-VGEX *GMCARDS*,2020-08-02,15,26
1962 Topps Set Break # 50 Stan Musial LOW GRADE (marked) *GMCARDS*,2020-07-31,7,11
1962 Topps Set Break #100 Warren Spahn NR-MINT *GMCARDS*,2020-10-22,16,69
1962 Topps Set Break #100 Warren Spahn VG-VGEX *GMCARDS*,2020-10-18,9,7.75
1962 Topps Set Break #100 Warren Spahn VG-VGEX *GMCARDS*,2020-10-15,6,4.25
1962 Topps Set Break #100 Warren Spahn VG-VGEX *GMCARDS*,2020-10-08,12,11.51
1962 Topps Set Break #100 Warren Spahn VG-VGEX *GMCARDS*,2020-10-07,5,4.81
1962 Topps Set Break #100 Warren Spahn VG-VGEX *GMCARDS*,2020-10-05,10,13.05
1962 Topps Set Break #100 Warren Spahn LOW GRADE (filler) *GMCARDS*,2020-09-25,5,4.25
1962 Topps Set Break #100 Warren Spahn VG-VGEX (wrinkle) *GMCARDS*,2020-09-25,13,15.5
1962 Topps Set Break #100 Warren Spahn VG-VGEX *GMCARDS*,2020-09-10,10,9.13
1962 Topps Set Break #100 Warren Spahn VG-VGEX *GMCARDS*,2020-09-09,11,15.75
1962 Topps Set Break #100 Warren Spahn EX-EXMINT *GMCARDS*,2020-09-08,8,19.01
1962 Topps Set Break #100 Warren Spahn EX-EXMINT *GMCARDS*,2020-09-05,9,20.1
1962 Topps Set Break #100 Warren Spahn LOW GRADE *GMCARDS*,2020-09-04,10,5.01
1962 Topps Set Break #100 Warren Spahn VG-VGEX *GMCARDS*,2020-08-31,9,6.53
1962 Topps Set Break #100 Warren Spahn VG-VGEX (crease) *GMCARDS*,2020-08-28,4,6.52
1962 Topps Set Break #100 Warren Spahn VG-VGEX *GMCARDS*,2020-08-27,7,8.97
1962 Topps Set Break #100 Warren Spahn VG-VGEX *GMCARDS*,2020-08-22,7,10.5
1962 Topps Set Break #100 Warren Spahn LOW GRADE (crease) *GMCARDS*,2020-08-21,8,9.5
1962 Topps Set Break #100 Warren Spahn VG-VGEX *GMCARDS*,2020-08-18,20,23.5
1962 Topps Set Break #100 Warren Spahn VG-VGEX *GMCARDS*,2020-08-13,10,9.5
1962 Topps Set Break #100 Warren Spahn EX-EXMINT *GMCARDS*,2020-08-11,17,68
1962 Topps Set Break #100 Warren Spahn VG-VGEX *GMCARDS*,2020-08-06,7,8.39
1962 Topps Set Break #100 Warren Spahn VG-VGEX *GMCARDS*,2020-08-02,6,5.55
1962 Topps Set Break #100 Warren Spahn LOW GRADE *GMCARDS*,2020-07-31,5,4.69
1962 Topps Set Break #100 Warren Spahn VG-VGEX (wrinkle) *GMCARDS*,2020-07-31,6,6
1962 Topps Set Break #150 Al Kaline EX-EXMINT *GMCARDS*,2020-10-26,15,20.85
1962 Topps Set Break #150 Al Kaline VG-VGEX *GMCARDS*,2020-10-15,27,34.33
1962 Topps Set Break #150 Al Kaline VG-VGEX *GMCARDS*,2020-10-14,6,10.27
1962 Topps Set Break #150 Al Kaline VG-VGEX *GMCARDS*,2020-10-10,12,27.98
1962 Topps Set Break #150 Al Kaline VG-VGEX *GMCARDS*,2020-10-08,8,12.5
1962 Topps Set Break #150 Al Kaline VG-VGEX *GMCARDS*,2020-10-07,6,10.31
1962 Topps Set Break #150 Al Kaline VG-VGEX *GMCARDS*,2020-10-05,10,21.16
1962 Topps Set Break #150 Al Kaline EX-EXMINT *GMCARDS*,2020-09-29,14,24.5
1962 Topps Set Break #150 Al Kaline VG-VGEX *GMCARDS*,2020-09-26,8,8.39
1962 Topps Set Break #150 Al Kaline LOW GRADE (filler) (paper loss) *GMCARDS*,2020-09-25,8,5.5
1962 Topps Set Break #150 Al Kaline EX-EXMINT *GMCARDS*,2020-09-23,20,27.01
1962 Topps Set Break #150 Al Kaline VG-VGEX *GMCARDS*,2020-09-14,4,13.28
1962 Topps Set Break #150 Al Kaline EX-EXMINT *GMCARDS*,2020-09-12,19,27
1962 Topps Set Break #150 Al Kaline VG-VGEX *GMCARDS*,2020-09-09,5,8.5
1962 Topps Set Break #150 Al Kaline NR-MINT *GMCARDS*,2020-09-08,14,41.01
1962 Topps Set Break #150 Al Kaline VG-VGEX *GMCARDS*,2020-09-05,6,15.06
1962 Topps Set Break #150 Al Kaline LOW GRADE *GMCARDS*,2020-09-04,5,4.36
1962 Topps Set Break #150 Al Kaline VG-VGEX *GMCARDS*,2020-08-27,10,15.85
1962 Topps Set Break #150 Al Kaline VG-VGEX (crease) *GMCARDS*,2020-08-21,7,10.6
1962 Topps Set Break #150 Al Kaline LOW GRADE (crease) *GMCARDS*,2020-08-21,5,7
1962 Topps Set Break #150 Al Kaline EX-EXMINT *GMCARDS*,2020-08-20,16,19.06
1962 Topps Set Break #150 Al Kaline VG-VGEX *GMCARDS*,2020-08-13,10,13.05
1962 Topps Set Break #150 Al Kaline EX-EXMINT *GMCARDS*,2020-08-11,15,20.51
1962 Topps Set Break #150 Al Kaline EX-EXMINT *GMCARDS*,2020-08-02,20,72
1962 Topps Set Break #200 Mickey Mantle VG-VGEX *GMCARDS*,2020-10-07,27,200.57
1962 Topps Set Break #200 Mickey Mantle VG-VGEX (crease) *GMCARDS*,2020-10-02,12,135
1962 Topps Set Break #200 Mickey Mantle LOW GRADE (crease) *GMCARDS*,2020-10-02,31,96
1962 Topps Set Break #200 Mickey Mantle VG-VGEX *GMCARDS*,2020-09-12,19,187.56
1962 Topps Set Break #200 Mickey Mantle LOW GRADE (crease) *GMCARDS*,2020-09-11,10,91
1962 Topps Set Break #200 Mickey Mantle EX-EXMINT *GMCARDS*,2020-08-18,30,407
1962 Topps Set Break #200 Mickey Mantle EX-EXMINT *GMCARDS*,2020-08-02,30,321.5
1962 Topps Set Break #200 Mickey Mantle LOW GRADE (filler) (marked) *GMCARDS*,2020-07-31,28,83.88
1962 Topps Set Break #300 Willie Mays VG-VGEX *GMCARDS*,2020-10-28,18,38.77
1962 Topps Set Break #300 Willie Mays LOW GRADE *GMCARDS*,2020-10-23,12,24.16
1962 Topps Set Break #300 Willie Mays LOW GRADE (crease) *GMCARDS*,2020-10-23,11,29.88
1962 Topps Set Break #300 Willie Mays EX-EXMINT *GMCARDS*,2020-10-15,32,230.5
1962 Topps Set Break #300 Willie Mays VG-VGEX (wrinkle) *GMCARDS*,2020-10-09,12,37
1962 Topps Set Break #300 Willie Mays LOW GRADE (crease) *GMCARDS*,2020-10-09,14,36
1962 Topps Set Break #300 Willie Mays VG-VGEX *GMCARDS*,2020-10-05,14,42.44
1962 Topps Set Break #300 Willie Mays VG-VGEX *GMCARDS*,2020-09-26,30,147.5
1962 Topps Set Break #300 Willie Mays VG-VGEX (wrinkle) *GMCARDS*,2020-09-25,10,36.11
1962 Topps Set Break #300 Willie Mays LOW GRADE (crease) *GMCARDS*,2020-09-18,17,28
1962 Topps Set Break #300 Willie Mays VG-VGEX *GMCARDS*,2020-09-14,24,62
1962 Topps Set Break #300 Willie Mays VG-VGEX *GMCARDS*,2020-09-12,17,45.44
1962 Topps Set Break #300 Willie Mays LOW GRADE *GMCARDS*,2020-09-11,12,35
1962 Topps Set Break #300 Willie Mays LOW GRADE (crease) *GMCARDS*,2020-09-11,15,29.82
1962 Topps Set Break #300 Willie Mays VG-VGEX *GMCARDS*,2020-09-10,13,54
1962 Topps Set Break #300 Willie Mays VG-VGEX *GMCARDS*,2020-09-08,17,46
1962 Topps Set Break #300 Willie Mays VG-VGEX *GMCARDS*,2020-08-27,13,46
1962 Topps Set Break #300 Willie Mays VG-VGEX (wrinkle) *GMCARDS*,2020-08-21,12,37.55
1962 Topps Set Break #300 Willie Mays VG-VGEX *GMCARDS*,2020-08-13,23,85
1962 Topps Set Break #300 Willie Mays EX-EXMINT *GMCARDS*,2020-08-11,14,140.5
1962 Topps Set Break #300 Willie Mays VG-VGEX *GMCARDS*,2020-08-02,19,73
1962 Topps Set Break #320 Hank Aaron VG-VGEX *GMCARDS*,2020-10-28,25,80
1962 Topps Set Break #320 Hank Aaron VG-VGEX *GMCARDS*,2020-10-18,16,60
1962 Topps Set Break #320 Hank Aaron EX-EXMINT *GMCARDS*,2020-10-15,23,187.5
1962 Topps Set Break #320 Hank Aaron VG-VGEX (crease) *GMCARDS*,2020-10-09,11,42.41
1962 Topps Set Break #320 Hank Aaron VG-VGEX (crease) *GMCARDS*,2020-10-09,12,32
1962 Topps Set Break #320 Hank Aaron VG-VGEX *GMCARDS*,2020-09-12,18,53
1962 Topps Set Break #320 Hank Aaron LOW GRADE (crease) *GMCARDS*,2020-09-11,10,24.5
1962 Topps Set Break #320 Hank Aaron LOW GRADE *GMCARDS*,2020-09-11,16,20
1962 Topps Set Break #320 Hank Aaron LOW GRADE *GMCARDS*,2020-09-11,7,22.5
1962 Topps Set Break #320 Hank Aaron VG-VGEX *GMCARDS*,2020-09-10,27,44
1962 Topps Set Break #320 Hank Aaron VG-VGEX *GMCARDS*,2020-08-31,21,63
1962 Topps Set Break #320 Hank Aaron LOW GRADE (filler) *GMCARDS*,2020-08-28,10,14.5
1962 Topps Set Break #320 Hank Aaron EX-EXMINT *GMCARDS*,2020-08-18,36,163
1962 Topps Set Break #320 Hank Aaron EX-EXMINT *GMCARDS*,2020-08-13,22,91.03
1962 Topps Set Break #320 Hank Aaron VG-VGEX *GMCARDS*,2020-08-06,22,56
1962 Topps Set Break #320 Hank Aaron NR-MINT *GMCARDS*,2020-08-02,30,282.75
1962 Topps Set Break #350 Frank Robinson LOW GRADE (crease) *GMCARDS*,2020-10-23,6,6.76
1962 Topps Set Break #350 Frank Robinson LOW GRADE (filler) *GMCARDS*,2020-10-23,10,17.05
1962 Topps Set Break #350 Frank Robinson EX-EXMINT *GMCARDS*,2020-10-18,23,89
1962 Topps Set Break #350 Frank Robinson VG-VGEX *GMCARDS*,2020-10-15,15,21.5
1962 Topps Set Break #350 Frank Robinson LOW GRADE (crease) *GMCARDS*,2020-10-09,7,7.29
1962 Topps Set Break #350 Frank Robinson VG-VGEX *GMCARDS*,2020-10-05,10,17
1962 Topps Set Break #350 Frank Robinson VG-VGEX (miscut) *GMCARDS*,2020-09-25,12,19.5
1962 Topps Set Break #350 Frank Robinson VG-VGEX *GMCARDS*,2020-09-17,9,16.27
1962 Topps Set Break #350 Frank Robinson VG-VGEX *GMCARDS*,2020-09-12,11,19.05
1962 Topps Set Break #350 Frank Robinson VG-VGEX *GMCARDS*,2020-09-08,11,12.5
1962 Topps Set Break #350 Frank Robinson VG-VGEX (crease) *GMCARDS*,2020-08-28,10,15.25
1962 Topps Set Break #350 Frank Robinson LOW GRADE (filler) *GMCARDS*,2020-08-28,4,7.52
1962 Topps Set Break #350 Frank Robinson LOW GRADE (filler) *GMCARDS*,2020-08-28,5,7.52
1962 Topps Set Break #350 Frank Robinson LOW GRADE (filler) *GMCARDS*,2020-08-28,3,5.5
1962 Topps Set Break #350 Frank Robinson LOW GRADE (crease) *GMCARDS*,2020-08-28,3,5.51
1962 Topps Set Break #350 Frank Robinson LOW GRADE (crease) *GMCARDS*,2020-08-28,5,6.52
1962 Topps Set Break #350 Frank Robinson VG-VGEX *GMCARDS*,2020-08-20,14,20.52
1962 Topps Set Break #350 Frank Robinson VG-VGEX (wrinkle) (miscut) *GMCARDS*,2020-08-14,6,8.61
1962 Topps Set Break #350 Frank Robinson VG-VGEX *GMCARDS*,2020-08-13,12,17.5
1962 Topps Set Break #350 Frank Robinson VG-VGEX *GMCARDS*,2020-08-11,7,10.5
1962 Topps Set Break #350 Frank Robinson VG-VGEX *GMCARDS*,2020-08-06,10,9.5
1962 Topps Set Break #350 Frank Robinson EX-EXMINT *GMCARDS*,2020-08-02,30,52.99
1962 Topps Set Break #387 Lou Brock EX-EXMINT *GMCARDS*,2020-10-26,26,140.5
1962 Topps Set Break #387 Lou Brock LOW GRADE (crease) *GMCARDS*,2020-10-23,24,63
1962 Topps Set Break #387 Lou Brock VG-VGEX (crease) *GMCARDS*,2020-10-16,11,63
1962 Topps Set Break #387 Lou Brock VG-VGEX *GMCARDS*,2020-10-15,21,65
1962 Topps Set Break #387 Lou Brock LOW GRADE *GMCARDS*,2020-10-09,2,41
1962 Topps Set Break #387 Lou Brock EX-EXMINT *GMCARDS*,2020-10-07,22,180.27
1962 Topps Set Break #387 Lou Brock EX-EXMINT *GMCARDS*,2020-10-05,24,171.49
1962 Topps Set Break #387 Lou Brock LOW GRADE (crease) *GMCARDS*,2020-09-25,7,39
1962 Topps Set Break #387 Lou Brock EX-EXMINT *GMCARDS*,2020-09-23,19,190
1962 Topps Set Break #387 Lou Brock EX-EXMINT *GMCARDS*,2020-09-12,26,140.01
1962 Topps Set Break #387 Lou Brock LOW GRADE (crease) *GMCARDS*,2020-09-04,11,40.99
1962 Topps Set Break #387 Lou Brock VG-VGEX *GMCARDS*,2020-08-31,21,91
1962 Topps Set Break #387 Lou Brock VG-VGEX (wrinkle) *GMCARDS*,2020-08-21,21,72.52
1962 Topps Set Break #387 Lou Brock VG-VGEX *GMCARDS*,2020-08-19,23,84.77
1962 Topps Set Break #387 Lou Brock EX-EXMINT *GMCARDS*,2020-08-18,22,202.5
1962 Topps Set Break #387 Lou Brock VG-VGEX *GMCARDS*,2020-08-02,23,92
1962 Topps Set Break #387 Lou Brock LOW GRADE (marked) *GMCARDS*,2020-07-31,9,31.1
1962 Topps Set Break #425 Carl Yastrzemski VG-VGEX *GMCARDS*,2020-10-15,18,35.55
1962 Topps Set Break #425 Carl Yastrzemski VG-VGEX *GMCARDS*,2020-10-05,14,36
1962 Topps Set Break #425 Carl Yastrzemski VG-VGEX *GMCARDS*,2020-09-23,20,27
1962 Topps Set Break #425 Carl Yastrzemski VG-VGEX *GMCARDS*,2020-09-14,15,25.39
1962 Topps Set Break #425 Carl Yastrzemski LOW GRADE *GMCARDS*,2020-08-28,11,12.61
1962 Topps Set Break #425 Carl Yastrzemski EX-EXMINT *GMCARDS*,2020-08-27,20,66.08
1962 Topps Set Break #425 Carl Yastrzemski VG-VGEX *GMCARDS*,2020-08-20,20,44.44
1962 Topps Set Break #425 Carl Yastrzemski VG-VGEX *GMCARDS*,2020-08-19,22,53
1962 Topps Set Break #425 Carl Yastrzemski EX-EXMINT *GMCARDS*,2020-08-18,24,74.33
1962 Topps Set Break #425 Carl Yastrzemski EX-EXMINT *GMCARDS*,2020-08-13,21,59
1962 Topps Set Break #425 Carl Yastrzemski EX-EXMINT *GMCARDS*,2020-08-11,11,89
1962 Topps Set Break #425 Carl Yastrzemski EX-EXMINT *GMCARDS*,2020-08-02,22,86
1962 Topps #425 Carl Yastrzemski LOW GRADE (filler) (paper loss) *GMCARDS*,2020-07-31,3,3.25
1962 Topps Set Break #530 Bob Gibson VG-VGEX *GMCARDS*,2020-10-15,21,76
1962 Topps Set Break #530 Bob Gibson VG-VGEX *GMCARDS*,2020-09-10,27,81.08
1962 Topps Set Break #530 Bob Gibson LOW GRADE *GMCARDS*,2020-08-28,15,31.58
1962 Topps Set Break #530 Bob Gibson LOW GRADE (crease) *GMCARDS*,2020-08-14,14,28
1962 Topps Set Break #530 Bob Gibson VG-VGEX *GMCARDS*,2020-08-11,12,44.43
1962 Topps Set Break #530 Bob Gibson VG-VGEX *GMCARDS*,2020-08-02,16,57
1962 Topps Set Break #544 Willie McCovey EX-EXMINT *GMCARDS*,2020-09-23,24,130
1962 Topps Set Break #544 Willie McCovey VG-VGEX (wrinkle) *GMCARDS*,2020-09-11,15,54.7
1962 Topps Set Break #544 Willie McCovey NR-MINT *GMCARDS*,2020-09-08,36,285.44
1962 Topps Set Break #544 Willie McCovey EX-EXMINT *GMCARDS*,2020-08-02,15,86
1963 Topps Set Break # 25 Al Kaline VG-VGEX *GMCARDS*,2020-10-28,18,30.57
1963 Topps Set Break # 25 Al Kaline EX-EXMINT *GMCARDS*,2020-10-26,13,31.12
1963 Topps Set Break # 25 Al Kaline EX-EXMINT *GMCARDS*,2020-10-21,13,48
1963 Topps Set Break # 25 Al Kaline VG-VGEX *GMCARDS*,2020-10-14,10,13.5
1963 Topps Set Break # 25 Al Kaline EX-EXMINT (marked) *GMCARDS*,2020-10-02,9,11.44
1963 Topps Set Break # 25 Al Kaline EX-EXMINT *GMCARDS*,2020-10-01,13,14.5
1963 Topps Set Break # 25 Al Kaline VG-VGEX *GMCARDS*,2020-09-26,8,8.6
1963 Topps Set Break # 25 Al Kaline LOW GRADE (pinhole) *GMCARDS*,2020-09-25,9,12.05
1963 Topps Set Break # 25 Al Kaline NM-MT OR BETTER *GMCARDS*,2020-09-16,21,184.08
1963 Topps Set Break # 25 Al Kaline EX-EXMINT *GMCARDS*,2020-09-12,8,26
1963 Topps Set Break # 25 Al Kaline NR-MINT *GMCARDS*,2020-09-10,28,79.76
1963 Topps Set Break # 25 Al Kaline VG-VGEX *GMCARDS*,2020-09-09,11,20.6
1963 Topps Set Break # 25 Al Kaline VG-VGEX *GMCARDS*,2020-08-31,7,15.51
1963 Topps Set Break # 25 Al Kaline VG-VGEX *GMCARDS*,2020-08-23,8,18.5
1963 Topps Set Break # 25 Al Kaline VG-VGEX *GMCARDS*,2020-08-22,7,10.55
1963 Topps Set Break # 25 Al Kaline VG-VGEX *GMCARDS*,2020-08-20,6,13.72
1963 Topps Set Break # 25 Al Kaline VG-VGEX *GMCARDS*,2020-08-19,10,16.03
1963 Topps Set Break # 25 Al Kaline NR-MINT *GMCARDS*,2020-08-18,10,36
1963 Topps Set Break # 25 Al Kaline VG-VGEX *GMCARDS*,2020-08-13,14,18.6
1963 Topps Set Break # 25 Al Kaline EX-EXMINT *GMCARDS*,2020-08-10,12,24.5
1963 Topps Set Break # 25 Al Kaline LOW GRADE (crease) (stain) *GMCARDS*,2020-08-07,4,5.5
1963 Topps Set Break # 25 Al Kaline VG-VGEX *GMCARDS*,2020-08-06,8,16.66
1963 Topps Set Break # 25 Al Kaline EX-EXMINT *GMCARDS*,2020-08-02,13,35.99
1963 Topps Set Break # 25 Al Kaline LOW GRADE (crease) *GMCARDS*,2020-07-31,9,10.51
1963 Topps Set Break #115 Carl Yastrzemski VG-VGEX *GMCARDS*,2020-10-21,8,17.5
1963 Topps Set Break #115 Carl Yastrzemski LOW GRADE (filler) *GMCARDS*,2020-10-16,5,3.25
1963 Topps Set Break #115 Carl Yastrzemski VG-VGEX *GMCARDS*,2020-10-07,11,11.05
1963 Topps Set Break #115 Carl Yastrzemski VG-VGEX *GMCARDS*,2020-10-01,11,16.5
1963 Topps Set Break #115 Carl Yastrzemski EX-EXMINT *GMCARDS*,2020-09-29,14,30.99
1963 Topps Set Break #115 Carl Yastrzemski EX-EXMINT *GMCARDS*,2020-09-26,7,22.5
1963 Topps Set Break #115 Carl Yastrzemski VG-VGEX (wrinkle) *GMCARDS*,2020-09-25,10,20.51
1963 Topps Set Break #115 Carl Yastrzemski EX-EXMINT *GMCARDS*,2020-09-23,12,49
1963 Topps Set Break #115 Carl Yastrzemski EX-EXMINT *GMCARDS*,2020-09-16,10,25.05
1963 Topps Set Break #115 Carl Yastrzemski EX-EXMINT *GMCARDS*,2020-09-12,14,34.01
1963 Topps Set Break #115 Carl Yastrzemski LOW GRADE *GMCARDS*,2020-09-11,7,13.83
1963 Topps Set Break #115 Carl Yastrzemski VG-VGEX *GMCARDS*,2020-09-09,10,15.5
1963 Topps Set Break #115 Carl Yastrzemski LOW GRADE *GMCARDS*,2020-09-04,7,9.5
1963 Topps Set Break #115 Carl Yastrzemski EX-EXMINT *GMCARDS*,2020-08-31,20,36
1963 Topps Set Break #115 Carl Yastrzemski EX-EXMINT *GMCARDS*,2020-08-22,17,44
1963 Topps Set Break #115 Carl Yastrzemski LOW GRADE *GMCARDS*,2020-08-21,8,8.06
1963 Topps Set Break #115 Carl Yastrzemski EX-EXMINT *GMCARDS*,2020-08-20,29,50.1
1963 Topps Set Break #115 Carl Yastrzemski NR-MINT *GMCARDS*,2020-08-10,19,93
1963 Topps Set Break #115 Carl Yastrzemski VG-VGEX *GMCARDS*,2020-08-06,14,22.46
1963 Topps Set Break #115 Carl Yastrzemski EX-EXMINT *GMCARDS*,2020-08-02,18,37
1963 Topps Set Break #115 Carl Yastrzemski LOW GRADE (crease) *GMCARDS*,2020-07-31,7,5.5
1963 Topps Set Break #200 Mickey Mantle LOW GRADE *GMCARDS*,2020-10-23,25,155.1
1963 Topps Set Break #200 Mickey Mantle LOW GRADE (crease) *GMCARDS*,2020-10-16,31,132.99
1963 Topps Set Break #200 Mickey Mantle LOW GRADE (filler) *GMCARDS*,2020-10-02,29,113.5
1963 Topps Set Break #200 Mickey Mantle VG-VGEX *GMCARDS*,2020-09-23,51,216
1963 Topps Set Break #200 Mickey Mantle VG-VGEX (crease) *GMCARDS*,2020-09-11,34,145.27
1963 Topps Set Break #200 Mickey Mantle LOW GRADE (crease) *GMCARDS*,2020-08-14,23,105.5
1963 Topps Set Break #200 Mickey Mantle VG-VGEX *GMCARDS*,2020-08-02,35,455
1963 Topps Set Break #200 Mickey Mantle LOW GRADE (crease) *GMCARDS*,2020-07-31,39,140
1963 Topps Set Break #210 Sandy Koufax VG-VGEX (crease) *GMCARDS*,2020-10-23,14,38
1963 Topps Set Break #210 Sandy Koufax EX-EXMINT *GMCARDS*,2020-10-18,15,91
1963 Topps Set Break #210 Sandy Koufax VG-VGEX *GMCARDS*,2020-10-11,15,53
1963 Topps Set Break #210 Sandy Koufax VG-VGEX (marked) *GMCARDS*,2020-10-02,24,36.29
1963 Topps Set Break #210 Sandy Koufax LOW GRADE (filler) *GMCARDS*,2020-09-18,20,30
1963 Topps Set Break #210 Sandy Koufax VG-VGEX *GMCARDS*,2020-09-12,14,71
