year,team,remove,url
1968,Baltimore Orioles,,https://www.tcdb.com/ViewTeams.cfm/sid/68/1968-Topps
1968,Boston Red Sox,,https://www.tcdb.com/ViewTeams.cfm/sid/68/1968-Topps
1968,California Angels,,https://www.tcdb.com/ViewTeams.cfm/sid/68/1968-Topps
1968,Chicago Cubs,,https://www.tcdb.com/ViewTeams.cfm/sid/68/1968-Topps
1968,Chicago White Sox,,https://www.tcdb.com/ViewTeams.cfm/sid/68/1968-Topps
1968,Cincinnati Reds,,https://www.tcdb.com/ViewTeams.cfm/sid/68/1968-Topps
1968,Cleveland Indians,,https://www.tcdb.com/ViewTeams.cfm/sid/68/1968-Topps
1968,Detroit Tigers,,https://www.tcdb.com/ViewTeams.cfm/sid/68/1968-Topps
1968,Houston Astros,,https://www.tcdb.com/ViewTeams.cfm/sid/68/1968-Topps
1968,Los Angeles Dodgers,,https://www.tcdb.com/ViewTeams.cfm/sid/68/1968-Topps
1968,Minnesota Twins,,https://www.tcdb.com/ViewTeams.cfm/sid/68/1968-Topps
1968,New York Mets,,https://www.tcdb.com/ViewTeams.cfm/sid/68/1968-Topps
1968,New York Yankees,,https://www.tcdb.com/ViewTeams.cfm/sid/68/1968-Topps
1968,Oakland Athletics,,https://www.tcdb.com/ViewTeams.cfm/sid/68/1968-Topps
1968,Philadelphia Phillies,,https://www.tcdb.com/ViewTeams.cfm/sid/68/1968-Topps
1968,Pittsburgh Pirates,,https://www.tcdb.com/ViewTeams.cfm/sid/68/1968-Topps
1968,San Francisco Giants,,https://www.tcdb.com/ViewTeams.cfm/sid/68/1968-Topps
1968,St. Louis Cardinals,,https://www.tcdb.com/ViewTeams.cfm/sid/68/1968-Topps
1968,Washington Senators,,https://www.tcdb.com/ViewTeams.cfm/sid/68/1968-Topps
1969,Atlanta Braves,,https://www.tcdb.com/ViewTeams.cfm/sid/69/1969-Topps
1969,Baltimore Orioles,,https://www.tcdb.com/ViewTeams.cfm/sid/69/1969-Topps
1969,Boston Red Sox,,https://www.tcdb.com/ViewTeams.cfm/sid/69/1969-Topps
1969,California Angels,,https://www.tcdb.com/ViewTeams.cfm/sid/69/1969-Topps
1969,Chicago Cubs,,https://www.tcdb.com/ViewTeams.cfm/sid/69/1969-Topps
1969,Chicago White Sox,,https://www.tcdb.com/ViewTeams.cfm/sid/69/1969-Topps
1969,Cincinnati Reds,,https://www.tcdb.com/ViewTeams.cfm/sid/69/1969-Topps
1969,Cleveland Indians,,https://www.tcdb.com/ViewTeams.cfm/sid/69/1969-Topps
1969,Detroit Tigers,,https://www.tcdb.com/ViewTeams.cfm/sid/69/1969-Topps
1969,Houston Astros,,https://www.tcdb.com/ViewTeams.cfm/sid/69/1969-Topps
1969,Kansas City Royals,,https://www.tcdb.com/ViewTeams.cfm/sid/69/1969-Topps
1969,Los Angeles Dodgers,,https://www.tcdb.com/ViewTeams.cfm/sid/69/1969-Topps
1969,Minnesota Twins,,https://www.tcdb.com/ViewTeams.cfm/sid/69/1969-Topps
1969,Montreal Expos,,https://www.tcdb.com/ViewTeams.cfm/sid/69/1969-Topps
1969,New York Mets,,https://www.tcdb.com/ViewTeams.cfm/sid/69/1969-Topps
1969,New York Yankees,,https://www.tcdb.com/ViewTeams.cfm/sid/69/1969-Topps
1969,Oakland Athletics,,https://www.tcdb.com/ViewTeams.cfm/sid/69/1969-Topps
1969,Philadelphia Phillies,,https://www.tcdb.com/ViewTeams.cfm/sid/69/1969-Topps
1969,Pittsburgh Pirates,,https://www.tcdb.com/ViewTeams.cfm/sid/69/1969-Topps
1969,San Diego Padres,,https://www.tcdb.com/ViewTeams.cfm/sid/69/1969-Topps
1969,San Francisco Giants,,https://www.tcdb.com/ViewTeams.cfm/sid/69/1969-Topps
1969,Seattle Pilots,,https://www.tcdb.com/ViewTeams.cfm/sid/69/1969-Topps
1969,St. Louis Cardinals,,https://www.tcdb.com/ViewTeams.cfm/sid/69/1969-Topps
1969,Washington Senators,,https://www.tcdb.com/ViewTeams.cfm/sid/69/1969-Topps
1970,Atlanta Braves,,https://www.tcdb.com/ViewTeams.cfm/sid/70/1970-Topps
1970,Baltimore Orioles,,https://www.tcdb.com/ViewTeams.cfm/sid/70/1970-Topps
1970,Boston Red Sox,,https://www.tcdb.com/ViewTeams.cfm/sid/70/1970-Topps
1970,California Angels,,https://www.tcdb.com/ViewTeams.cfm/sid/70/1970-Topps
1970,Chicago Cubs,,https://www.tcdb.com/ViewTeams.cfm/sid/70/1970-Topps
1970,Chicago White Sox,,https://www.tcdb.com/ViewTeams.cfm/sid/70/1970-Topps
1970,Cincinnati Reds,,https://www.tcdb.com/ViewTeams.cfm/sid/70/1970-Topps
1970,Cleveland Indians,,https://www.tcdb.com/ViewTeams.cfm/sid/70/1970-Topps
1970,Detroit Tigers,,https://www.tcdb.com/ViewTeams.cfm/sid/70/1970-Topps
1970,Houston Astros,,https://www.tcdb.com/ViewTeams.cfm/sid/70/1970-Topps
1970,Kansas City Royals,,https://www.tcdb.com/ViewTeams.cfm/sid/70/1970-Topps
1970,Los Angeles Dodgers,,https://www.tcdb.com/ViewTeams.cfm/sid/70/1970-Topps
1970,Minnesota Twins,,https://www.tcdb.com/ViewTeams.cfm/sid/70/1970-Topps
1970,Montreal Expos,,https://www.tcdb.com/ViewTeams.cfm/sid/70/1970-Topps
1970,New York Mets,,https://www.tcdb.com/ViewTeams.cfm/sid/70/1970-Topps
1970,New York Yankees,,https://www.tcdb.com/ViewTeams.cfm/sid/70/1970-Topps
1970,Oakland Athletics,,https://www.tcdb.com/ViewTeams.cfm/sid/70/1970-Topps
1970,Philadelphia Phillies,,https://www.tcdb.com/ViewTeams.cfm/sid/70/1970-Topps
1970,Pittsburgh Pirates,,https://www.tcdb.com/ViewTeams.cfm/sid/70/1970-Topps
1970,San Diego Padres,,https://www.tcdb.com/ViewTeams.cfm/sid/70/1970-Topps
1970,San Francisco Giants,,https://www.tcdb.com/ViewTeams.cfm/sid/70/1970-Topps
1970,Seattle Pilots,,https://www.tcdb.com/ViewTeams.cfm/sid/70/1970-Topps
1970,St. Louis Cardinals,,https://www.tcdb.com/ViewTeams.cfm/sid/70/1970-Topps
1970,Washington Senators,,https://www.tcdb.com/ViewTeams.cfm/sid/70/1970-Topps
1971,Atlanta Braves,,https://www.tcdb.com/ViewTeams.cfm/sid/71/1971-Topps
1971,Baltimore Orioles,,https://www.tcdb.com/ViewTeams.cfm/sid/71/1971-Topps
1971,Boston Red Sox,,https://www.tcdb.com/ViewTeams.cfm/sid/71/1971-Topps
1971,California Angels,,https://www.tcdb.com/ViewTeams.cfm/sid/71/1971-Topps
1971,Chicago Cubs,,https://www.tcdb.com/ViewTeams.cfm/sid/71/1971-Topps
1971,Chicago White Sox,,https://www.tcdb.com/ViewTeams.cfm/sid/71/1971-Topps
1971,Cincinnati Reds,,https://www.tcdb.com/ViewTeams.cfm/sid/71/1971-Topps
1971,Cleveland Indians,,https://www.tcdb.com/ViewTeams.cfm/sid/71/1971-Topps
1971,Detroit Tigers,,https://www.tcdb.com/ViewTeams.cfm/sid/71/1971-Topps
1971,Houston Astros,,https://www.tcdb.com/ViewTeams.cfm/sid/71/1971-Topps
1971,Kansas City Royals,,https://www.tcdb.com/ViewTeams.cfm/sid/71/1971-Topps
1971,Los Angeles Dodgers,,https://www.tcdb.com/ViewTeams.cfm/sid/71/1971-Topps
1971,Milwaukee Brewers,,https://www.tcdb.com/ViewTeams.cfm/sid/71/1971-Topps
1971,Minnesota Twins,,https://www.tcdb.com/ViewTeams.cfm/sid/71/1971-Topps
1971,Montreal Expos,,https://www.tcdb.com/ViewTeams.cfm/sid/71/1971-Topps
1971,New York Mets,,https://www.tcdb.com/ViewTeams.cfm/sid/71/1971-Topps
1971,New York Yankees,,https://www.tcdb.com/ViewTeams.cfm/sid/71/1971-Topps
1971,Oakland Athletics,,https://www.tcdb.com/ViewTeams.cfm/sid/71/1971-Topps
1971,Philadelphia Phillies,,https://www.tcdb.com/ViewTeams.cfm/sid/71/1971-Topps
1971,Pittsburgh Pirates,,https://www.tcdb.com/ViewTeams.cfm/sid/71/1971-Topps
1971,San Diego Padres,,https://www.tcdb.com/ViewTeams.cfm/sid/71/1971-Topps
1971,San Francisco Giants,,https://www.tcdb.com/ViewTeams.cfm/sid/71/1971-Topps
1971,St. Louis Cardinals,,https://www.tcdb.com/ViewTeams.cfm/sid/71/1971-Topps
1971,Washington Senators,,https://www.tcdb.com/ViewTeams.cfm/sid/71/1971-Topps
1972,Atlanta Braves,,https://www.tcdb.com/ViewTeams.cfm/sid/72/1972-Topps
1972,Baltimore Orioles,,https://www.tcdb.com/ViewTeams.cfm/sid/72/1972-Topps
1972,Boston Red Sox,,https://www.tcdb.com/ViewTeams.cfm/sid/72/1972-Topps
1972,California Angels,,https://www.tcdb.com/ViewTeams.cfm/sid/72/1972-Topps
1972,Chicago Cubs,,https://www.tcdb.com/ViewTeams.cfm/sid/72/1972-Topps
1972,Chicago White Sox,,https://www.tcdb.com/ViewTeams.cfm/sid/72/1972-Topps
1972,Cincinnati Reds,,https://www.tcdb.com/ViewTeams.cfm/sid/72/1972-Topps
1972,Cleveland Indians,,https://www.tcdb.com/ViewTeams.cfm/sid/72/1972-Topps
1972,Detroit Tigers,,https://www.tcdb.com/ViewTeams.cfm/sid/72/1972-Topps
1972,Houston Astros,,https://www.tcdb.com/ViewTeams.cfm/sid/72/1972-Topps
1972,Kansas City Royals,,https://www.tcdb.com/ViewTeams.cfm/sid/72/1972-Topps
1972,Los Angeles Dodgers,,https://www.tcdb.com/ViewTeams.cfm/sid/72/1972-Topps
1972,Milwaukee Brewers,,https://www.tcdb.com/ViewTeams.cfm/sid/72/1972-Topps
1972,Minnesota Twins,,https://www.tcdb.com/ViewTeams.cfm/sid/72/1972-Topps
1972,Montreal Expos,,https://www.tcdb.com/ViewTeams.cfm/sid/72/1972-Topps
1972,New York Mets,,https://www.tcdb.com/ViewTeams.cfm/sid/72/1972-Topps
1972,New York Yankees,,https://www.tcdb.com/ViewTeams.cfm/sid/72/1972-Topps
1972,Oakland Athletics,,https://www.tcdb.com/ViewTeams.cfm/sid/72/1972-Topps
1972,Philadelphia Phillies,,https://www.tcdb.com/ViewTeams.cfm/sid/72/1972-Topps
1972,Pittsburgh Pirates,,https://www.tcdb.com/ViewTeams.cfm/sid/72/1972-Topps
1972,San Diego Padres,,https://www.tcdb.com/ViewTeams.cfm/sid/72/1972-Topps
1972,San Francisco Giants,,https://www.tcdb.com/ViewTeams.cfm/sid/72/1972-Topps
1972,St. Louis Cardinals,,https://www.tcdb.com/ViewTeams.cfm/sid/72/1972-Topps
1972,Texas Rangers,,https://www.tcdb.com/ViewTeams.cfm/sid/72/1972-Topps
1973,Atlanta Braves,,https://www.tcdb.com/ViewTeams.cfm/sid/73/1973-Topps
1973,Baltimore Orioles,,https://www.tcdb.com/ViewTeams.cfm/sid/73/1973-Topps
1973,Boston Red Sox,,https://www.tcdb.com/ViewTeams.cfm/sid/73/1973-Topps
1973,California Angels,,https://www.tcdb.com/ViewTeams.cfm/sid/73/1973-Topps
1973,Chicago Cubs,,https://www.tcdb.com/ViewTeams.cfm/sid/73/1973-Topps
1973,Chicago White Sox,,https://www.tcdb.com/ViewTeams.cfm/sid/73/1973-Topps
1973,Cincinnati Reds,,https://www.tcdb.com/ViewTeams.cfm/sid/73/1973-Topps
1973,Cleveland Indians,,https://www.tcdb.com/ViewTeams.cfm/sid/73/1973-Topps
1973,Detroit Tigers,,https://www.tcdb.com/ViewTeams.cfm/sid/73/1973-Topps
1973,Houston Astros,,https://www.tcdb.com/ViewTeams.cfm/sid/73/1973-Topps
1973,Kansas City Royals,,https://www.tcdb.com/ViewTeams.cfm/sid/73/1973-Topps
1973,Los Angeles Dodgers,,https://www.tcdb.com/ViewTeams.cfm/sid/73/1973-Topps
1973,Milwaukee Brewers,,https://www.tcdb.com/ViewTeams.cfm/sid/73/1973-Topps
1973,Minnesota Twins,,https://www.tcdb.com/ViewTeams.cfm/sid/73/1973-Topps
1973,Montreal Expos,,https://www.tcdb.com/ViewTeams.cfm/sid/73/1973-Topps
1973,New York Mets,,https://www.tcdb.com/ViewTeams.cfm/sid/73/1973-Topps
1973,New York Yankees,,https://www.tcdb.com/ViewTeams.cfm/sid/73/1973-Topps
1973,Oakland Athletics,,https://www.tcdb.com/ViewTeams.cfm/sid/73/1973-Topps
1973,Philadelphia Phillies,,https://www.tcdb.com/ViewTeams.cfm/sid/73/1973-Topps
1973,Pittsburgh Pirates,,https://www.tcdb.com/ViewTeams.cfm/sid/73/1973-Topps
1973,San Diego Padres,,https://www.tcdb.com/ViewTeams.cfm/sid/73/1973-Topps
1973,San Francisco Giants,,https://www.tcdb.com/ViewTeams.cfm/sid/73/1973-Topps
1973,St. Louis Cardinals,,https://www.tcdb.com/ViewTeams.cfm/sid/73/1973-Topps
1973,Texas Rangers,,https://www.tcdb.com/ViewTeams.cfm/sid/73/1973-Topps
1973,Washington Senators,,https://www.tcdb.com/ViewTeams.cfm/sid/73/1973-Topps
1974,Atlanta Braves,,https://www.tcdb.com/ViewTeams.cfm/sid/74/1974-Topps
1974,Baltimore Orioles,,https://www.tcdb.com/ViewTeams.cfm/sid/74/1974-Topps
1974,Boston Red Sox,,https://www.tcdb.com/ViewTeams.cfm/sid/74/1974-Topps
1974,California Angels,,https://www.tcdb.com/ViewTeams.cfm/sid/74/1974-Topps
1974,Chicago Cubs,,https://www.tcdb.com/ViewTeams.cfm/sid/74/1974-Topps
1974,Chicago White Sox,,https://www.tcdb.com/ViewTeams.cfm/sid/74/1974-Topps
1974,Cincinnati Reds,,https://www.tcdb.com/ViewTeams.cfm/sid/74/1974-Topps
1974,Cleveland Indians,,https://www.tcdb.com/ViewTeams.cfm/sid/74/1974-Topps
1974,Detroit Tigers,,https://www.tcdb.com/ViewTeams.cfm/sid/74/1974-Topps
1974,Houston Astros,,https://www.tcdb.com/ViewTeams.cfm/sid/74/1974-Topps
1974,Kansas City Royals,,https://www.tcdb.com/ViewTeams.cfm/sid/74/1974-Topps
1974,Los Angeles Dodgers,,https://www.tcdb.com/ViewTeams.cfm/sid/74/1974-Topps
1974,Milwaukee Braves,,https://www.tcdb.com/ViewTeams.cfm/sid/74/1974-Topps
1974,Milwaukee Brewers,,https://www.tcdb.com/ViewTeams.cfm/sid/74/1974-Topps
1974,Minnesota Twins,,https://www.tcdb.com/ViewTeams.cfm/sid/74/1974-Topps
1974,Montreal Expos,,https://www.tcdb.com/ViewTeams.cfm/sid/74/1974-Topps
1974,New York Mets,,https://www.tcdb.com/ViewTeams.cfm/sid/74/1974-Topps
1974,New York Yankees,,https://www.tcdb.com/ViewTeams.cfm/sid/74/1974-Topps
1974,Oakland Athletics,,https://www.tcdb.com/ViewTeams.cfm/sid/74/1974-Topps
1974,Philadelphia Phillies,,https://www.tcdb.com/ViewTeams.cfm/sid/74/1974-Topps
1974,Pittsburgh Pirates,,https://www.tcdb.com/ViewTeams.cfm/sid/74/1974-Topps
1974,San Diego Padres,,https://www.tcdb.com/ViewTeams.cfm/sid/74/1974-Topps
1974,San Francisco Giants,,https://www.tcdb.com/ViewTeams.cfm/sid/74/1974-Topps
1974,St. Louis Cardinals,,https://www.tcdb.com/ViewTeams.cfm/sid/74/1974-Topps
1974,Texas Rangers,,https://www.tcdb.com/ViewTeams.cfm/sid/74/1974-Topps
1975,Atlanta Braves,,https://www.tcdb.com/ViewTeams.cfm/sid/76/1975-Topps
1975,Baltimore Orioles,,https://www.tcdb.com/ViewTeams.cfm/sid/76/1975-Topps
1975,Boston Red Sox,,https://www.tcdb.com/ViewTeams.cfm/sid/76/1975-Topps
1975,Brooklyn Dodgers,,https://www.tcdb.com/ViewTeams.cfm/sid/76/1975-Topps
1975,California Angels,,https://www.tcdb.com/ViewTeams.cfm/sid/76/1975-Topps
1975,Chicago Cubs,,https://www.tcdb.com/ViewTeams.cfm/sid/76/1975-Topps
1975,Chicago White Sox,,https://www.tcdb.com/ViewTeams.cfm/sid/76/1975-Topps
1975,Cincinnati Reds,,https://www.tcdb.com/ViewTeams.cfm/sid/76/1975-Topps
1975,Cleveland Indians,,https://www.tcdb.com/ViewTeams.cfm/sid/76/1975-Topps
1975,Detroit Tigers,,https://www.tcdb.com/ViewTeams.cfm/sid/76/1975-Topps
1975,Houston Astros,,https://www.tcdb.com/ViewTeams.cfm/sid/76/1975-Topps
1975,Kansas City Royals,,https://www.tcdb.com/ViewTeams.cfm/sid/76/1975-Topps
1975,Los Angeles Dodgers,,https://www.tcdb.com/ViewTeams.cfm/sid/76/1975-Topps
1975,Milwaukee Braves,,https://www.tcdb.com/ViewTeams.cfm/sid/76/1975-Topps
1975,Milwaukee Brewers,,https://www.tcdb.com/ViewTeams.cfm/sid/76/1975-Topps
1975,Minnesota Twins,,https://www.tcdb.com/ViewTeams.cfm/sid/76/1975-Topps
1975,Montreal Expos,,https://www.tcdb.com/ViewTeams.cfm/sid/76/1975-Topps
1975,New York Giants,,https://www.tcdb.com/ViewTeams.cfm/sid/76/1975-Topps
1975,New York Mets,,https://www.tcdb.com/ViewTeams.cfm/sid/76/1975-Topps
1975,New York Yankees,,https://www.tcdb.com/ViewTeams.cfm/sid/76/1975-Topps
1975,Oakland Athletics,,https://www.tcdb.com/ViewTeams.cfm/sid/76/1975-Topps
1975,Philadelphia Athletics,,https://www.tcdb.com/ViewTeams.cfm/sid/76/1975-Topps
1975,Philadelphia Phillies,,https://www.tcdb.com/ViewTeams.cfm/sid/76/1975-Topps
1975,Pittsburgh Pirates,,https://www.tcdb.com/ViewTeams.cfm/sid/76/1975-Topps
1975,San Diego Padres,,https://www.tcdb.com/ViewTeams.cfm/sid/76/1975-Topps
1975,San Francisco Giants,,https://www.tcdb.com/ViewTeams.cfm/sid/76/1975-Topps
1975,St. Louis Cardinals,,https://www.tcdb.com/ViewTeams.cfm/sid/76/1975-Topps
1975,Texas Rangers,,https://www.tcdb.com/ViewTeams.cfm/sid/76/1975-Topps
1976,Atlanta Braves,,https://www.tcdb.com/ViewTeams.cfm/sid/77/1976-Topps
1976,Baltimore Orioles,,https://www.tcdb.com/ViewTeams.cfm/sid/77/1976-Topps
1976,Boston Red Sox,,https://www.tcdb.com/ViewTeams.cfm/sid/77/1976-Topps
1976,California Angels,,https://www.tcdb.com/ViewTeams.cfm/sid/77/1976-Topps
1976,Chicago Cubs,,https://www.tcdb.com/ViewTeams.cfm/sid/77/1976-Topps
1976,Chicago White Sox,,https://www.tcdb.com/ViewTeams.cfm/sid/77/1976-Topps
1976,Cincinnati Reds,,https://www.tcdb.com/ViewTeams.cfm/sid/77/1976-Topps
1976,Cleveland Indians,,https://www.tcdb.com/ViewTeams.cfm/sid/77/1976-Topps
1976,Detroit Tigers,,https://www.tcdb.com/ViewTeams.cfm/sid/77/1976-Topps
1976,Houston Astros,,https://www.tcdb.com/ViewTeams.cfm/sid/77/1976-Topps
1976,Kansas City Royals,,https://www.tcdb.com/ViewTeams.cfm/sid/77/1976-Topps
1976,Los Angeles Dodgers,,https://www.tcdb.com/ViewTeams.cfm/sid/77/1976-Topps
1976,Milwaukee Braves,,https://www.tcdb.com/ViewTeams.cfm/sid/77/1976-Topps
1976,Milwaukee Brewers,,https://www.tcdb.com/ViewTeams.cfm/sid/77/1976-Topps
1976,Minnesota Twins,,https://www.tcdb.com/ViewTeams.cfm/sid/77/1976-Topps
1976,Montreal Expos,,https://www.tcdb.com/ViewTeams.cfm/sid/77/1976-Topps
1976,New York Mets,,https://www.tcdb.com/ViewTeams.cfm/sid/77/1976-Topps
1976,New York Yankees,,https://www.tcdb.com/ViewTeams.cfm/sid/77/1976-Topps
1976,Oakland Athletics,,https://www.tcdb.com/ViewTeams.cfm/sid/77/1976-Topps
1976,Philadelphia Athletics,,https://www.tcdb.com/ViewTeams.cfm/sid/77/1976-Topps
1976,Philadelphia Phillies,,https://www.tcdb.com/ViewTeams.cfm/sid/77/1976-Topps
1976,Pittsburgh Pirates,,https://www.tcdb.com/ViewTeams.cfm/sid/77/1976-Topps
1976,San Diego Padres,,https://www.tcdb.com/ViewTeams.cfm/sid/77/1976-Topps
1976,San Francisco Giants,,https://www.tcdb.com/ViewTeams.cfm/sid/77/1976-Topps
1976,St. Louis Cardinals,,https://www.tcdb.com/ViewTeams.cfm/sid/77/1976-Topps
1976,Texas Rangers,,https://www.tcdb.com/ViewTeams.cfm/sid/77/1976-Topps
1976,Washington Senators,,https://www.tcdb.com/ViewTeams.cfm/sid/77/1976-Topps
1977,Atlanta Braves,,https://www.tcdb.com/ViewTeams.cfm/sid/79/1977-Topps
1977,Baltimore Orioles,,https://www.tcdb.com/ViewTeams.cfm/sid/79/1977-Topps
1977,Boston Red Sox,,https://www.tcdb.com/ViewTeams.cfm/sid/79/1977-Topps
1977,California Angels,,https://www.tcdb.com/ViewTeams.cfm/sid/79/1977-Topps
1977,Chicago Cubs,,https://www.tcdb.com/ViewTeams.cfm/sid/79/1977-Topps
1977,Chicago White Sox,,https://www.tcdb.com/ViewTeams.cfm/sid/79/1977-Topps
1977,Cincinnati Reds,,https://www.tcdb.com/ViewTeams.cfm/sid/79/1977-Topps
1977,Cleveland Indians,,https://www.tcdb.com/ViewTeams.cfm/sid/79/1977-Topps
1977,Detroit Tigers,,https://www.tcdb.com/ViewTeams.cfm/sid/79/1977-Topps
1977,Houston Astros,,https://www.tcdb.com/ViewTeams.cfm/sid/79/1977-Topps
1977,Kansas City Royals,,https://www.tcdb.com/ViewTeams.cfm/sid/79/1977-Topps
1977,Los Angeles Dodgers,,https://www.tcdb.com/ViewTeams.cfm/sid/79/1977-Topps
1977,Milwaukee Brewers,,https://www.tcdb.com/ViewTeams.cfm/sid/79/1977-Topps
1977,Minnesota Twins,,https://www.tcdb.com/ViewTeams.cfm/sid/79/1977-Topps
1977,Montreal Expos,,https://www.tcdb.com/ViewTeams.cfm/sid/79/1977-Topps
1977,New York Mets,,https://www.tcdb.com/ViewTeams.cfm/sid/79/1977-Topps
1977,New York Yankees,,https://www.tcdb.com/ViewTeams.cfm/sid/79/1977-Topps
1977,Oakland Athletics,,https://www.tcdb.com/ViewTeams.cfm/sid/79/1977-Topps
1977,Philadelphia Phillies,,https://www.tcdb.com/ViewTeams.cfm/sid/79/1977-Topps
1977,Pittsburgh Pirates,,https://www.tcdb.com/ViewTeams.cfm/sid/79/1977-Topps
1977,San Diego Padres,,https://www.tcdb.com/ViewTeams.cfm/sid/79/1977-Topps
1977,San Francisco Giants,,https://www.tcdb.com/ViewTeams.cfm/sid/79/1977-Topps
1977,Seattle Mariners,,https://www.tcdb.com/ViewTeams.cfm/sid/79/1977-Topps
1977,St. Louis Cardinals,,https://www.tcdb.com/ViewTeams.cfm/sid/79/1977-Topps
1977,Texas Rangers,,https://www.tcdb.com/ViewTeams.cfm/sid/79/1977-Topps
1977,Toronto Blue Jays,,https://www.tcdb.com/ViewTeams.cfm/sid/79/1977-Topps
1978,Atlanta Braves,,https://www.tcdb.com/ViewTeams.cfm/sid/80/1978-Topps
1978,Baltimore Orioles,,https://www.tcdb.com/ViewTeams.cfm/sid/80/1978-Topps
1978,Boston Red Sox,,https://www.tcdb.com/ViewTeams.cfm/sid/80/1978-Topps
1978,California Angels,,https://www.tcdb.com/ViewTeams.cfm/sid/80/1978-Topps
1978,Chicago Cubs,,https://www.tcdb.com/ViewTeams.cfm/sid/80/1978-Topps
1978,Chicago White Sox,,https://www.tcdb.com/ViewTeams.cfm/sid/80/1978-Topps
1978,Cincinnati Reds,,https://www.tcdb.com/ViewTeams.cfm/sid/80/1978-Topps
1978,Cleveland Indians,,https://www.tcdb.com/ViewTeams.cfm/sid/80/1978-Topps
1978,Detroit Tigers,,https://www.tcdb.com/ViewTeams.cfm/sid/80/1978-Topps
1978,Houston Astros,,https://www.tcdb.com/ViewTeams.cfm/sid/80/1978-Topps
1978,Kansas City Royals,,https://www.tcdb.com/ViewTeams.cfm/sid/80/1978-Topps
1978,Los Angeles Dodgers,,https://www.tcdb.com/ViewTeams.cfm/sid/80/1978-Topps
1978,Milwaukee Brewers,,https://www.tcdb.com/ViewTeams.cfm/sid/80/1978-Topps
1978,Minnesota Twins,,https://www.tcdb.com/ViewTeams.cfm/sid/80/1978-Topps
1978,Montreal Expos,,https://www.tcdb.com/ViewTeams.cfm/sid/80/1978-Topps
1978,New York Mets,,https://www.tcdb.com/ViewTeams.cfm/sid/80/1978-Topps
1978,New York Yankees,,https://www.tcdb.com/ViewTeams.cfm/sid/80/1978-Topps
1978,Oakland Athletics,,https://www.tcdb.com/ViewTeams.cfm/sid/80/1978-Topps
1978,Philadelphia Phillies,,https://www.tcdb.com/ViewTeams.cfm/sid/80/1978-Topps
1978,Pittsburgh Pirates,,https://www.tcdb.com/ViewTeams.cfm/sid/80/1978-Topps
1978,San Diego Padres,,https://www.tcdb.com/ViewTeams.cfm/sid/80/1978-Topps
1978,San Francisco Giants,,https://www.tcdb.com/ViewTeams.cfm/sid/80/1978-Topps
1978,Seattle Mariners,,https://www.tcdb.com/ViewTeams.cfm/sid/80/1978-Topps
1978,St. Louis Cardinals,,https://www.tcdb.com/ViewTeams.cfm/sid/80/1978-Topps
1978,Texas Rangers,,https://www.tcdb.com/ViewTeams.cfm/sid/80/1978-Topps
1978,Toronto Blue Jays,,https://www.tcdb.com/ViewTeams.cfm/sid/80/1978-Topps
1979,Atlanta Braves,,https://www.tcdb.com/ViewTeams.cfm/sid/81/1979-Topps
1979,Baltimore Orioles,,https://www.tcdb.com/ViewTeams.cfm/sid/81/1979-Topps
1979,Boston Red Sox,,https://www.tcdb.com/ViewTeams.cfm/sid/81/1979-Topps
1979,California Angels,,https://www.tcdb.com/ViewTeams.cfm/sid/81/1979-Topps
1979,Chicago Cubs,,https://www.tcdb.com/ViewTeams.cfm/sid/81/1979-Topps
1979,Chicago White Sox,,https://www.tcdb.com/ViewTeams.cfm/sid/81/1979-Topps
1979,Cincinnati Reds,,https://www.tcdb.com/ViewTeams.cfm/sid/81/1979-Topps
1979,Cleveland Indians,,https://www.tcdb.com/ViewTeams.cfm/sid/81/1979-Topps
1979,Cleveland Spiders,,https://www.tcdb.com/ViewTeams.cfm/sid/81/1979-Topps
1979,Detroit Tigers,,https://www.tcdb.com/ViewTeams.cfm/sid/81/1979-Topps
1979,Houston Astros,,https://www.tcdb.com/ViewTeams.cfm/sid/81/1979-Topps
1979,Kansas City Royals,,https://www.tcdb.com/ViewTeams.cfm/sid/81/1979-Topps
1979,Los Angeles Dodgers,,https://www.tcdb.com/ViewTeams.cfm/sid/81/1979-Topps
1979,Milwaukee Brewers,,https://www.tcdb.com/ViewTeams.cfm/sid/81/1979-Topps
1979,Minnesota Twins,,https://www.tcdb.com/ViewTeams.cfm/sid/81/1979-Topps
1979,Montreal Expos,,https://www.tcdb.com/ViewTeams.cfm/sid/81/1979-Topps
1979,New York Mets,,https://www.tcdb.com/ViewTeams.cfm/sid/81/1979-Topps
1979,New York Yankees,,https://www.tcdb.com/ViewTeams.cfm/sid/81/1979-Topps
1979,Oakland Athletics,,https://www.tcdb.com/ViewTeams.cfm/sid/81/1979-Topps
1979,Philadelphia Phillies,,https://www.tcdb.com/ViewTeams.cfm/sid/81/1979-Topps
1979,Pittsburgh Pirates,,https://www.tcdb.com/ViewTeams.cfm/sid/81/1979-Topps
1979,San Diego Padres,,https://www.tcdb.com/ViewTeams.cfm/sid/81/1979-Topps
1979,San Francisco Giants,,https://www.tcdb.com/ViewTeams.cfm/sid/81/1979-Topps
1979,Seattle Mariners,,https://www.tcdb.com/ViewTeams.cfm/sid/81/1979-Topps
1979,St. Louis Browns,,https://www.tcdb.com/ViewTeams.cfm/sid/81/1979-Topps
