name,year,number,url,price,front_url,back_url
Yogi Berra,1963,340,/ViewCard.cfm/sid/60/cid/10653/1963-Topps-340-Yogi-Berra,31,/Images/Cards/Baseball/60/60-340Fr.jpg,/Images/Cards/Baseball/60/60-340Bk.jpg
Rollie Fingers,1969,597,/ViewCard.cfm/sid/69/cid/30829/1969-Topps-597-A.L.-Rookie-Stars---Bob-Floyd-/-Larry-Burchart-/-Rollie-Fingers,25,/Images/Cards/Baseball/69/69-597Fr.jpg,/Images/Cards/Baseball/69/69-597Bk.jpg
Rollie Fingers,1970,502,/ViewCard.cfm/sid/70/cid/15335/1970-Topps-502-Rollie-Fingers,5,/Images/Cards/Baseball/70/70-502Fr.jpg,/Images/Cards/Baseball/70/70-502Bk.jpg
Rollie Fingers,1971,384,/ViewCard.cfm/sid/71/cid/15940/1971-Topps-384-Rollie-Fingers,1.5,/Images/Cards/Baseball/71/71-384Fr.jpg,/Images/Cards/Baseball/71/71-384Bk.jpg
Rollie Fingers,1972,241,/ViewCard.cfm/sid/72/cid/16645/1972-Topps-241-Rollie-Fingers,1.25,/Images/Cards/Baseball/72/72-241Fr.jpg,/Images/Cards/Baseball/72/72-241Bk.jpg
Rollie Fingers,1973,84,/ViewCard.cfm/sid/73/cid/17287/1973-Topps-84-Rollie-Fingers,1.36,/Images/Cards/Baseball/73/73-84Fr.jpg,/Images/Cards/Baseball/73/73-84Bk.jpg
Rollie Fingers,1974,212,/ViewCard.cfm/sid/74/cid/31120/1974-Topps-212-Rollie-Fingers,1.25,/Images/Cards/Baseball/74/74-212Fr.jpg,/Images/Cards/Baseball/74/74-212Bk.jpg
Rollie Fingers,1975,21,/ViewCard.cfm/sid/76/cid/18519/1975-Topps-21-Rollie-Fingers,2.65,/Images/Cards/Baseball/76/76-18519RepFr.jpg,/Images/Cards/Baseball/76/76-21Bk.jpg
Rollie Fingers,1976,405,/ViewCard.cfm/sid/77/cid/19563/1976-Topps-405-Rollie-Fingers,1.75,/Images/Cards/Baseball/77/77-405Fr.jpg,/Images/Cards/Baseball/77/77-405Bk.jpg
Rollie Fingers,1977,523,/ViewCard.cfm/sid/79/cid/20341/1977-Topps-523-Rollie-Fingers,2.05,/Images/Cards/Baseball/79/79-523Fr.jpg,/Images/Cards/Baseball/79/79-523Bk.jpg
Rollie Fingers,1978,140,/ViewCard.cfm/sid/80/cid/20618/1978-Topps-140-Rollie-Fingers,0.75,/Images/Cards/Baseball/80/80-20618RepFr.jpg,/Images/Cards/Baseball/80/80-20618RepBk.jpg
Rollie Fingers,1979,390,/ViewCard.cfm/sid/81/cid/21641/1979-Topps-390-Rollie-Fingers,0.75,/Images/Cards/Baseball/81/81-21641RepFr.jpg,/Images/Cards/Baseball/81/81-390Bk.jpg
Rollie Fingers,1980,651,/ViewCard.cfm/sid/82/cid/32253/1980-Topps-651-Rollie-Fingers,0.75,/Images/Cards/Baseball/82/82-32253RepFr.jpg,/Images/Cards/Baseball/82/82-32253RepBk.jpg
Rollie Fingers,1981,229,/ViewCard.cfm/sid/85/cid/23519/1981-Topps-229-Rollie-Fingers,0.45,/Images/Cards/Baseball/85/85-23519RepFr.jpg,/Images/Cards/Baseball/85/85-23519RepBk.jpg
Rollie Fingers,1982,585,/ViewCard.cfm/sid/89/cid/24736/1982-Topps-585-Rollie-Fingers,0.5,/Images/Cards/Baseball/89/89-24736RepFr.jpg,/Images/Cards/Baseball/89/89-24736RepBk.jpg
Rollie Fingers,1983,35,/ViewCard.cfm/sid/93/cid/25110/1983-Topps-35-Rollie-Fingers,0.15,/Images/Cards/Baseball/93/93-35Fr.jpg,/Images/Cards/Baseball/93/93-35Bk.jpg
Rollie Fingers,1984,495,/ViewCard.cfm/sid/98/cid/33595/1984-Topps-495-Rollie-Fingers,0.25,/Images/Cards/Baseball/98/98-33595RepFr.jpg,/Images/Cards/Baseball/98/98-33595RepBk.jpg
Rollie Fingers,1985,750,/ViewCard.cfm/sid/103/cid/34850/1985-Topps-750-Rollie-Fingers,0.45,/Images/Cards/Baseball/103/103-34850RepFr.jpg,/Images/Cards/Baseball/103/103-34850RepBk.jpg
Rollie Fingers,1986,185,/ViewCard.cfm/sid/110/cid/12874/1986-Topps-185-Rollie-Fingers,0.4,/Images/Cards/Baseball/110/110-12874RepFr.jpg,/Images/Cards/Baseball/110/110-12874RepBk.jpg
Carlton Fisk,1972,79,/ViewCard.cfm/sid/72/cid/16482/1972-Topps-79-Red-Sox-Rookies---Mike-Garman-/-Cecil-Cooper-/-Carlton-Fisk,13.48,/Images/Cards/Baseball/72/72-16482RepFr.jpg,/Images/Cards/Baseball/72/72-16482RepBk.jpg
Carlton Fisk,1973,193,/ViewCard.cfm/sid/73/cid/17400/1973-Topps-193-Carlton-Fisk,4,/Images/Cards/Baseball/73/73-193Fr.jpg,/Images/Cards/Baseball/73/73-193Bk.jpg
Carlton Fisk,1974,105,/ViewCard.cfm/sid/74/cid/31009/1974-Topps-105-Carlton-Fisk,9,/Images/Cards/Baseball/74/74-105Fr.jpg,/Images/Cards/Baseball/74/74-105Bk.jpg
Carlton Fisk,1975,80,/ViewCard.cfm/sid/76/cid/18578/1975-Topps-80-Carlton-Fisk,6,/Images/Cards/Baseball/76/76-80Fr.jpg,/Images/Cards/Baseball/76/76-80Bk.jpg
Carlton Fisk,1976,365,/ViewCard.cfm/sid/77/cid/19523/1976-Topps-365-Carlton-Fisk,3,/Images/Cards/Baseball/77/77-365Fr.jpg,/Images/Cards/Baseball/77/77-365Bk.jpg
Carlton Fisk,1977,640,/ViewCard.cfm/sid/79/cid/20458/1977-Topps-640-Carlton-Fisk,5,/Images/Cards/Baseball/79/79-640Fr.jpg,/Images/Cards/Baseball/79/79-640Bk.jpg
Carlton Fisk,1978,270,/ViewCard.cfm/sid/80/cid/20748/1978-Topps-270-Carlton-Fisk,2,/Images/Cards/Baseball/80/80-20748RepFr.jpg,/Images/Cards/Baseball/80/80-20748RepBk.jpg
Carlton Fisk,1979,680,/ViewCard.cfm/sid/81/cid/21931/1979-Topps-680-Carlton-Fisk,1.7,/Images/Cards/Baseball/81/81-21931RepFr.jpg,/Images/Cards/Baseball/81/81-21931RepBk.jpg
Carlton Fisk,1980,40,/ViewCard.cfm/sid/82/cid/31640/1980-Topps-40-Carlton-Fisk,2.5,/Images/Cards/Baseball/82/82-31640RepFr.jpg,/Images/Cards/Baseball/82/82-40Bk.jpg
Carlton Fisk,1981,480,/ViewCard.cfm/sid/85/cid/23770/1981-Topps-480-Carlton-Fisk,1.5,/Images/Cards/Baseball/85/85-23770RepFr.jpg,/Images/Cards/Baseball/85/85-23770RepBk.jpg
Carlton Fisk,1982,110,/ViewCard.cfm/sid/89/cid/24258/1982-Topps-110-Carlton-Fisk,0.25,/Images/Cards/Baseball/89/89-24258RepFr.jpg,/Images/Cards/Baseball/89/89-24258RepBk.jpg
Carlton Fisk,1983,20,/ViewCard.cfm/sid/93/cid/25095/1983-Topps-20-Carlton-Fisk,0.45,/Images/Cards/Baseball/93/93-20Fr.jpg,/Images/Cards/Baseball/93/93-20Bk.jpg
Carlton Fisk,1984,560,/ViewCard.cfm/sid/98/cid/33660/1984-Topps-560-Carlton-Fisk,0.75,/Images/Cards/Baseball/98/98-33660RepFr.jpg,/Images/Cards/Baseball/98/98-33660RepBk.jpg
Carlton Fisk,1985,770,/ViewCard.cfm/sid/103/cid/34870/1985-Topps-770-Carlton-Fisk,1,/Images/Cards/Baseball/103/103-34870RepFr.jpg,/Images/Cards/Baseball/103/103-34870RepBk.jpg
Carlton Fisk,1986,290,/ViewCard.cfm/sid/110/cid/12979/1986-Topps-290-Carlton-Fisk,0.75,/Images/Cards/Baseball/110/110-12979RepFr.jpg,/Images/Cards/Baseball/110/110-12979RepBk.jpg
Carlton Fisk,1987,756,/ViewCard.cfm/sid/117/cid/36011/1987-Topps-756-Carlton-Fisk,0.99,/Images/Cards/Baseball/117/117-756Fr.jpg,/Images/Cards/Baseball/117/117-756Bk.jpg
Carlton Fisk,1988,385,/ViewCard.cfm/sid/125/cid/54188/1988-Topps-385-Carlton-Fisk,0.4,/Images/Cards/Baseball/125/125-54188RepFr.jpg,/Images/Cards/Baseball/125/125-54188RepBk.jpg
Carlton Fisk,1989,695,/ViewCard.cfm/sid/134/cid/36949/1989-Topps-695-Carlton-Fisk,0.2,/Images/Cards/Baseball/134/134-695Fr.jpg,/Images/Cards/Baseball/134/134-695Bk.jpg
Carlton Fisk,1990,420,/ViewCard.cfm/sid/147/cid/61321/1990-Topps-420-Carlton-Fisk,0.25,/Images/Cards/Baseball/147/147-420Fr.jpg,/Images/Cards/Baseball/147/147-420Bk.jpg
Carlton Fisk,1991,170,/ViewCard.cfm/sid/167/cid/62077/1991-Topps-170-Carlton-Fisk,0.15,/Images/Cards/Baseball/167/167-62077RepFr.jpg,/Images/Cards/Baseball/167/167-62077RepBk.jpg
Carlton Fisk,1992,630,/ViewCard.cfm/sid/212/cid/96155/1992-Topps-630-Carlton-Fisk,0.3,/Images/Cards/Baseball/212/212-96155RepFr.jpg,/Images/Cards/Baseball/212/212-96155RepBk.jpg
Carlton Fisk,1993,230,/ViewCard.cfm/sid/291/cid/107605/1993-Topps-230-Carlton-Fisk,0.3,/Images/Cards/Baseball/291/291-107605RepFr.jpg,/Images/Cards/Baseball/291/291-230Bk.jpg
Whitey Ford,1953,207,/ViewCard.cfm/sid/29/cid/6124/1953-Topps-207-Whitey-Ford,129,/Images/Cards/Baseball/29/29-207Fr.jpg,/Images/Cards/Baseball/29/29-207Bk.jpg
Whitey Ford,1954,37,/ViewCard.cfm/sid/33/cid/6228/1954-Topps-37-Whitey-Ford,114,/Images/Cards/Baseball/33/33-37Fr.jpg,/Images/Cards/Baseball/33/33-37Bk.jpg
Whitey Ford,1956,240,/ViewCard.cfm/sid/37/cid/6899/1956-Topps-240-Whitey-Ford,77.75,/Images/Cards/Baseball/37/37-240Fr.jpg,/Images/Cards/Baseball/37/37-240Bk.jpg
Whitey Ford,1957,25,/ViewCard.cfm/sid/38/cid/7026/1957-Topps-25-Whitey-Ford,74,/Images/Cards/Baseball/38/38-25Fr.jpg,/Images/Cards/Baseball/38/38-25Bk.jpg
Whitey Ford,1958,320,/ViewCard.cfm/sid/40/cid/27353/1958-Topps-320-Whitey-Ford,34,/Images/Cards/Baseball/40/40-320Fr.jpg,/Images/Cards/Baseball/40/40-320Bk.jpg
Whitey Ford,1959,430,/ViewCard.cfm/sid/43/cid/8394/1959-Topps-430-Whitey-Ford,36,/Images/Cards/Baseball/43/43-430Fr.jpg,/Images/Cards/Baseball/43/43-430Bk.jpg
Whitey Ford,1960,35,/ViewCard.cfm/sid/47/cid/27635/1960-Topps-35-Whitey-Ford,20,/Images/Cards/Baseball/47/47-35Fr.jpg,/Images/Cards/Baseball/47/47-35Bk.jpg
Whitey Ford,1961,160,/ViewCard.cfm/sid/51/cid/9268/1961-Topps-160-Whitey-Ford,20,/Images/Cards/Baseball/51/51-160Fr.jpg,/Images/Cards/Baseball/51/51-160Bk.jpg
Whitey Ford,1962,310,/ViewCard.cfm/sid/55/cid/28571/1962-Topps-310-Whitey-Ford,20,/Images/Cards/Baseball/55/55-310Fr.jpg,/Images/Cards/Baseball/55/55-310Bk.jpg
Whitey Ford,1963,446,/ViewCard.cfm/sid/60/cid/10761/1963-Topps-446-Whitey-Ford,37,/Images/Cards/Baseball/60/60-446Fr.jpg,/Images/Cards/Baseball/60/60-446Bk.jpg
Whitey Ford,1964,380,/ViewCard.cfm/sid/61/cid/11274/1964-Topps-380-Whitey-Ford,24.94,/Images/Cards/Baseball/61/61-380Fr.jpg,/Images/Cards/Baseball/61/61-380Bk.jpg
Whitey Ford,1965,330,/ViewCard.cfm/sid/64/cid/11813/1965-Topps-330-Whitey-Ford,20,/Images/Cards/Baseball/64/64-330Fr.jpg,/Images/Cards/Baseball/64/64-330Bk.jpg
Whitey Ford,1966,160,/ViewCard.cfm/sid/65/cid/29067/1966-Topps-160-Whitey-Ford,17,/Images/Cards/Baseball/65/65-160Fr.jpg,/Images/Cards/Baseball/65/65-160Bk.jpg
Whitey Ford,1967,5,/ViewCard.cfm/sid/66/cid/13605/1967-Topps-5-Whitey-Ford,8.83,/Images/Cards/Baseball/66/66-5Fr.jpg,/Images/Cards/Baseball/66/66-5Bk.jpg
Barry Larkin,1987,648,/ViewCard.cfm/sid/117/cid/35902/1987-Topps-648-Barry-Larkin,2.5,/Images/Cards/Baseball/117/117-648Fr.jpg,/Images/Cards/Baseball/117/117-648Bk.jpg
Barry Larkin,1988,102,/ViewCard.cfm/sid/125/cid/53905/1988-Topps-102-Barry-Larkin,0.85,/Images/Cards/Baseball/125/125-53905RepFr.jpg,/Images/Cards/Baseball/125/125-53905RepBk.jpg
Barry Larkin,1989,515,/ViewCard.cfm/sid/134/cid/36766/1989-Topps-515-Barry-Larkin,0.2,/Images/Cards/Baseball/134/134-515Fr.jpg,/Images/Cards/Baseball/134/134-515Bk.jpg
Barry Larkin,1990,10,/ViewCard.cfm/sid/147/cid/60910/1990-Topps-10-Barry-Larkin,0.18,/Images/Cards/Baseball/147/147-10Fr.jpg,/Images/Cards/Baseball/147/147-10Bk.jpg
Barry Larkin,1991,730,/ViewCard.cfm/sid/167/cid/62657/1991-Topps-730-Barry-Larkin,1.09,/Images/Cards/Baseball/167/167-730Fr.jpg,/Images/Cards/Baseball/167/167-730Bk.jpg
Barry Larkin,1992,465,/ViewCard.cfm/sid/212/cid/95990/1992-Topps-465-Barry-Larkin,0.2,/Images/Cards/Baseball/212/212-465Fr.jpg,/Images/Cards/Baseball/212/212-465Bk.jpg
Barry Larkin,1993,110,/ViewCard.cfm/sid/291/cid/107485/1993-Topps-110-Barry-Larkin,0.33,/Images/Cards/Baseball/291/291-110Fr.jpg,/Images/Cards/Baseball/291/291-110Bk.jpg
Barry Larkin,1994,250,/ViewCard.cfm/sid/426/cid/122975/1994-Topps-250-Barry-Larkin,0.29,/Images/Cards/Baseball/426/426-250Fr.jpg,/Images/Cards/Baseball/426/426-250Bk.jpg
Barry Larkin,1995,350,/ViewCard.cfm/sid/594/cid/135540/1995-Topps-350-Barry-Larkin,0.35,/Images/Cards/Baseball/594/594-350Fr.jpg,/Images/Cards/Baseball/594/594-350Bk.jpg
Barry Larkin,1996,293,/ViewCard.cfm/sid/803/cid/148193/1996-Topps-293-Barry-Larkin,0.25,/Images/Cards/Baseball/803/803-293Fr.jpg,/Images/Cards/Baseball/803/803-293Bk.jpg
Barry Larkin,1997,420,/ViewCard.cfm/sid/1048/cid/164295/1997-Topps-420-Barry-Larkin,0.2,/Images/Cards/Baseball/1048/1048-420Fr.jpg,/Images/Cards/Baseball/1048/1048-420Bk.jpg
Barry Larkin,1998,302,/ViewCard.cfm/sid/1238/cid/178561/1998-Topps-302-Barry-Larkin,0.3,/Images/Cards/Baseball/1238/1238-302Fr.jpg,/Images/Cards/Baseball/1238/1238-302Bk.jpg
Barry Larkin,1999,345,/ViewCard.cfm/sid/1340/cid/235147/1999-Topps-345-Barry-Larkin,0.3,/Images/Cards/Baseball/1340/1340-345Fr.jpg,/Images/Cards/Baseball/1340/1340-345Bk.jpg
Barry Larkin,2000,85,/ViewCard.cfm/sid/1411/cid/251458/2000-Topps-85-Barry-Larkin,0.28,/Images/Cards/Baseball/1411/1411-251458RepFr.jpg,/Images/Cards/Baseball/1411/1411-251458RepBk.jpg
