name,year,number,price,own,type,ebay
Adrian Beltre,2008,199,0.28,0,first_ballot,1
Jim Thome,2008,240,0.35,0,first_ballot,1
Randy Johnson,2008,396,1.18,0,first_ballot,1
Justin Verlander,2008,510,0.4,0,first_ballot,1
Greg Maddux,2008,625,1.1,0,first_ballot,1
Mike Piazza,2008,72,1.35,0,bbwaa,1
Felix Hernandez,2008,75,0.33,0,vet_or_other,1
Kenny Lofton,2008,93,0.3,0,vet_or_other,1
Scott Rolen,2008,170,0.35,0,vet_or_other,1
