title,date,bids,price
1964 Topps Set Break #460 - Bob Gibson VG-VGEX *GMCARDS*,2020-11-30,12,19.26
1964 Topps Set Break #460 - Bob Gibson LOW GRADE *GMCARDS*,2020-11-27,9,14.41
1964 Topps Set Break #460 - Bob Gibson LOW GRADE (crease) *GMCARDS*,2020-11-27,5,14.5
1964 Topps Set Break #460 - Bob Gibson VG-VGEX *GMCARDS*,2020-11-25,5,9.38
1964 Topps Set Break #460 - Bob Gibson LOW GRADE (crease) *GMCARDS*,2020-11-20,6,10.5
1964 Topps Set Break #460 - Bob Gibson VG-VGEX *GMCARDS*,2020-11-16,15,33
1964 Topps Set Break #460 - Bob Gibson LOW GRADE (crease) *GMCARDS*,2020-10-30,12,12.5
1964 Topps Set Break #460 - Bob Gibson LOW GRADE (crease) *GMCARDS*,2020-10-30,11,10.5
1964 Topps Set Break #460 - Bob Gibson VG-VGEX (wrinkle) *GMCARDS*,2020-10-23,10,28
1964 Topps Set Break #460 - Bob Gibson NR-MINT *GMCARDS*,2020-10-12,41,112.5
1965 Topps Set Break # 16 Joe Morgan LOW GRADE (filler) *GMCARDS*,2020-01-02,8,10.5
1965 Topps Set Break # 16 Joe Morgan LOW GRADE (crease) *GMCARDS*,2020-12-26,7,13.5
1965 Topps Set Break # 16 Joe Morgan VG-VGEX (miscut) *GMCARDS*,2020-12-26,18,26.07
1965 Topps Set Break # 16 Joe Morgan VG-VGEX *GMCARDS*,2020-12-22,8,51.5
1965 Topps Set Break # 16 Joe Morgan VG-VGEX (crease) *GMCARDS*,2020-12-18,7,15.5
1965 Topps Set Break # 16 Joe Morgan LOW GRADE (filler) *GMCARDS*,2020-12-18,4,12.5
1965 Topps Set Break #16 Joe Morgan NR-MINT *GMCARDS*,2020-12-15,25,162.5
1965 Topps Set Break # 16 Joe Morgan LOW GRADE *GMCARDS*,2020-12-11,6,13.28
1965 Topps Set Break # 16 Joe Morgan VG-VGEX *GMCARDS*,2020-12-10,7,33
1965 Topps Set Break # 16 Joe Morgan EX-EXMINT *GMCARDS*,2020-12-07,19,103.5
1965 Topps Set Break # 16 Joe Morgan LOW GRADE (crease) *GMCARDS*,2020-12-04,13,17.35
1965 Topps Set Break # 16 Joe Morgan VG-VGEX (wrinkle) *GMCARDS*,2020-12-04,17,36
1965 Topps Set Break # 16 Joe Morgan LOW GRADE (crease) *GMCARDS*,2020-12-04,10,17
1965 Topps Set Break # 16 Joe Morgan EX-EXMINT *GMCARDS*,2020-12-01,23,78
1965 Topps Set Break # 16 Joe Morgan VG-VGEX (wrinkle) *GMCARDS*,2020-11-27,17,29.66
1965 Topps Set Break # 16 Joe Morgan LOW GRADE (crease) *GMCARDS*,2020-11-27,7,16.57
1965 Topps Set Break # 16 Joe Morgan EX-EXMINT *GMCARDS*,2020-11-26,31,78.77
1965 Topps Set Break # 16 Joe Morgan VG-VGEX (wrinkle) *GMCARDS*,2020-11-20,9,20
1965 Topps Set Break # 16 Joe Morgan NR-MINT *GMCARDS*,2020-11-10,29,259
1965 Topps Set Break # 16 Joe Morgan VG-VGEX (miscut) *GMCARDS*,2020-11-06,10,16.5
1965 Topps Set Break # 16 Joe Morgan VG-VGEX (miscut) *GMCARDS*,2020-10-30,21,40
1965 Topps Set Break # 16 Joe Morgan VG-VGEX *GMCARDS*,2020-10-28,14,48.51
1965 Topps Set Break # 16 Joe Morgan VG-VGEX *GMCARDS*,2020-10-28,20,57
1965 Topps Set Break # 16 Joe Morgan VG-VGEX *GMCARDS*,2020-10-18,30,84
1965 Topps Set Break # 16 Joe Morgan VG-VGEX *GMCARDS*,2020-10-11,14,35.41
1965 Topps Set Break # 16 Joe Morgan VG-VGEX *GMCARDS*,2020-10-10,48,104.7
1965 Topps Set Break # 16 Joe Morgan EX-EXMINT *GMCARDS*,2020-10-07,20,61.1
1965 Topps Set Break #120 Frank Robinson VG-VGEX (crease) *GMCARDS*,2020-01-02,10,10.5
1965 Topps Set Break #120 Frank Robinson LOW GRADE (crease) *GMCARDS*,2020-01-02,6,6.5
1965 Topps Set Break #120 Frank Robinson LOW GRADE (crease) *GMCARDS*,2020-12-26,8,5.94
1965 Topps Set Break #120 Frank Robinson VG-VGEX (wrinkle) *GMCARDS*,2020-12-26,8,17.05
1965 Topps Set Break #120 Frank Robinson LOW GRADE *GMCARDS*,2020-12-26,10,13.5
1965 Topps Set Break #120 Frank Robinson VG-VGEX *GMCARDS*,2020-12-22,15,20.39
1965 Topps Set Break #120 Frank Robinson EX-EXMINT *GMCARDS*,2020-12-19,7,36
1965 Topps Set Break #120 Frank Robinson VG-VGEX *GMCARDS*,2020-12-15,7,20.27
1965 Topps Set Break #120 Frank Robinson VG-VGEX (crease) *GMCARDS*,2020-12-04,7,9.61
1965 Topps Set Break #120 Frank Robinson LOW GRADE (crease) *GMCARDS*,2020-11-27,6,5.5
1965 Topps Set Break #120 Frank Robinson LOW GRADE *GMCARDS*,2020-11-27,4,3.31
1965 Topps Set Break #120 Frank Robinson EX-EXMINT *GMCARDS*,2020-11-26,17,56
1965 Topps Set Break #120 Frank Robinson LOW GRADE (crease) *GMCARDS*,2020-11-20,5,5.56
1965 Topps Set Break #120 Frank Robinson EX-EXMINT *GMCARDS*,2020-11-16,12,33.09
1965 Topps Set Break #120 Frank Robinson VG-VGEX *GMCARDS*,2020-11-08,7,10.49
1965 Topps Set Break #120 Frank Robinson VG-VGEX (wrinkle) *GMCARDS*,2020-11-06,7,12.5
1965 Topps Set Break #120 Frank Robinson VG-VGEX (crease) *GMCARDS*,2020-11-06,6,12.5
1965 Topps Set Break #120 Frank Robinson LOW GRADE (crease) *GMCARDS*,2020-11-06,6,9.27
1965 Topps Set Break #120 Frank Robinson VG-VGEX (wrinkle) *GMCARDS*,2020-10-30,6,13
1965 Topps Set Break #120 Frank Robinson VG-VGEX (wrinkle) *GMCARDS*,2020-10-30,8,13
1965 Topps Set Break #120 Frank Robinson VG-VGEX *GMCARDS*,2020-10-25,13,19.5
1965 Topps Set Break #120 Frank Robinson VG-VGEX *GMCARDS*,2020-10-24,11,18
1965 Topps Set Break #120 Frank Robinson EX-EXMINT *GMCARDS*,2020-10-22,20,57
1965 Topps Set Break #120 Frank Robinson EX-EXMINT *GMCARDS*,2020-10-21,11,16
1965 Topps Set Break #120 Frank Robinson VG-VGEX *GMCARDS*,2020-10-11,15,16.5
1965 Topps Set Break #130 Al Kaline VG-VGEX *GMCARDS*,2020-12-22,6,18.95
1965 Topps Set Break #130 Al Kaline VG-VGEX *GMCARDS*,2020-12-19,7,10.09
1965 Topps Set Break #130 Al Kaline VG-VGEX (wrinkle) *GMCARDS*,2020-12-18,7,9.5
1965 Topps Set Break #130 Al Kaline LOW GRADE (crease) *GMCARDS*,2020-12-18,9,8.5
1965 Topps Set Break #130 Al Kaline NR-MINT *GMCARDS*,2020-12-15,16,59
1965 Topps Set Break #130 Al Kaline VG-VGEX *GMCARDS*,2020-12-10,13,21.5
1965 Topps Set Break #130 Al Kaline EX-EXMINT *GMCARDS*,2020-12-07,9,20.27
1965 Topps Set Break #130 Al Kaline LOW GRADE (crease) *GMCARDS*,2020-12-04,5,7
1965 Topps Set Break #130 Al Kaline LOW GRADE (crease) *GMCARDS*,2020-12-04,4,4.63
1965 Topps Set Break #130 Al Kaline LOW GRADE *GMCARDS*,2020-12-04,7,8.88
1965 Topps Set Break #130 Al Kaline EX-EXMINT *GMCARDS*,2020-12-01,7,24.5
1965 Topps Set Break #130 Al Kaline VG-VGEX (crease) (marked) *GMCARDS*,2020-11-27,8,7.5
1965 Topps Set Break #130 Al Kaline LOW GRADE (crease) *GMCARDS*,2020-11-27,5,5.5
1965 Topps Set Break #130 Al Kaline VG-VGEX *GMCARDS*,2020-11-26,10,11.5
1965 Topps Set Break #130 Al Kaline LOW GRADE *GMCARDS*,2020-11-20,5,6.5
1965 Topps Set Break #130 Al Kaline EX-EXMINT *GMCARDS*,2020-11-10,12,21.11
1965 Topps Set Break #130 Al Kaline VG-VGEX *GMCARDS*,2020-11-08,10,10.5
1965 Topps Set Break #130 Al Kaline VG-VGEX *GMCARDS*,2020-11-02,5,10.05
1965 Topps Set Break #130 Al Kaline VG-VGEX (wrinkle) *GMCARDS*,2020-10-30,6,10.8
1965 Topps Set Break #130 Al Kaline LOW GRADE *GMCARDS*,2020-10-23,6,5.05
1965 Topps Set Break #130 Al Kaline VG-VGEX *GMCARDS*,2020-10-22,12,12.5
1965 Topps Set Break #130 Al Kaline EX-EXMINT *GMCARDS*,2020-10-21,13,20.6
1965 Topps Set Break #130 Al Kaline EX-EXMINT *GMCARDS*,2020-10-18,12,36
1965 Topps Set Break #130 Al Kaline LOW GRADE (crease) *GMCARDS*,2020-10-09,6,11.5
1965 Topps Set Break #130 Al Kaline EX-EXMINT *GMCARDS*,2020-10-07,10,27.5
1965 Topps Set Break #150 Brooks Robinson VG-VGEX (wrinkle) *GMCARDS*,2020-12-26,9,17.07
1965 Topps Set Break #150 Brooks Robinson VG-VGEX *GMCARDS*,2020-12-19,9,18.25
1965 Topps Set Break #150 Brooks Robinson VG-VGEX (wrinkle) *GMCARDS*,2020-12-18,8,8.5
1965 Topps Set Break #150 Brooks Robinson LOW GRADE (crease) *GMCARDS*,2020-12-18,6,4.55
1965 Topps Set Break #150 Brooks Robinson LOW GRADE (crease) *GMCARDS*,2020-12-18,8,12.5
1965 Topps Set Break #150 Brooks Robinson VG-VGEX *GMCARDS*,2020-12-15,7,11.2
1965 Topps Set Break #150 Brooks Robinson VG-VGEX *GMCARDS*,2020-12-10,14,30.5
1965 Topps Set Break #150 Brooks Robinson VG-VGEX *GMCARDS*,2020-12-07,10,11.06
1965 Topps Set Break #150 Brooks Robinson VG-VGEX (crease) *GMCARDS*,2020-12-04,7,9.5
1965 Topps Set Break #150 Brooks Robinson EX-EXMINT *GMCARDS*,2020-12-01,12,15.87
1965 Topps Set Break #150 Brooks Robinson LOW GRADE (crease) *GMCARDS*,2020-11-27,7,4.01
1965 Topps Set Break #150 Brooks Robinson LOW GRADE (crease) *GMCARDS*,2020-11-27,7,7.51
1965 Topps Set Break #150 Brooks Robinson VG-VGEX *GMCARDS*,2020-11-26,12,16.5
1965 Topps Set Break #150 Brooks Robinson LOW GRADE (crease) *GMCARDS*,2020-11-20,9,7.62
1965 Topps Set Break #150 Brooks Robinson NR-MINT *GMCARDS*,2020-11-10,13,39.79
1965 Topps Set Break #150 Brooks Robinson LOW GRADE (crease) (marked) *GMCARDS*,2020-11-06,6,5.62
1965 Topps Set Break #150 Brooks Robinson VG-VGEX *GMCARDS*,2020-11-02,13,17.5
1965 Topps Set Break #150 Brooks Robinson VG-VGEX *GMCARDS*,2020-10-28,12,14.49
1965 Topps Set Break #150 Brooks Robinson VG-VGEX *GMCARDS*,2020-10-28,11,14.01
1965 Topps Set Break #150 Brooks Robinson VG-VGEX *GMCARDS*,2020-10-24,11,18.5
1965 Topps Set Break #150 Brooks Robinson VG-VGEX (wrinkle) *GMCARDS*,2020-10-23,7,10.2
1965 Topps Set Break #150 Brooks Robinson EX-EXMINT *GMCARDS*,2020-10-22,12,15.6
1965 Topps Set Break #150 Brooks Robinson VG-VGEX *GMCARDS*,2020-10-21,7,10.5
1965 Topps Set Break #150 Brooks Robinson EX-EXMINT *GMCARDS*,2020-10-18,20,67
1965 Topps Set Break #150 Brooks Robinson EX-EXMINT *GMCARDS*,2020-10-14,21,21.94
1965 Topps Set Break #150 Brooks Robinson EX-EXMINT *GMCARDS*,2020-10-10,14,23.5
1965 Topps Set Break #160 Roberto Clemente LOW GRADE (crease) *GMCARDS*,2020-12-26,13,31
1965 Topps Set Break #160 Roberto Clemente VG-VGEX *GMCARDS*,2020-12-22,10,53
1965 Topps Set Break #160 Roberto Clemente VG-VGEX *GMCARDS*,2020-12-19,17,57
1965 Topps Set Break #160 Roberto Clemente LOW GRADE *GMCARDS*,2020-12-18,17,35.89
1965 Topps Set Break #160 Roberto Clemente VG-VGEX *GMCARDS*,2020-12-15,25,87
1965 Topps Set Break #160 Roberto Clemente VG-VGEX *GMCARDS*,2020-12-10,20,91
1965 Topps Set Break #160 Roberto Clemente VG-VGEX *GMCARDS*,2020-12-07,15,46
1965 Topps Set Break #160 Roberto Clemente LOW GRADE *GMCARDS*,2020-12-04,18,31
1965 Topps Set Break #160 Roberto Clemente VG-VGEX *GMCARDS*,2020-12-01,11,51
1965 Topps Set Break #160 Roberto Clemente LOW GRADE *GMCARDS*,2020-11-27,18,31
1965 Topps Set Break #160 Roberto Clemente LOW GRADE *GMCARDS*,2020-11-27,13,32
1965 Topps Set Break #160 Roberto Clemente VG-VGEX *GMCARDS*,2020-11-26,16,48
1965 Topps Set Break #160 Roberto Clemente LOW GRADE *GMCARDS*,2020-11-20,16,36
1965 Topps Set Break #160 Roberto Clemente EX-EXMINT *GMCARDS*,2020-11-10,27,149.5
1965 Topps Set Break #160 Roberto Clemente VG-VGEX *GMCARDS*,2020-11-02,22,76
1965 Topps Set Break #160 Roberto Clemente LOW GRADE (crease) *GMCARDS*,2020-10-30,19,37
1965 Topps Set Break #160 Roberto Clemente VG-VGEX *GMCARDS*,2020-10-25,12,39
1965 Topps Set Break #160 Roberto Clemente VG-VGEX *GMCARDS*,2020-10-21,17,73
1965 Topps Set Break #160 Roberto Clemente LOW GRADE (crease) *GMCARDS*,2020-10-16,11,34
1965 Topps Set Break #160 Roberto Clemente EX-EXMINT *GMCARDS*,2020-10-11,22,89
1965 Topps Set Break #160 Roberto Clemente NR-MINT (miscut) *GMCARDS*,2020-10-09,23,69
1965 Topps Set Break #160 Roberto Clemente LOW GRADE (filler) *GMCARDS*,2020-10-09,13,16.65
1965 Topps Set Break #170 Hank Aaron LOW GRADE (crease) *GMCARDS*,2020-12-26,10,34.33
1965 Topps Set Break #170 Hank Aaron VG-VGEX *GMCARDS*,2020-12-22,31,230.5
1965 Topps Set Break #170 Hank Aaron EX-EXMINT *GMCARDS*,2020-12-19,47,170.5
1965 Topps Set Break #170 Hank Aaron EX-EXMINT *GMCARDS*,2020-12-15,13,158.05
1965 Topps Set Break #170 Hank Aaron VG-VGEX *GMCARDS*,2020-12-07,14,61
1965 Topps Set Break #170 Hank Aaron VG-VGEX *GMCARDS*,2020-12-01,18,66
1965 Topps Set Break #170 Hank Aaron LOW GRADE *GMCARDS*,2020-11-27,20,27
1965 Topps Set Break #170 Hank Aaron EX-EXMINT *GMCARDS*,2020-11-26,16,122.5
1965 Topps Set Break #170 Hank Aaron LOW GRADE (crease) *GMCARDS*,2020-11-20,19,28
1965 Topps Set Break #170 Hank Aaron VG-VGEX *GMCARDS*,2020-11-12,17,83.77
1965 Topps Set Break #170 Hank Aaron NR-MINT *GMCARDS*,2020-11-10,44,405
1965 Topps Set Break #170 Hank Aaron VG-VGEX *GMCARDS*,2020-11-08,24,89
1965 Topps Set Break #170 Hank Aaron VG-VGEX (wrinkle) *GMCARDS*,2020-11-06,24,51
1965 Topps Set Break #170 Hank Aaron LOW GRADE (crease) *GMCARDS*,2020-10-30,12,15.5
1965 Topps Set Break #170 Hank Aaron VG-VGEX *GMCARDS*,2020-10-28,28,110.5
1965 Topps Set Break #170 Hank Aaron VG-VGEX (wrinkle) *GMCARDS*,2020-10-23,18,42.44
1965 Topps Set Break #170 Hank Aaron VG-VGEX *GMCARDS*,2020-10-21,13,62
1965 Topps Set Break #170 Hank Aaron LOW GRADE (crease) *GMCARDS*,2020-10-16,13,30
1965 Topps Set Break #170 Hank Aaron VG-VGEX *GMCARDS*,2020-10-11,15,54.51
1965 Topps Set Break #170 Hank Aaron LOW GRADE (crease) *GMCARDS*,2020-10-09,16,39.88
1965 Topps Set Break #170 Hank Aaron EX-EXMINT *GMCARDS*,2020-10-07,12,111.22
1965 Topps Set Break #176 Willie McCovey VG-VGEX (crease) *GMCARDS*,2020-01-02,11,17
1965 Topps Set Break #176 Willie McCovey EX-EXMINT *GMCARDS*,2020-12-22,17,49.88
1965 Topps Set Break #176 Willie McCovey EX-EXMINT *GMCARDS*,2020-12-19,14,38.77
1965 Topps Set Break #176 Willie McCovey EX-EXMINT *GMCARDS*,2020-12-15,9,15.7
1965 Topps Set Break #176 Willie McCovey VG-VGEX *GMCARDS*,2020-12-01,9,10.48
1965 Topps Set Break #176 Willie McCovey LOW GRADE (crease) *GMCARDS*,2020-11-27,3,2.55
1965 Topps Set Break #176 Willie McCovey LOW GRADE *GMCARDS*,2020-11-27,6,4.94
1965 Topps Set Break #176 Willie McCovey VG-VGEX *GMCARDS*,2020-11-26,12,15.5
1965 Topps Set Break #176 Willie McCovey LOW GRADE (crease) *GMCARDS*,2020-11-20,6,5.5
1965 Topps Set Break #176 Willie McCovey VG-VGEX *GMCARDS*,2020-11-11,8,9.47
1965 Topps Set Break #176 Willie McCovey NR-MINT *GMCARDS*,2020-11-10,15,43.57
1965 Topps Set Break #176 Willie McCovey EX-EXMINT *GMCARDS*,2020-11-08,13,24.5
1965 Topps Set Break #176 Willie McCovey VG-VGEX *GMCARDS*,2020-11-03,5,9.38
1965 Topps Set Break #176 Willie McCovey VG-VGEX *GMCARDS*,2020-11-02,11,15.5
1965 Topps Set Break #176 Willie McCovey LOW GRADE (filler) *GMCARDS*,2020-10-30,5,6.5
1965 Topps Set Break #176 Willie McCovey VG-VGEX *GMCARDS*,2020-10-28,10,10.51
1965 Topps Set Break #176 Willie McCovey EX-EXMINT *GMCARDS*,2020-10-28,10,18.51
1965 Topps Set Break #176 Willie McCovey LOW GRADE (crease) *GMCARDS*,2020-10-23,5,4.8
1965 Topps Set Break #176 Willie McCovey LOW GRADE (crease) *GMCARDS*,2020-10-23,5,4.69
1965 Topps Set Break #176 Willie McCovey VG-VGEX (crease) *GMCARDS*,2020-10-16,9,8.5
1965 Topps Set Break #176 Willie McCovey EX-EXMINT *GMCARDS*,2020-10-11,14,40
1965 Topps Set Break #176 Willie McCovey LOW GRADE (crease) *GMCARDS*,2020-10-09,3,3.58
1965 Topps Set Break #205 Warren Spahn VG-VGEX *GMCARDS*,2020-12-22,15,13.5
1965 Topps Set Break #205 Warren Spahn VG-VGEX *GMCARDS*,2020-12-19,10,15.5
1965 Topps Set Break #205 Warren Spahn VG-VGEX (wrinkle) *GMCARDS*,2020-12-18,4,2.85
1965 Topps Set Break #205 Warren Spahn LOW GRADE (filler) *GMCARDS*,2020-12-18,7,6.5
1965 Topps Set Break #205 Warren Spahn VG-VGEX *GMCARDS*,2020-12-15,6,10.5
1965 Topps Set Break #205 Warren Spahn LOW GRADE (filler) *GMCARDS*,2020-12-11,4,2.01
1965 Topps Set Break #205 Warren Spahn LOW GRADE (crease) *GMCARDS*,2020-12-11,7,4
1965 Topps Set Break #205 Warren Spahn LOW GRADE (crease) *GMCARDS*,2020-12-11,6,3.25
1965 Topps Set Break #205 Warren Spahn VG-VGEX *GMCARDS*,2020-12-10,11,11.61
1965 Topps Set Break #205 Warren Spahn EX-EXMINT *GMCARDS*,2020-12-07,13,13.5
1965 Topps Set Break #205 Warren Spahn LOW GRADE *GMCARDS*,2020-12-04,5,6.39
1965 Topps Set Break #205 Warren Spahn LOW GRADE *GMCARDS*,2020-12-04,8,7.5
1965 Topps Set Break #205 Warren Spahn NM-MT OR BETTER *GMCARDS*,2020-12-01,19,76
1965 Topps Set Break #205 Warren Spahn VG-VGEX (wrinkle) *GMCARDS*,2020-11-27,4,5.24
1965 Topps Set Break #205 Warren Spahn VG-VGEX (crease) *GMCARDS*,2020-11-27,4,3.54
1965 Topps Set Break #205 Warren Spahn NR-MINT *GMCARDS*,2020-11-26,14,30.76
1965 Topps Set Break #205 Warren Spahn VG-VGEX (wrinkle) *GMCARDS*,2020-11-20,4,5
1965 Topps Set Break #205 Warren Spahn EX-EXMINT *GMCARDS*,2020-11-10,8,14.5
1965 Topps Set Break #205 Warren Spahn LOW GRADE (filler) *GMCARDS*,2020-11-06,7,3.78
1965 Topps Set Break #205 Warren Spahn VG-VGEX *GMCARDS*,2020-11-02,12,10.01
1965 Topps Set Break #205 Warren Spahn VG-VGEX *GMCARDS*,2020-10-31,12,10.6
1965 Topps Set Break #205 Warren Spahn VG-VGEX (crease) *GMCARDS*,2020-10-30,7,5.52
1965 Topps Set Break #205 Warren Spahn LOW GRADE (crease) *GMCARDS*,2020-10-30,5,4.25
1965 Topps Set Break #205 Warren Spahn VG-VGEX *GMCARDS*,2020-10-28,5,13.01
1965 Topps Set Break #205 Warren Spahn VG-VGEX *GMCARDS*,2020-10-24,12,6.26
1965 Topps Set Break #205 Warren Spahn VG-VGEX (crease) *GMCARDS*,2020-10-23,4,4
1965 Topps Set Break #205 Warren Spahn VG-VGEX *GMCARDS*,2020-10-21,6,20.5
1965 Topps Set Break #205 Warren Spahn VG-VGEX *GMCARDS*,2020-10-18,8,15.5
1965 Topps Set Break #205 Warren Spahn VG-VGEX (wrinkle) *GMCARDS*,2020-10-16,10,8.5
1965 Topps Set Break #250 Willie Mays LOW GRADE (crease) *GMCARDS*,2020-01-02,11,29.09
1965 Topps Set Break #250 Willie Mays LOW GRADE *GMCARDS*,2020-01-02,16,56
1965 Topps Set Break #250 Willie Mays LOW GRADE (filler) *GMCARDS*,2020-12-26,12,32
1965 Topps Set Break #250 Willie Mays LOW GRADE (crease) *GMCARDS*,2020-12-26,11,19.5
1965 Topps Set Break #250 Willie Mays VG-VGEX (wrinkle) *GMCARDS*,2020-12-18,18,60
1965 Topps Set Break #250 Willie Mays VG-VGEX (crease) *GMCARDS*,2020-12-18,12,29
1965 Topps Set Break #250 Willie Mays VG-VGEX *GMCARDS*,2020-12-07,27,77.87
1965 Topps Set Break #250 Willie Mays LOW GRADE (crease) *GMCARDS*,2020-12-04,16,32
1965 Topps Set Break #250 Willie Mays VG-VGEX *GMCARDS*,2020-12-01,17,39.89
1965 Topps Set Break #250 Willie Mays LOW GRADE (crease) *GMCARDS*,2020-11-27,11,20.58
1965 Topps Set Break #250 Willie Mays LOW GRADE (crease) *GMCARDS*,2020-11-27,14,21.62
1965 Topps Set Break #250 Willie Mays LOW GRADE (crease) *GMCARDS*,2020-11-20,20,21.5
1965 Topps Set Break #250 Willie Mays EX-EXMINT *GMCARDS*,2020-11-10,37,251
1965 Topps Set Break #250 Willie Mays LOW GRADE (crease) *GMCARDS*,2020-11-06,12,23
1965 Topps Set Break #250 Willie Mays EX-EXMINT *GMCARDS*,2020-10-31,27,157.5
1965 Topps Set Break #250 Willie Mays VG-VGEX (crease) (paper loss) *GMCARDS*,2020-10-30,15,32.01
1965 Topps Set Break #250 Willie Mays VG-VGEX *GMCARDS*,2020-10-26,15,53
1965 Topps Set Break #250 Willie Mays LOW GRADE *GMCARDS*,2020-10-23,9,22.5
1965 Topps Set Break #250 Willie Mays LOW GRADE (crease) *GMCARDS*,2020-10-23,14,26.99
1965 Topps Set Break #250 Willie Mays VG-VGEX *GMCARDS*,2020-10-21,28,65.74
1965 Topps Set Break #250 Willie Mays VG-VGEX *GMCARDS*,2020-10-18,20,89
1965 Topps Set Break #300 Sandy Koufax LOW GRADE (crease) *GMCARDS*,2020-12-26,16,34.33
1965 Topps Set Break #300 Sandy Koufax VG-VGEX (wrinkle) *GMCARDS*,2020-12-18,17,15.5
1965 Topps Set Break #300 Sandy Koufax LOW GRADE *GMCARDS*,2020-12-18,9,43
1965 Topps Set Break #300 Sandy Koufax VG-VGEX *GMCARDS*,2020-12-15,17,105.5
1965 Topps Set Break #300 Sandy Koufax VG-VGEX *GMCARDS*,2020-12-10,21,66
1965 Topps Set Break #300 Sandy Koufax VG-VGEX *GMCARDS*,2020-12-07,12,44.88
1965 Topps Set Break #300 Sandy Koufax VG-VGEX *GMCARDS*,2020-12-01,17,51
1965 Topps Set Break #300 Sandy Koufax LOW GRADE (crease) *GMCARDS*,2020-11-27,13,34
1965 Topps Set Break #300 Sandy Koufax VG-VGEX *GMCARDS*,2020-11-26,17,44
1965 Topps Set Break #300 Sandy Koufax LOW GRADE (crease) *GMCARDS*,2020-11-20,17,28
1965 Topps Set Break #300 Sandy Koufax EX-EXMINT *GMCARDS*,2020-11-10,29,168.5
1965 Topps Set Break #300 Sandy Koufax LOW GRADE *GMCARDS*,2020-11-06,19,28
1965 Topps Set Break #300 Sandy Koufax VG-VGEX *GMCARDS*,2020-10-28,15,97
1965 Topps Set Break #300 Sandy Koufax VG-VGEX *GMCARDS*,2020-10-26,18,46
1965 Topps Set Break #300 Sandy Koufax LOW GRADE (crease) *GMCARDS*,2020-10-23,24,36
1965 Topps Set Break #300 Sandy Koufax VG-VGEX (wrinkle) *GMCARDS*,2020-10-16,17,64
1965 Topps Set Break #320 Bob Gibson LOW GRADE (crease) *GMCARDS*,2020-01-02,14,16.5
1965 Topps Set Break #320 Bob Gibson LOW GRADE (filler) *GMCARDS*,2020-12-26,8,12.75
1965 Topps Set Break #320 Bob Gibson VG-VGEX *GMCARDS*,2020-12-15,15,16.5
1965 Topps Set Break #320 Bob Gibson LOW GRADE (crease) *GMCARDS*,2020-12-04,15,13
1965 Topps Set Break #320 Bob Gibson LOW GRADE *GMCARDS*,2020-11-27,11,11.5
1965 Topps Set Break #320 Bob Gibson LOW GRADE (crease) *GMCARDS*,2020-11-27,8,10.06
1965 Topps Set Break #320 Bob Gibson LOW GRADE (crease) *GMCARDS*,2020-11-20,16,18.5
1965 Topps Set Break #320 Bob Gibson EX-EXMINT *GMCARDS*,2020-11-10,17,56
1965 Topps Set Break #320 Bob Gibson LOW GRADE (filler) *GMCARDS*,2020-11-06,6,11.5
1965 Topps Set Break #320 Bob Gibson VG-VGEX *GMCARDS*,2020-11-02,15,21.52
1965 Topps Set Break #320 Bob Gibson VG-VGEX *GMCARDS*,2020-10-28,19,46
1965 Topps Set Break #320 Bob Gibson VG-VGEX *GMCARDS*,2020-10-22,13,28
1965 Topps Set Break #320 Bob Gibson NR-MINT *GMCARDS*,2020-10-21,24,103.45
1965 Topps Set Break #320 Bob Gibson VG-VGEX *GMCARDS*,2020-10-18,7,27
1965 Topps Set Break #320 Bob Gibson VG-VGEX (wrinkle) *GMCARDS*,2020-10-16,13,22.05
1965 Topps Set Break #350 Mickey Mantle VG-VGEX (wrinkle) *GMCARDS*,2020-12-26,34,250
1965 Topps Set Break #350 Mickey Mantle VG-VGEX (crease) *GMCARDS*,2020-12-18,39,230.38
1965 Topps Set Break #350 Mickey Mantle EX-EXMINT *GMCARDS*,2020-12-15,29,300
1965 Topps Set Break #350 Mickey Mantle LOW GRADE (crease) *GMCARDS*,2020-12-11,31,90.89
1965 Topps Set Break #350 Mickey Mantle VG-VGEX (miscut) *GMCARDS*,2020-12-04,39,170.5
1965 Topps Set Break #350 Mickey Mantle LOW GRADE *GMCARDS*,2020-12-04,26,100
1965 Topps Set Break #350 Mickey Mantle VG-VGEX (wrinkle) *GMCARDS*,2020-11-27,27,238.51
1965 Topps Set Break #350 Mickey Mantle VG-VGEX (crease) *GMCARDS*,2020-11-27,18,165.57
1965 Topps Set Break #350 Mickey Mantle VG-VGEX (wrinkle) *GMCARDS*,2020-11-20,22,129.5
1965 Topps Set Break #350 Mickey Mantle NM-MT OR BETTER (miscut) *GMCARDS*,2020-11-13,16,
1965 Topps Set Break #350 Mickey Mantle LOW GRADE (crease) *GMCARDS*,2020-11-06,24,110.33
1965 Topps Set Break #350 Mickey Mantle VG-VGEX *GMCARDS*,2020-11-02,41,280
1965 Topps Set Break #350 Mickey Mantle LOW GRADE (crease) *GMCARDS*,2020-10-30,26,157.5
1965 Topps Set Break #350 Mickey Mantle LOW GRADE (crease) *GMCARDS*,2020-10-16,31,106.5
1965 Topps Set Break #350 Mickey Mantle VG-VGEX *GMCARDS*,2020-10-11,13,303.11
1965 Topps Set Break #377 Willie Stargell LOW GRADE (crease) *GMCARDS*,2020-01-02,8,9.45
