name,year,number,price,own,lot_name,remaining_price,url,front_url,back_url
Orlando Cepeda,1963,520,19,,,19,/ViewCard.cfm/sid/60/cid/10837/1963-Topps-520-Orlando-Cepeda,/Images/Cards/Baseball/60/60-520Fr.jpg,/Images/Cards/Baseball/60/60-520Bk.jpg
Nellie Fox,1963,525,20,,,20,/ViewCard.cfm/sid/60/cid/10842/1963-Topps-525-Nellie-Fox,/Images/Cards/Baseball/60/60-525Fr.jpg,/Images/Cards/Baseball/60/60-525Bk.jpg
Pete Rose,1963,537,475,,,475,/ViewCard.cfm/sid/60/cid/10854/1963-Topps-537-Pedro-Gonzalez-/-Ken-McMullen-/-Pete-Rose-/-Al-Weis,/Images/Cards/Baseball/60/60-10854RepFr.jpg,/Images/Cards/Baseball/60/60-10854RepBk.jpg
Pete Rose,1964,125,149.99,,,149.99,/ViewCard.cfm/sid/61/cid/11019/1964-Topps-125-Pete-Rose,/Images/Cards/Baseball/61/61-11019RepFr.jpg,/Images/Cards/Baseball/61/61-11019RepBk.jpg
Nellie Fox,1964,205,2.5,,,2.5,/ViewCard.cfm/sid/61/cid/11099/1964-Topps-205-Nellie-Fox,/Images/Cards/Baseball/61/61-205Fr.jpg,/Images/Cards/Baseball/61/61-205Bk.jpg
Jim Bunning,1964,265,3.5,,,3.5,/ViewCard.cfm/sid/61/cid/11159/1964-Topps-265-Jim-Bunning,/Images/Cards/Baseball/61/61-265Fr.jpg,/Images/Cards/Baseball/61/61-265Bk.jpg
Ron Santo,1964,375,6.5,,,6.5,/ViewCard.cfm/sid/61/cid/11269/1964-Topps-375-Ron-Santo,/Images/Cards/Baseball/61/61-375Fr.jpg,/Images/Cards/Baseball/61/61-375Bk.jpg
Orlando Cepeda,1964,390,6,,,6,/ViewCard.cfm/sid/61/cid/11284/1964-Topps-390-Orlando-Cepeda,/Images/Cards/Baseball/61/61-390Fr.jpg,/Images/Cards/Baseball/61/61-390Bk.jpg
Bill Mazeroski,1964,570,16,,,16,/ViewCard.cfm/sid/61/cid/11465/1964-Topps-570-Bill-Mazeroski,/Images/Cards/Baseball/61/61-570Fr.jpg,/Images/Cards/Baseball/61/61-570Bk.jpg
Jim Bunning,1965,20,3,,,3,/ViewCard.cfm/sid/64/cid/11502/1965-Topps-20-Jim-Bunning,/Images/Cards/Baseball/64/64-20Fr.jpg,/Images/Cards/Baseball/64/64-20Bk.jpg
Bill Mazeroski,1965,95,2.5,,,2.5,/ViewCard.cfm/sid/64/cid/11578/1965-Topps-95-Bill-Mazeroski,/Images/Cards/Baseball/64/64-95Fr.jpg,/Images/Cards/Baseball/64/64-95Bk.jpg
Ron Santo,1965,110,4,,,4,/ViewCard.cfm/sid/64/cid/11593/1965-Topps-110-Ron-Santo,/Images/Cards/Baseball/64/64-110Fr.jpg,/Images/Cards/Baseball/64/64-110Bk.jpg
Pete Rose,1965,207,39.99,,,39.99,/ViewCard.cfm/sid/64/cid/11690/1965-Topps-207-Pete-Rose,/Images/Cards/Baseball/64/64-11690RepFr.jpg,/Images/Cards/Baseball/64/64-11690RepBk.jpg
Orlando Cepeda,1965,360,8,,,8,/ViewCard.cfm/sid/64/cid/11843/1965-Topps-360-Orlando-Cepeda,/Images/Cards/Baseball/64/64-360Fr.jpg,/Images/Cards/Baseball/64/64-360Bk.jpg
Nellie Fox,1965,485,3,,,3,/ViewCard.cfm/sid/64/cid/11968/1965-Topps-485-Nellie-Fox,/Images/Cards/Baseball/64/64-485Fr.jpg,/Images/Cards/Baseball/64/64-485Bk.jpg
Pete Rose,1966,30,15.5,,,15.5,/ViewCard.cfm/sid/65/cid/28930/1966-Topps-30-Pete-Rose,/Images/Cards/Baseball/65/65-28930RepFr.jpg,/Images/Cards/Baseball/65/65-28930RepBk.jpg
Orlando Cepeda,1966,132,2.5,,,2.5,/ViewCard.cfm/sid/65/cid/29039/1966-Topps-132-Orlando-Cepeda,/Images/Cards/Baseball/65/65-132Fr.jpg,/Images/Cards/Baseball/65/65-132Bk.jpg
Bill Mazeroski,1966,210,2.5,,,2.5,/ViewCard.cfm/sid/65/cid/29119/1966-Topps-210-Bill-Mazeroski,/Images/Cards/Baseball/65/65-210Fr.jpg,/Images/Cards/Baseball/65/65-210Bk.jpg
Ron Santo,1966,290,5,,,5,/ViewCard.cfm/sid/65/cid/29200/1966-Topps-290-Ron-Santo,/Images/Cards/Baseball/65/65-290Fr.jpg,/Images/Cards/Baseball/65/65-290Bk.jpg
Jim Bunning,1966,435,7.94,,,7.94,/ViewCard.cfm/sid/65/cid/29346/1966-Topps-435-Jim-Bunning,/Images/Cards/Baseball/65/65-435Fr.jpg,/Images/Cards/Baseball/65/65-435Bk.jpg
Orlando Cepeda,1967,20,10,,,10,/ViewCard.cfm/sid/66/cid/13620/1967-Topps-20-Orlando-Cepeda,/Images/Cards/Baseball/66/66-20Fr.jpg,/Images/Cards/Baseball/66/66-20Bk.jpg
