year,number,name,team,card_url
1970,377,Bill Butler,Kansas City Royals,/ViewCard.cfm/sid/70/cid/15209/1970-Topps-377-Bill-Butler
1970,645,Don Money,Philadelphia Phillies,/ViewCard.cfm/sid/70/cid/15480/1970-Topps-645-Don-Money
1971,5,Thurman Munson,New York Yankees,/ViewCard.cfm/sid/71/cid/15560/1971-Topps-5-Thurman-Munson
1971,101,Les Cain,Detroit Tigers,/ViewCard.cfm/sid/71/cid/15656/1971-Topps-101-Les-Cain
1971,107,Roy Foster,Cleveland Indians,/ViewCard.cfm/sid/71/cid/15662/1971-Topps-107-Roy-Foster
1971,114,Billy Conigliaro,Boston Red Sox,/ViewCard.cfm/sid/71/cid/15669/1971-Topps-114-Billy-Conigliaro
1971,224,Alan Gallagher,San Francisco Giants,/ViewCard.cfm/sid/71/cid/15780/1971-Topps-224-Alan-Gallagher
1971,233,Larry Bowa,Philadelphia Phillies,/ViewCard.cfm/sid/71/cid/15789/1971-Topps-233-Larry-Bowa
1971,263,John Ellis,New York Yankees,/ViewCard.cfm/sid/71/cid/15819/1971-Topps-263-John-Ellis
1971,478,Bernie Carbo,Cincinnati Reds,/ViewCard.cfm/sid/71/cid/16034/1971-Topps-478-Bernie-Carbo
1971,515,Carl Morton,Montreal Expos,/ViewCard.cfm/sid/71/cid/16071/1971-Topps-515-Carl-Morton
1971,582,Dave Cash,Pittsburgh Pirates,/ViewCard.cfm/sid/71/cid/16138/1971-Topps-582-Dave-Cash
1972,62,Angel Mangual,Oakland Athletics,/ViewCard.cfm/sid/72/cid/16465/1972-Topps-62-Angel-Mangual
1972,99,Ross Grimsley,Cincinnati Reds,/ViewCard.cfm/sid/72/cid/16502/1972-Topps-99-Ross-Grimsley
1972,114,Bill Buckner,Los Angeles Dodgers,/ViewCard.cfm/sid/72/cid/16517/1972-Topps-114-Bill-Buckner
1972,142,Chris Chambliss,Cleveland Indians,/ViewCard.cfm/sid/72/cid/16546/1972-Topps-142-Chris-Chambliss
1972,165,Chris Speier,San Francisco Giants,/ViewCard.cfm/sid/72/cid/16569/1972-Topps-165-Chris-Speier
1972,244,Steve Braun,Minnesota Twins,/ViewCard.cfm/sid/72/cid/16648/1972-Topps-244-Steve-Braun
1972,281,Bill Parsons,Milwaukee Brewers,/ViewCard.cfm/sid/72/cid/16685/1972-Topps-281-Bill-Parsons
1972,380,Earl Williams,Atlanta Braves,/ViewCard.cfm/sid/72/cid/16784/1972-Topps-380-Earl-Williams
1972,690,Willie Montanez,Philadelphia Phillies,/ViewCard.cfm/sid/72/cid/17095/1972-Topps-690-Willie-Montanez
1972,703,Doug Griffin,Boston Red Sox,/ViewCard.cfm/sid/72/cid/17108/1972-Topps-703-Doug-Griffin
1973,31,Buddy Bell,Cleveland Indians,/ViewCard.cfm/sid/73/cid/7217557/1973-Topps-31-Buddy-Bell
1973,55,Jon Matlack,New York Mets,/ViewCard.cfm/sid/73/cid/17257/1973-Topps-55-Jon-Matlack
1973,133,Dave Roberts,San Diego Padres,/ViewCard.cfm/sid/73/cid/17338/1973-Topps-133-Dave-Roberts
1973,181,Jack Brohamer,Cleveland Indians,/ViewCard.cfm/sid/73/cid/17388/1973-Topps-181-Jack-Brohamer
1973,193,Carlton Fisk,Boston Red Sox,/ViewCard.cfm/sid/73/cid/17400/1973-Topps-193-Carlton-Fisk
1973,241,Dwain Anderson,St. Louis Cardinals,/ViewCard.cfm/sid/73/cid/17449/1973-Topps-241-Dwain-Anderson
1975,16,Frank Tanana,California Angels,/ViewCard.cfm/sid/76/cid/18514/1975-Topps-16-Frank-Tanana
1975,104,Bill Madlock,Chicago Cubs,/ViewCard.cfm/sid/76/cid/18602/1975-Topps-104-Bill-Madlock
1975,106,Mike Hargrove,Texas Rangers,/ViewCard.cfm/sid/76/cid/18604/1975-Topps-106-Mike-Hargrove
1975,174,Bake McBride,St. Louis Cardinals,/ViewCard.cfm/sid/76/cid/18672/1975-Topps-174-Bake-McBride
1975,229,Barry Foote,Montreal Expos,/ViewCard.cfm/sid/76/cid/18727/1975-Topps-229-Barry-Foote
1975,299,Bucky Dent,Chicago White Sox,/ViewCard.cfm/sid/76/cid/18797/1975-Topps-299-Bucky-Dent
1975,334,Greg Gross,Houston Astros,/ViewCard.cfm/sid/76/cid/18832/1975-Topps-334-Greg-Gross
1975,512,Larry Milbourne,Houston Astros,/ViewCard.cfm/sid/76/cid/19010/1975-Topps-512-Larry-Milbourne
1975,647,Claudell Washington,Oakland Athletics,/ViewCard.cfm/sid/76/cid/19145/1975-Topps-647-Claudell-Washington
1976,30,John Montefusco,San Francisco Giants,/ViewCard.cfm/sid/77/cid/19188/1976-Topps-30-John-Montefusco
1976,50,Fred Lynn,Boston Red Sox,/ViewCard.cfm/sid/77/cid/19208/1976-Topps-50-Fred-Lynn
1976,134,Mike Ivie,San Diego Padres,/ViewCard.cfm/sid/77/cid/19292/1976-Topps-134-Mike-Ivie
1976,141,Larry Parrish,Montreal Expos,/ViewCard.cfm/sid/77/cid/19299/1976-Topps-141-Larry-Parrish
1976,229,Jerry Remy,California Angels,/ViewCard.cfm/sid/77/cid/19387/1976-Topps-229-Jerry-Remy
1976,313,Dan Ford,Minnesota Twins,/ViewCard.cfm/sid/77/cid/19471/1976-Topps-313-Dan-Ford
1976,340,Jim Rice,Boston Red Sox,/ViewCard.cfm/sid/77/cid/19498/1976-Topps-340-Jim-Rice
1976,407,Tom Underwood,Philadelphia Phillies,/ViewCard.cfm/sid/77/cid/19565/1976-Topps-407-Tom-Underwood
1976,432,Tom Veryzer,Detroit Tigers,/ViewCard.cfm/sid/77/cid/19590/1976-Topps-432-Tom-Veryzer
1976,441,Gary Carter,Montreal Expos,/ViewCard.cfm/sid/77/cid/19599/1976-Topps-441-Gary-Carter
1977,58,Chet Lemon,Chicago White Sox,/ViewCard.cfm/sid/79/cid/19876/1977-Topps-58-Chet-Lemon
1977,93,Tom Poquette,Kansas City Royals,/ViewCard.cfm/sid/79/cid/19911/1977-Topps-93-Tom-Poquette
1977,161,Garry Templeton,St. Louis Cardinals,/ViewCard.cfm/sid/79/cid/19979/1977-Topps-161-Garry-Templeton
1977,175,Butch Wynegar,Minnesota Twins,/ViewCard.cfm/sid/79/cid/19993/1977-Topps-175-Butch-Wynegar
1977,265,Mark Fidrych,Detroit Tigers,/ViewCard.cfm/sid/79/cid/20083/1977-Topps-265-Mark-Fidrych
1977,291,Jason Thompson,Detroit Tigers,/ViewCard.cfm/sid/79/cid/20109/1977-Topps-291-Jason-Thompson
1977,359,Willie Randolph,New York Yankees,/ViewCard.cfm/sid/79/cid/20177/1977-Topps-359-Willie-Randolph
1977,397,Larry Herndon,San Francisco Giants,/ViewCard.cfm/sid/79/cid/20215/1977-Topps-397-Larry-Herndon
1977,549,Jerry Royster,Atlanta Braves,/ViewCard.cfm/sid/79/cid/20367/1977-Topps-549-Jerry-Royster
1977,577,Jerry Augustine,Milwaukee Brewers,/ViewCard.cfm/sid/79/cid/20395/1977-Topps-577-Jerry-Augustine
1978,23,Bump Wills,Texas Rangers,/ViewCard.cfm/sid/80/cid/20501/1978-Topps-23-Bump-Wills
1978,36,Eddie Murray,Baltimore Orioles,/ViewCard.cfm/sid/80/cid/20514/1978-Topps-36-Eddie-Murray
1978,55,Mitchell Page,Oakland Athletics,/ViewCard.cfm/sid/80/cid/20533/1978-Topps-55-Mitchell-Page
1978,72,Andre Dawson,Montreal Expos,/ViewCard.cfm/sid/80/cid/20550/1978-Topps-72-Andre-Dawson
1978,124,Dave Rozema,Detroit Tigers,/ViewCard.cfm/sid/80/cid/20602/1978-Topps-124-Dave-Rozema
1978,139,Wayne Gross,Oakland Athletics,/ViewCard.cfm/sid/80/cid/20617/1978-Topps-139-Wayne-Gross
1978,141,Ruppert Jones,Seattle Mariners,/ViewCard.cfm/sid/80/cid/20619/1978-Topps-141-Ruppert-Jones
1978,196,Bob Bailor,Toronto Blue Jays,/ViewCard.cfm/sid/80/cid/20674/1978-Topps-196-Bob-Bailor
1978,267,Doug Ault,Toronto Blue Jays,/ViewCard.cfm/sid/80/cid/20745/1978-Topps-267-Doug-Ault
1978,419,Jerry Garvin,Toronto Blue Jays,/ViewCard.cfm/sid/80/cid/20897/1978-Topps-419-Jerry-Garvin
1978,624,Gary Alexander,San Francisco Giants,/ViewCard.cfm/sid/80/cid/21102/1978-Topps-624-Gary-Alexander
1987,80,Wally Joyner,California Angels,/ViewCard.cfm/sid/117/cid/35330/1987-Topps-80-Wally-Joyner
1987,192,Cory Snyder,Cleveland Indians,/ViewCard.cfm/sid/117/cid/35443/1987-Topps-192-Cory-Snyder
1987,296,Andres Thomas,Atlanta Braves,/ViewCard.cfm/sid/117/cid/35547/1987-Topps-296-Andres-Thomas
1987,436,Andy Allanson,Cleveland Indians,/ViewCard.cfm/sid/117/cid/35688/1987-Topps-436-Andy-Allanson
1987,465,Todd Worrell,St. Louis Cardinals,/ViewCard.cfm/sid/117/cid/35717/1987-Topps-465-Todd-Worrell
1987,476,Danny Tartabull,Seattle Mariners,/ViewCard.cfm/sid/117/cid/35728/1987-Topps-476-Danny-Tartabull
1987,499,Bruce Ruffin,Philadelphia Phillies,/ViewCard.cfm/sid/117/cid/35751/1987-Topps-499-Bruce-Ruffin
1987,550,Pete Incaviglia,Texas Rangers,/ViewCard.cfm/sid/117/cid/35802/1987-Topps-550-Pete-Incaviglia
1987,620,Jose Canseco,Oakland Athletics,/ViewCard.cfm/sid/117/cid/35874/1987-Topps-620-Jose-Canseco
1987,658,Robby Thompson,San Francisco Giants,/ViewCard.cfm/sid/117/cid/35912/1987-Topps-658-Robby-Thompson
1988,192,Devon White,California Angels,/ViewCard.cfm/sid/125/cid/53995/1988-Topps-192-Devon-White
1988,229,Jeff Musselman,Toronto Blue Jays,/ViewCard.cfm/sid/125/cid/54032/1988-Topps-229-Jeff-Musselman
1988,269,Ellis Burks,Boston Red Sox,/ViewCard.cfm/sid/125/cid/54072/1988-Topps-269-Ellis-Burks
1988,275,Kevin Seitzer,Kansas City Royals,/ViewCard.cfm/sid/125/cid/54078/1988-Topps-275-Kevin-Seitzer
1988,294,Al Pedrique,Pittsburgh Pirates,/ViewCard.cfm/sid/125/cid/54097/1988-Topps-294-Al-Pedrique
1988,431,Casey Candaele,Montreal Expos,/ViewCard.cfm/sid/125/cid/54234/1988-Topps-431-Casey-Candaele
1988,493,Mike Greenwell,Boston Red Sox,/ViewCard.cfm/sid/125/cid/54296/1988-Topps-493-Mike-Greenwell
1988,580,Mark McGwire,Oakland Athletics,/ViewCard.cfm/sid/125/cid/54384/1988-Topps-580-Mark-McGwire
1988,619,Mike Dunne,Pittsburgh Pirates,/ViewCard.cfm/sid/125/cid/54423/1988-Topps-619-Mike-Dunne
1988,645,Matt Nokes,Detroit Tigers,/ViewCard.cfm/sid/125/cid/54449/1988-Topps-645-Matt-Nokes
1989,156,Dave Gallagher,Chicago White Sox,/ViewCard.cfm/sid/134/cid/36407/1989-Topps-156-Dave-Gallagher
1989,221,Cecil Espy,Texas Rangers,/ViewCard.cfm/sid/134/cid/36472/1989-Topps-221-Cecil-Espy
1989,223,Jay Buhner,Seattle Mariners,/ViewCard.cfm/sid/134/cid/36474/1989-Topps-223-Jay-Buhner
1989,296,Ron Gant,Atlanta Braves,/ViewCard.cfm/sid/134/cid/36547/1989-Topps-296-Ron-Gant
1989,316,Walt Weiss,Oakland Athletics,/ViewCard.cfm/sid/134/cid/36567/1989-Topps-316-Walt-Weiss
1989,456,Tim Belcher,Los Angeles Dodgers,/ViewCard.cfm/sid/134/cid/36707/1989-Topps-456-Tim-Belcher
1989,465,Mark Grace,Chicago Cubs,/ViewCard.cfm/sid/134/cid/36716/1989-Topps-465-Mark-Grace
1989,490,Chris Sabo,Cincinnati Reds,/ViewCard.cfm/sid/134/cid/36741/1989-Topps-490-Chris-Sabo
1989,543,Damon Berryhill,Chicago Cubs,/ViewCard.cfm/sid/134/cid/36794/1989-Topps-543-Damon-Berryhill
1989,583,Paul Gibson,Detroit Tigers,/ViewCard.cfm/sid/134/cid/36834/1989-Topps-583-Paul-Gibson
1990,288,Greg Briley,Seattle Mariners,/ViewCard.cfm/sid/147/cid/61188/1990-Topps-288-Greg-Briley
1990,336,"Ken Griffey, Jr.",Seattle Mariners,"/ViewCard.cfm/sid/147/cid/61236/1990-Topps-336-Ken-Griffey,-Jr."
1990,457,Gregg Jefferies,New York Mets,/ViewCard.cfm/sid/147/cid/61358/1990-Topps-457-Gregg-Jefferies
1990,461,Carlos Martinez,Chicago White Sox,/ViewCard.cfm/sid/147/cid/61362/1990-Topps-461-Carlos-Martinez
1990,464,Jerome Walton,Chicago Cubs,/ViewCard.cfm/sid/147/cid/61365/1990-Topps-464-Jerome-Walton
1990,521,Craig Worthington,Baltimore Orioles,/ViewCard.cfm/sid/147/cid/61422/1990-Topps-521-Craig-Worthington
1990,536,Bob Geren,New York Yankees,/ViewCard.cfm/sid/147/cid/61437/1990-Topps-536-Bob-Geren
1990,675,Jim Abbott,California Angels,/ViewCard.cfm/sid/147/cid/61576/1990-Topps-675-Jim-Abbott
1990,718,Gary Sheffield,Milwaukee Brewers,/ViewCard.cfm/sid/147/cid/61619/1990-Topps-718-Gary-Sheffield
1990,752,Tom Gordon,Kansas City Royals,/ViewCard.cfm/sid/147/cid/61653/1990-Topps-752-Tom-Gordon
1991,165,Sandy Alomar,Cleveland Indians,/ViewCard.cfm/sid/167/cid/62071/1991-Topps-165-Sandy-Alomar
1991,299,Scott Radinsky,Chicago White Sox,/ViewCard.cfm/sid/167/cid/62209/1991-Topps-299-Scott-Radinsky
1991,329,Dave Justice,Atlanta Braves,/ViewCard.cfm/sid/167/cid/62241/1991-Topps-329-Dave-Justice
1991,339,Larry Walker,Montreal Expos,/ViewCard.cfm/sid/167/cid/62252/1991-Topps-339-Larry-Walker
1991,368,Felix Jose,St. Louis Cardinals,/ViewCard.cfm/sid/167/cid/62282/1991-Topps-368-Felix-Jose
1991,432,Delino DeShields,Montreal Expos,/ViewCard.cfm/sid/167/cid/62347/1991-Topps-432-Delino-DeShields
1991,454,Kevin Appier,Kansas City Royals,/ViewCard.cfm/sid/167/cid/62369/1991-Topps-454-Kevin-Appier
1991,461,Robin Ventura,Chicago White Sox,/ViewCard.cfm/sid/167/cid/62377/1991-Topps-461-Robin-Ventura
1991,642,Hal Morris,Cincinnati Reds,/ViewCard.cfm/sid/167/cid/62563/1991-Topps-642-Hal-Morris
1991,756,Jeff Huson,Texas Rangers,/ViewCard.cfm/sid/167/cid/62683/1991-Topps-756-Jeff-Huson
1992,12,Luis Gonzalez,Houston Astros,/ViewCard.cfm/sid/212/cid/95537/1992-Topps-12-Luis-Gonzalez
1992,23,Chuck Knoblauch,Minnesota Twins,/ViewCard.cfm/sid/212/cid/95548/1992-Topps-23-Chuck-Knoblauch
1992,78,Ivan Rodriguez,Texas Rangers,/ViewCard.cfm/sid/212/cid/95603/1992-Topps-78-Ivan-Rodriguez
1992,84,Leo Gomez,Baltimore Orioles,/ViewCard.cfm/sid/212/cid/95609/1992-Topps-84-Leo-Gomez
1992,288,Andujar Cedeno,Houston Astros,/ViewCard.cfm/sid/212/cid/95813/1992-Topps-288-Andujar-Cedeno
1992,292,Ray Lankford,St. Louis Cardinals,/ViewCard.cfm/sid/212/cid/95817/1992-Topps-292-Ray-Lankford
1992,520,Jeff Bagwell,Houston Astros,/ViewCard.cfm/sid/212/cid/96045/1992-Topps-520-Jeff-Bagwell
1992,522,Milt Cuyler,Detroit Tigers,/ViewCard.cfm/sid/212/cid/96047/1992-Topps-522-Milt-Cuyler
1992,537,Mark Leiter,Detroit Tigers,/ViewCard.cfm/sid/212/cid/96062/1992-Topps-537-Mark-Leiter
1992,614,Al Osuna,Houston Astros,/ViewCard.cfm/sid/212/cid/96139/1992-Topps-614-Al-Osuna
1993,11,Eric Karros,Los Angeles Dodgers,/ViewCard.cfm/sid/291/cid/107386/1993-Topps-11-Eric-Karros
1993,45,Dave Fleming,Seattle Mariners,/ViewCard.cfm/sid/291/cid/107420/1993-Topps-45-Dave-Fleming
1993,83,Reggie Sanders,Cincinnati Reds,/ViewCard.cfm/sid/291/cid/107458/1993-Topps-83-Reggie-Sanders
1993,123,Moises Alou,Montreal Expos,/ViewCard.cfm/sid/291/cid/107498/1993-Topps-123-Moises-Alou
1993,298,Scott Livingstone,Detroit Tigers,/ViewCard.cfm/sid/291/cid/107673/1993-Topps-298-Scott-Livingstone
1993,331,Kenny Lofton,Cleveland Indians,/ViewCard.cfm/sid/291/cid/107706/1993-Topps-331-Kenny-Lofton
1993,380,Todd Hundley,New York Mets,/ViewCard.cfm/sid/291/cid/107755/1993-Topps-380-Todd-Hundley
1993,480,Pat Listach,Milwaukee Brewers,/ViewCard.cfm/sid/291/cid/107855/1993-Topps-480-Pat-Listach
1993,590,Cal Eldred,Milwaukee Brewers,/ViewCard.cfm/sid/291/cid/107965/1993-Topps-590-Cal-Eldred
1993,703,Jeff Kent,New York Mets,/ViewCard.cfm/sid/291/cid/108078/1993-Topps-703-Jeff-Kent
1994,1,Mike Piazza,Los Angeles Dodgers,/ViewCard.cfm/sid/426/cid/122726/1994-Topps-1-Mike-Piazza
1994,21,Wil Cordero,Montreal Expos,/ViewCard.cfm/sid/426/cid/122746/1994-Topps-21-Wil-Cordero
1994,72,Steve Cooke,Pittsburgh Pirates,/ViewCard.cfm/sid/426/cid/122797/1994-Topps-72-Steve-Cooke
1994,81,Greg McMichael,Atlanta Braves,/ViewCard.cfm/sid/426/cid/122806/1994-Topps-81-Greg-McMichael
1994,287,Mike Lansing,Montreal Expos,/ViewCard.cfm/sid/426/cid/123012/1994-Topps-287-Mike-Lansing
1994,293,J.T. Snow,California Angels,/ViewCard.cfm/sid/426/cid/123018/1994-Topps-293-J.T.-Snow
1994,309,Carlos Garcia,Pittsburgh Pirates,/ViewCard.cfm/sid/426/cid/123034/1994-Topps-309-Carlos-Garcia
1994,397,Tim Salmon,California Angels,/ViewCard.cfm/sid/426/cid/123122/1994-Topps-397-Tim-Salmon
1994,466,Jeff Conine,Florida Marlins,/ViewCard.cfm/sid/426/cid/123191/1994-Topps-466-Jeff-Conine
1994,508,Wayne Kirby,Cleveland Indians,/ViewCard.cfm/sid/426/cid/123233/1994-Topps-508-Wayne-Kirby
1995,54,Joey Hamilton,San Diego Padres,/ViewCard.cfm/sid/594/cid/135244/1995-Topps-54-Joey-Hamilton
1995,143,Bob Hamelin,Kansas City Royals,/ViewCard.cfm/sid/594/cid/135333/1995-Topps-143-Bob-Hamelin
1995,180,Raul Mondesi,Los Angeles Dodgers,/ViewCard.cfm/sid/594/cid/135370/1995-Topps-180-Raul-Mondesi
1995,277,Chris Gomez,Detroit Tigers,/ViewCard.cfm/sid/594/cid/135467/1995-Topps-277-Chris-Gomez
1995,324,Ryan Klesko,Atlanta Braves,/ViewCard.cfm/sid/594/cid/135514/1995-Topps-324-Ryan-Klesko
1995,451,Jose Oliva,Atlanta Braves,/ViewCard.cfm/sid/594/cid/135641/1995-Topps-451-Jose-Oliva
1995,542,Brian Anderson,California Angels,/ViewCard.cfm/sid/594/cid/135732/1995-Topps-542-Brian-Anderson
1995,567,Javy Lopez,Atlanta Braves,/ViewCard.cfm/sid/594/cid/135757/1995-Topps-567-Javy-Lopez
1995,574,John Patterson,San Francisco Giants,/ViewCard.cfm/sid/594/cid/135764/1995-Topps-574-John-Patterson
1995,577,Manny Ramirez,Cleveland Indians,/ViewCard.cfm/sid/594/cid/135767/1995-Topps-577-Manny-Ramirez
1996,64,Orlando Miller,Houston Astros,/ViewCard.cfm/sid/803/cid/147964/1996-Topps-64-Orlando-Miller
1996,73,John Mabry,St. Louis Cardinals,/ViewCard.cfm/sid/803/cid/147973/1996-Topps-73-John-Mabry
1996,132,Garret Anderson,California Angels,/ViewCard.cfm/sid/803/cid/148032/1996-Topps-132-Garret-Anderson
1996,136,Hideo Nomo,Los Angeles Dodgers,/ViewCard.cfm/sid/803/cid/148036/1996-Topps-136-Hideo-Nomo
1996,173,Ray Durham,Chicago White Sox,/ViewCard.cfm/sid/803/cid/148073/1996-Topps-173-Ray-Durham
1996,174,Carlos Perez,Montreal Expos,/ViewCard.cfm/sid/803/cid/148074/1996-Topps-174-Carlos-Perez
1996,177,Chipper Jones,Atlanta Braves,/ViewCard.cfm/sid/803/cid/148077/1996-Topps-177-Chipper-Jones
1996,187,Marty Cordova,Minnesota Twins,/ViewCard.cfm/sid/803/cid/148087/1996-Topps-187-Marty-Cordova
1996,417,Shawn Green,Toronto Blue Jays,/ViewCard.cfm/sid/803/cid/148317/1996-Topps-417-Shawn-Green
1997,13,Derek Jeter,New York Yankees,/ViewCard.cfm/sid/1048/cid/163888/1997-Topps-13-Derek-Jeter
1997,17,F.P. Santangelo,Montreal Expos,/ViewCard.cfm/sid/1048/cid/163892/1997-Topps-17-F.P.-Santangelo
1997,22,Billy Wagner,Houston Astros,/ViewCard.cfm/sid/1048/cid/163897/1997-Topps-22-Billy-Wagner
1997,177,Todd Hollandsworth,Los Angeles Dodgers,/ViewCard.cfm/sid/1048/cid/164052/1997-Topps-177-Todd-Hollandsworth
1997,195,Jason Kendall,Pittsburgh Pirates,/ViewCard.cfm/sid/1048/cid/164070/1997-Topps-195-Jason-Kendall
1997,216,Joe Randa,Kansas City Royals,/ViewCard.cfm/sid/1048/cid/164091/1997-Topps-216-Joe-Randa
1997,239,Jermaine Dye,Atlanta Braves,/ViewCard.cfm/sid/1048/cid/164114/1997-Topps-239-Jermaine-Dye
1997,344,Tony Batista,Oakland Athletics,/ViewCard.cfm/sid/1048/cid/164219/1997-Topps-344-Tony-Batista
1997,351,Alan Benes,St. Louis Cardinals,/ViewCard.cfm/sid/1048/cid/164226/1997-Topps-351-Alan-Benes
1997,406,Tony Clark,Detroit Tigers,/ViewCard.cfm/sid/1048/cid/164281/1997-Topps-406-Tony-Clark
1998,22,Dmitri Young,St. Louis Cardinals,/ViewCard.cfm/sid/1238/cid/178281/1998-Topps-22-Dmitri-Young
1998,25,Scott Rolen,Philadelphia Phillies,/ViewCard.cfm/sid/1238/cid/178284/1998-Topps-25-Scott-Rolen
1998,46,Wilton Guerrero,Los Angeles Dodgers,/ViewCard.cfm/sid/1238/cid/178305/1998-Topps-46-Wilton-Guerrero
1998,129,Jason Dickson,Anaheim Angels,/ViewCard.cfm/sid/1238/cid/178388/1998-Topps-129-Jason-Dickson
1998,146,Jose Guillen,Pittsburgh Pirates,/ViewCard.cfm/sid/1238/cid/178405/1998-Topps-146-Jose-Guillen
1998,185,Mike Holtz,Anaheim Angels,/ViewCard.cfm/sid/1238/cid/178444/1998-Topps-185-Mike-Holtz
1998,228,Scott Hatteberg,Boston Red Sox,/ViewCard.cfm/sid/1238/cid/178487/1998-Topps-228-Scott-Hatteberg
1998,326,Jose Cruz Jr.,Toronto Blue Jays,/ViewCard.cfm/sid/1238/cid/178585/1998-Topps-326-Jose-Cruz-Jr.
1998,334,Andruw Jones,Atlanta Braves,/ViewCard.cfm/sid/1238/cid/178593/1998-Topps-334-Andruw-Jones
1998,335,Nomar Garciaparra,Boston Red Sox,/ViewCard.cfm/sid/1238/cid/178594/1998-Topps-335-Nomar-Garciaparra
1998,497,Tony Saunders,Tampa Bay Devil Rays,/ViewCard.cfm/sid/1238/cid/178756/1998-Topps-497-Tony-Saunders
1999,20,Kerry Wood,Chicago Cubs,/ViewCard.cfm/sid/1340/cid/234753/1999-Topps-20-Kerry-Wood
1999,52,Todd Helton,Colorado Rockies,/ViewCard.cfm/sid/1340/cid/234785/1999-Topps-52-Todd-Helton
1999,84,Mike Caruso,Chicago White Sox,/ViewCard.cfm/sid/1340/cid/234817/1999-Topps-84-Mike-Caruso
1999,91,Mark Kotsay,Florida Marlins,/ViewCard.cfm/sid/1340/cid/234824/1999-Topps-91-Mark-Kotsay
1999,110,Ben Grieve,Oakland Athletics,/ViewCard.cfm/sid/1340/cid/234843/1999-Topps-110-Ben-Grieve
1999,132,A.J. Hinch,Oakland Athletics,/ViewCard.cfm/sid/1340/cid/234865/1999-Topps-132-A.J.-Hinch
1999,155,Magglio Ordonez,Chicago White Sox,/ViewCard.cfm/sid/1340/cid/234888/1999-Topps-155-Magglio-Ordonez
1999,391,Bobby Smith,Tampa Bay Devil Rays,/ViewCard.cfm/sid/1340/cid/235193/1999-Topps-391-Bobby-Smith
1999,417,Miguel Cairo,Tampa Bay Devil Rays,/ViewCard.cfm/sid/1340/cid/235219/1999-Topps-417-Miguel-Cairo
1999,419,Jesus Sanchez,Florida Marlins,/ViewCard.cfm/sid/1340/cid/235221/1999-Topps-419-Jesus-Sanchez
2000,39,Warren Morris,Pittsburgh Pirates,/ViewCard.cfm/sid/1411/cid/251412/2000-Topps-39-Warren-Morris
2000,101,Preston Wilson,Florida Marlins,/ViewCard.cfm/sid/1411/cid/251474/2000-Topps-101-Preston-Wilson
2000,178,Carlos Beltran,Kansas City Royals,/ViewCard.cfm/sid/1411/cid/251551/2000-Topps-178-Carlos-Beltran
2000,184,Brian Daubach,Boston Red Sox,/ViewCard.cfm/sid/1411/cid/251557/2000-Topps-184-Brian-Daubach
2000,255,Ben Davis,San Diego Padres,/ViewCard.cfm/sid/1411/cid/251648/2000-Topps-255-Ben-Davis
2000,265,Billy Koch,Toronto Blue Jays,/ViewCard.cfm/sid/1411/cid/251658/2000-Topps-265-Billy-Koch
2000,343,John Halama,Seattle Mariners,/ViewCard.cfm/sid/1411/cid/251736/2000-Topps-343-John-Halama
2000,380,Alex Gonzalez,Florida Marlins,/ViewCard.cfm/sid/1411/cid/251773/2000-Topps-380-Alex-Gonzalez
2000,420,Corey Koskie,Minnesota Twins,/ViewCard.cfm/sid/1411/cid/251813/2000-Topps-420-Corey-Koskie
2000,438,Chris Singleton,Chicago White Sox,/ViewCard.cfm/sid/1411/cid/251831/2000-Topps-438-Chris-Singleton
2001,91,Mike Lamb,Texas Rangers,/ViewCard.cfm/sid/1486/cid/279705/2001-Topps-91-Mike-Lamb
2001,144,Pat Burrell,Philadelphia Phillies,/ViewCard.cfm/sid/1486/cid/279758/2001-Topps-144-Pat-Burrell
2001,271,Bengie Molina,Anaheim Angels,/ViewCard.cfm/sid/1486/cid/279885/2001-Topps-271-Bengie-Molina
2001,278,Terrence Long,Oakland Athletics,/ViewCard.cfm/sid/1486/cid/279892/2001-Topps-278-Terrence-Long
2001,293,Jay Payton,New York Mets,/ViewCard.cfm/sid/1486/cid/279907/2001-Topps-293-Jay-Payton
2001,319,Rafael Furcal,Atlanta Braves,/ViewCard.cfm/sid/1486/cid/279933/2001-Topps-319-Rafael-Furcal
2001,514,Adam Kennedy,Anaheim Angels,/ViewCard.cfm/sid/1486/cid/280128/2001-Topps-514-Adam-Kennedy
2001,653,Mark Redman,Minnesota Twins,/ViewCard.cfm/sid/1486/cid/280267/2001-Topps-653-Mark-Redman
2001,720,Kazuhiro Sasaki,Seattle Mariners,/ViewCard.cfm/sid/1486/cid/280334/2001-Topps-720-Kazuhiro-Sasaki
2001,721,Mark Quinn,Kansas City Royals,/ViewCard.cfm/sid/1486/cid/280335/2001-Topps-721-Mark-Quinn
2002,69,Roy Oswalt,Houston Astros,/ViewCard.cfm/sid/1562/cid/303157/2002-Topps-69-Roy-Oswalt
2002,95,Alfonso Soriano,New York Yankees,/ViewCard.cfm/sid/1562/cid/303183/2002-Topps-95-Alfonso-Soriano
2002,160,Albert Pujols,St. Louis Cardinals,/ViewCard.cfm/sid/1562/cid/303248/2002-Topps-160-Albert-Pujols
2002,163,CC Sabathia,Cleveland Indians,/ViewCard.cfm/sid/1562/cid/303252/2002-Topps-163-CC-Sabathia
